Date,Close,High,Low,Open,Volume,"('Close', 'GE')","('High', 'GE')","('Low', 'GE')","('Open', 'GE')","('Volume', 'GE')"
2024-06-03,159.9592742919922,165.23971990473504,157.55185270414046,164.57594920967134,5220500.0,,,,,
2024-06-04,159.8800048828125,160.4744189135605,156.87816943249956,159.50353208146592,5598600.0,,,,,
2024-06-05,161.03912353515625,161.42549793508925,159.0279933102536,160.32581462497828,4279900.0,,,,,
2024-06-06,159.12705993652344,161.6533611492668,158.27505288367166,160.79145248679814,3867300.0,,,,,
2024-06-07,160.41497802734375,162.27750856945136,158.6119024932073,159.20631652026896,3341800.0,,,,,
2024-06-10,161.32640075683594,162.37654565234507,160.05829954901824,160.49421217363536,4385200.0,,,,,
2024-06-11,158.86947631835938,160.75181003121585,158.1264474658696,160.52395208253466,5106400.0,,,,,
2024-06-12,159.55308532714844,161.4255176659912,157.70045620931506,159.76112496648508,5790700.0,,,,,
2024-06-13,154.24288940429688,159.13697533324753,152.74691493177826,159.0973386611887,8080900.0,,,,,
2024-06-14,154.43113708496094,155.14444606451437,151.79585752810866,152.7865627644926,6247400.0,,,,,
2024-06-17,161.71278381347656,165.94309868126405,154.00509960348865,154.68868851826232,9564800.0,,,,,
2024-06-18,163.43663024902344,163.65458659197265,160.8508891958178,161.8812159031551,5105300.0,,,,,
2024-06-20,163.4663543701172,164.75427412491038,161.53448229640807,163.43663442413407,4957200.0,,,,,
2024-06-21,162.7134246826172,163.3870969508519,159.8007490261592,162.97100258806668,17195200.0,,,,,
2024-06-24,159.04779052734375,163.22856726986714,157.72024931786842,162.57471339101045,5519000.0,,,,,
2024-06-25,158.24534606933594,162.12890885296008,156.94752460464838,158.0967463279452,6825500.0,,,,,
2024-06-26,159.14686584472656,159.52333861822683,156.05587078597512,157.09611415904263,3998000.0,,,,,
2024-06-27,159.00816345214844,160.34562134105315,158.1165349375184,159.30537799601169,3339700.0,,,,,
2024-06-28,157.4923858642578,160.11774824758962,156.43232418539122,158.7703887504745,8641200.0,,,,,
2024-07-01,157.4923858642578,159.89979192327985,154.5995288798259,159.17658145641178,4435100.0,,,,,
2024-07-02,159.94935607910156,161.42551231131455,156.77910237206362,157.34381160831336,5247300.0,,,,,
2024-07-03,161.48495483398438,162.96111109021743,160.03851852572575,160.3753697977064,2577300.0,,,,,
2024-07-05,159.00816345214844,161.72270078122517,158.1759748228991,161.72270078122517,4668300.0,,,,,
2024-07-08,162.010009765625,162.2576860497548,159.15677413502232,159.30538897567664,3453300.0,,,,,
2024-07-09,161.6137237548828,164.04094816573206,161.51464720057885,162.45581399862735,3829900.0,,,,,
2024-07-10,164.1598358154297,164.44714876652358,161.02920399948545,161.63353472903822,3904600.0,,,,,
2024-07-11,160.68650817871094,164.41785943184155,160.5574936598031,163.93160189297205,4553800.0,,,,,
2024-07-12,157.7986602783203,161.06360561903963,157.59026853298383,160.6468069858187,5983400.0,,,,,
2024-07-15,158.34446716308594,159.52540414848573,157.39178893695572,159.37655290769894,5383300.0,,,,,
2024-07-16,161.6094207763672,162.6216395514343,158.43378614404855,158.66204491518462,6500700.0,,,,,
2024-07-17,155.46658325195312,160.71627789254987,155.31771685158478,160.41856023436225,6041200.0,,,,,
2024-07-18,157.58033752441406,159.21777697652007,155.22839693440062,156.17115684422322,5274800.0,,,,,
2024-07-19,157.9177703857422,159.2177885301282,156.41926370484438,158.44373169389,5459800.0,,,,,
2024-07-22,161.52011108398438,161.69874774267862,158.5528981871076,158.7513715858959,6350500.0,,,,,
2024-07-23,170.68971252441406,175.85009615361923,163.36592815304175,164.73542022705078,16428000.0,,,,,
2024-07-24,161.06362915039062,171.55310080866303,160.81553360799708,170.19354208196253,7335200.0,,,,,
2024-07-25,163.41554260253906,166.9186498614173,160.68649209452897,162.05598410416383,8791500.0,,,,,
2024-07-26,168.51641845703125,171.30501000791344,164.84460735648298,165.97592245540977,7297700.0,,,,,
2024-07-29,168.57594299316406,171.41415641348257,167.11714009033136,169.94543514093743,4886600.0,,,,,
2024-07-30,166.2041473388672,173.39891745438047,165.9957555808659,169.18129359356234,5329500.0,,,,,
2024-07-31,168.9034423828125,170.44163777552671,166.680516012227,169.56833661991087,5568800.0,,,,,
2024-08-01,168.4568634033203,173.36915182604127,166.9385199843438,169.4492455146801,6112900.0,,,,,
2024-08-02,159.05899047851562,166.15451593249543,157.1536187989615,164.3086998944523,8210700.0,,,,,
2024-08-05,157.1536102294922,158.68187180888202,149.05576967604537,151.32833287952982,7064800.0,,,,,
2024-08-06,161.03384399414062,164.1896117329178,158.54295528779195,158.7116584239012,5056700.0,,,,,
2024-08-07,160.89492797851562,165.003389605406,160.33919637952374,163.1674765120825,4307500.0,,,,,
2024-08-08,164.34840393066406,165.06292027034513,162.3140175508096,163.2270072865022,3842700.0,,,,,
2024-08-09,165.8568115234375,166.60109803698003,163.3163159800199,164.18960185897728,2770100.0,,,,,
2024-08-12,165.59878540039062,167.49423872220254,163.3659258207567,166.35300543852,3173700.0,,,,,
2024-08-13,166.6804962158203,167.34539037395012,164.98351624316928,166.48200769126348,2942400.0,,,,,
