Date,Close,High,Low,Open,Volume,"('Close', 'DINO')","('High', 'DINO')","('Low', 'DINO')","('Open', 'DINO')","('Volume', 'DINO')"
2024-06-03,50.60691452026367,51.84626720730711,50.08112712087442,51.51764873957621,1402900.0,,,,,
2024-06-04,50.49424743652344,50.8134748858152,49.87457104456108,50.09051849825345,1522900.0,,,,,
2024-06-05,50.42851638793945,50.84163630425692,49.883954109566446,50.822857800639454,1304300.0,,,,,
2024-06-06,50.6914176940918,51.02003259115418,49.921513283654384,50.240740718643735,1389600.0,,,,,
2024-06-07,49.99662780761719,50.54119373578578,49.63045589532703,50.29707673983648,1512100.0,,,,,
2024-06-10,50.16562271118164,50.44729309212985,49.38633095620394,49.66800491878536,1427100.0,,,,,
2024-06-11,50.18440628051758,50.419132218610144,49.05772106134654,49.70556336109394,1095900.0,,,,,
2024-06-12,48.87932968139648,51.08575202364165,48.38170826686602,50.766524610816525,1306000.0,,,,,
2024-06-13,49.320613861083984,49.76189977883034,48.61643603402506,49.60228785721447,1564400.0,,,,,
2024-06-14,49.038944244384766,49.358171674443554,48.72910785788771,49.1234457282719,1443400.0,,,,,
2024-06-17,49.17039108276367,49.44267404479668,48.37232428412487,48.87933319653797,1100500.0,,,,,
2024-06-18,48.95444488525391,50.16563167966051,48.56010699775437,49.56473380444187,1536500.0,,,,,
2024-06-20,50.015403747558594,50.70080306287175,48.766660027011135,49.01077701043608,2093800.0,,,,,
2024-06-21,50.09051513671875,50.44729957530929,49.461451324478745,50.19379512538709,6614200.0,,,,,
2024-06-24,50.52241516113281,50.86041752319466,50.03418475153176,50.09051668772517,1464900.0,,,,,
2024-06-25,50.73836135864258,51.0106443156574,49.65862057414032,50.39096437970628,1833900.0,,,,,
2024-06-26,50.13745880126953,50.80407956586699,49.31122254589567,50.80407956586699,2081100.0,,,,,
2024-06-27,49.50839614868164,51.08575479386666,49.423894664774096,50.56935842849109,1332400.0,,,,,
2024-06-28,50.08112716674805,50.19379461613693,49.085887882517575,50.12807163885728,1971800.0,,,,,
2024-07-01,50.12807083129883,50.50363376538969,49.45205898258872,50.35340930808006,1032700.0,,,,,
2024-07-02,50.32523727416992,51.15147353937811,49.90273347122906,50.8791906046932,1691300.0,,,,,
2024-07-03,49.75251388549805,50.35341174380352,49.52717539781661,50.35341174380352,902600.0,,,,,
2024-07-05,47.56486129760742,49.61167165008958,47.527304290016296,49.56472718141737,2455800.0,,,,,
2024-07-08,46.93579864501953,47.9122557939896,46.78557419274464,47.31135798489003,1589300.0,,,,,
2024-07-09,45.98750686645508,47.11419212250214,45.9781194045429,46.46634980155108,1880500.0,,,,,
2024-07-10,44.62609100341797,45.90300058812196,44.21297467139217,45.72461017735399,3026000.0,,,,,
2024-07-11,45.14249801635742,45.874841860080565,44.48526461683553,44.9171595204859,2136500.0,,,,,
2024-07-12,45.226993560791016,45.65889202351746,44.588542282707735,45.53683352872736,1968900.0,,,,,
2024-07-15,45.640113830566406,46.03445170340345,45.095547912876704,45.57439085176023,1341000.0,,,,,
2024-07-16,46.21284103393555,46.4287884540826,44.98287590356755,45.52744176608622,1407400.0,,,,,
2024-07-17,46.1565055847168,47.4240241425593,45.47110631594838,46.25039452172981,1657100.0,,,,,
2024-07-18,45.16127014160156,46.26917688255265,45.08615970205646,46.18467539954337,1559900.0,,,,,
2024-07-19,45.45232772827149,45.733998120423664,44.50403657231137,45.13310032873012,1557600.0,,,,,
2024-07-22,45.36782455444336,45.733996408699504,44.48525640363025,45.31148904546809,1343800.0,,,,,
2024-07-23,45.01104736328125,45.32088733977421,44.60731843843916,45.21760734760989,1254800.0,,,,,
2024-07-24,45.56500244140625,45.74339646416156,44.60732008992711,45.11432902570441,1621900.0,,,,,
2024-07-25,46.75740432739258,47.21746872402259,45.20821534540604,45.68705466451337,1981700.0,,,,,
2024-07-26,47.53669738769531,47.78081078432362,46.25978772746469,46.94518702828157,2058600.0,,,,,
2024-07-29,46.68229675292969,47.78081244846726,46.56962572136148,47.50852949462792,1378000.0,,,,,
2024-07-30,48.36293411254883,48.56949409873111,46.72924347415712,46.72924347415712,2926900.0,,,,,
2024-07-31,48.32537841796875,49.64923259670268,48.27843036393844,49.142223698898114,1558400.0,,,,,
2024-08-01,47.00152587890625,49.48961881906347,46.26917847376235,49.057723927333605,2156000.0,,,,,
2024-08-02,43.90313720703125,46.259787594807705,43.837414231910806,46.06261866944639,2074800.0,,,,,
2024-08-05,43.26468276977539,43.57451911797486,41.39626289327783,42.50416950879499,1914700.0,,,,,
2024-08-06,43.3116340637207,44.02519938843603,42.90790513604169,43.04873855955499,2068000.0,,,,,
2024-08-07,42.832794189453125,44.222371508114286,42.748292696619416,44.00642404456904,1700000.0,,,,,
2024-08-08,43.79047393798828,44.00642138849971,43.02057308603141,43.08629606742038,1489300.0,,,,,
2024-08-09,43.5181884765625,44.16603437263456,43.414912070032,43.75291441997791,1597400.0,,,,,
2024-08-12,43.8374137878418,44.15664119875027,43.264685522113,43.7810818563855,1265000.0,,,,,
2024-08-13,43.42429733276367,43.75291220425012,43.20834990555351,43.47124180274267,1460600.0,,,,,
2024-08-14,44.57915115356445,44.82326814267599,43.39613396379174,43.67780438215346,2736500.0,,,,,
2024-08-15,45.480499267578125,45.94056371040272,45.06738288056115,45.06738288056115,1766800.0,,,,,
2024-08-16,45.79972839355469,45.99690092296286,45.02044006498481,45.30211050203857,1704300.0,,,,,
2024-08-19,46.04384613037109,46.40062701821159,45.471114203003474,45.70584016788305,1534600.0,,,,,
2024-08-20,44.38197708129883,45.8842215264201,44.14725116289655,45.837277059066295,2339400.0,,,,,
2024-08-21,44.86594009399414,45.4068363042702,44.4578950764282,44.81849375658674,1487000.0,,,,,
2024-08-22,44.93236541748047,45.15062508409135,44.64768377484141,44.78053496674473,1534000.0,,,,,
2024-08-23,46.47914123535156,46.64046312759045,45.07470864256357,45.26449761346433,2067000.0,,,,,
2024-08-26,45.94773864746094,47.38064211991757,45.84335813920178,46.85872509892584,2322100.0,,,,,
2024-08-27,44.86594009399414,45.776926423864325,44.79951449763908,45.66305087017836,1869400.0,,,,,
2024-08-28,44.59074783325195,45.198069611883135,44.37248817537824,44.63819416847189,2378200.0,,,,,
2024-08-29,45.05573272705078,45.25500953231925,43.97394021853759,44.90390226304759,2701500.0,,,,,
2024-08-30,46.6309700012207,46.8587174820476,44.79951319513948,44.86593878956329,3884600.0,,,,,
2024-09-03,45.03675079345703,46.00467130149901,44.818494740652014,46.00467130149901,2004800.0,,,,,
2024-09-04,44.97982025146485,45.53969577799307,44.35351912178275,45.10318001736552,2560100.0,,,,,
2024-09-05,43.252742767333984,45.29296422885964,43.20529281015147,45.29296422885964,2981100.0,,,,,
2024-09-06,43.35712432861328,43.84108639236954,42.59797205401125,43.37610358796878,2357100.0,,,,,
2024-09-09,43.30018997192383,43.82210693207433,43.02499614241633,43.24325219411841,2448600.0,,,,,
2024-09-10,43.926490783691406,44.03087489907792,42.83520691182598,43.40457382668237,2732200.0,,,,,
2024-09-11,42.1519660949707,43.88853021735016,42.000135648745456,43.88853021735016,2012200.0,,,,,
2024-09-12,41.97167205810547,42.55052681365371,41.81984159926689,42.19941955632518,1497600.0,,,,,
2024-09-13,42.88265228271485,43.55640329776418,42.22788414631521,42.31328900062155,2174000.0,,,,,
2024-09-16,42.987037658691406,43.53742531815212,42.095034191892246,43.07244251550691,1780600.0,,,,,
2024-09-17,44.16372680664063,44.26811092371333,43.04397583791752,43.36661600890424,2319900.0,,,,,
2024-09-18,44.514835357666016,45.45428881884938,44.13525739720484,44.344025637450855,2049400.0,,,,,
2024-09-19,44.83747482299805,45.51122225314396,44.65717728561248,45.28347837643836,4059400.0,,,,,
2024-09-20,43.88853073120117,44.495852523212754,43.04397363793986,44.495852523212754,6053700.0,,,,,
