Date,Close,High,Low,Open,Volume,"('Close', 'RMD')","('High', 'RMD')","('Low', 'RMD')","('Open', 'RMD')","('Volume', 'RMD')"
2024-06-03,205.11251831054688,208.4455053746043,202.1652478055607,205.55757355697943,1772300.0,,,,,
2024-06-04,208.86090087890625,209.89937322913704,204.34109458617425,204.67735722416185,676400.0,,,,,
2024-06-05,210.89828491210935,211.69938738580015,207.812537302604,208.96968699695995,507200.0,,,,,
2024-06-06,209.2367401123047,210.15653511492172,207.8224509776961,209.24663995515223,709200.0,,,,,
2024-06-07,208.5938720703125,211.9367439634924,207.1597984243392,208.75211863446452,412000.0,,,,,
2024-06-10,209.3356475830078,209.49389415602025,207.0114482019628,207.50595742420865,723100.0,,,,,
2024-06-11,207.87188720703125,210.42355657760845,204.77626977075207,207.2784852013863,810500.0,,,,,
2024-06-12,208.57408142089844,212.18399239986584,207.7037404345561,209.5532150305336,718100.0,,,,,
2024-06-13,210.04774475097656,211.3631411098845,206.59606490280947,207.2389208634437,906500.0,,,,,
2024-06-14,209.4048614501953,209.6719006435385,206.33891346721708,208.65321289959653,1113700.0,,,,,
2024-06-17,208.0400238037109,209.36530482079093,203.1246012115636,206.76418163301724,1028400.0,,,,,
2024-06-18,209.93893432617188,210.28508170209363,207.86198970575043,208.5048607031298,972900.0,,,,,
2024-06-20,210.92796325683597,212.60929155735712,207.70375354011364,208.62354852075703,1246000.0,,,,,
2024-06-21,203.5696563720703,211.1850949324132,197.80367736590736,211.0169636175989,2717400.0,,,,,
2024-06-24,180.19915771484372,191.60253918181868,177.44968764421637,187.86405066589444,4020900.0,,,,,
2024-06-25,181.82113647460935,184.75852228855763,178.35957212333784,183.0376399551653,2139500.0,,,,,
2024-06-26,184.48159790039065,185.26293087458205,181.8211360336978,181.8211360336978,1115300.0,,,,,
2024-06-27,189.4761505126953,190.62341550056675,185.51019208556076,187.41899039034,1271100.0,,,,,
2024-06-28,189.31790161132807,192.4629879922656,187.48822661355345,189.60472540037395,3500700.0,,,,,
2024-07-01,184.8870849609375,190.2673469724737,184.1749905716917,188.8134888520321,871700.0,,,,,
2024-07-02,187.2706451416016,187.8541623914904,185.44095501562464,185.44095501562464,808400.0,,,,,
2024-07-03,187.320068359375,187.9036006517956,185.99478740000933,187.50798425937296,383800.0,,,,,
2024-07-05,192.6014404296875,192.8585797698739,187.2409627413895,188.4079971597999,670900.0,,,,,
2024-07-08,190.80142211914065,192.72012017143257,189.7926191562528,192.2157262356,805200.0,,,,,
2024-07-09,188.2398681640625,192.42341164342048,186.4893014237037,191.35526999292472,956600.0,,,,,
2024-07-10,190.2179107666016,190.81131275212863,187.0728244057824,189.63439353223848,510100.0,,,,,
2024-07-11,197.58609008789065,198.13993796424157,192.8585834546088,192.98716067276985,694800.0,,,,,
2024-07-12,202.5806427001953,204.56856427115025,198.2981911746049,198.77291578578965,753600.0,,,,,
2024-07-15,203.0553741455078,204.91473364779372,200.9487600324381,202.0960250483687,1387300.0,,,,,
2024-07-16,204.5290069580078,205.43890206981047,202.2542616328896,203.4311959366938,738600.0,,,,,
2024-07-17,203.68833923339844,206.5367170933485,201.7894256905062,202.74877475885816,709300.0,,,,,
2024-07-18,201.6410675048828,206.7048366648006,201.1959971711433,204.31141405120752,606000.0,,,,,
2024-07-19,200.9190826416016,205.3399961126999,200.53336606787192,204.6674708420834,715000.0,,,,,
2024-07-22,205.0037384033203,205.30044694975484,201.2454653613379,202.1256911579854,664500.0,,,,,
2024-07-23,207.22901916503903,207.49605835216465,203.6487774722628,205.458682911718,391700.0,,,,,
2024-07-24,203.9355926513672,208.44551417592487,203.85646936780367,206.06199128267565,653200.0,,,,,
2024-07-25,206.05209350585935,210.44333769470504,201.62129522044708,202.60042888673516,2024200.0,,,,,
2024-07-26,194.8761749267578,204.7663587253213,194.2728731113965,204.7663587253213,1896800.0,,,,,
2024-07-29,206.2498779296875,206.2894471143616,196.4190483092773,197.92234532000535,1069200.0,,,,,
2024-07-30,205.75538635253903,208.16859372244213,204.0048346071979,205.62682421941125,762800.0,,,,,
2024-07-31,210.90817260742188,213.48951122047464,204.13339056924056,206.70484443118957,988900.0,,,,,
2024-08-01,212.20379638671875,214.3994185547685,208.6828931165053,210.41367540538627,1513700.0,,,,,
2024-08-02,221.18409729003903,223.2016883949508,202.38286099081495,207.69388551991813,2659800.0,,,,,
2024-08-05,213.3114776611328,217.7818449790817,206.7048421046376,210.82904695195083,1547500.0,,,,,
2024-08-06,216.42691040039065,219.33462707378536,212.9752305582955,213.9049103209427,1079700.0,,,,,
2024-08-07,208.62353515625,217.45546186232085,206.78396040403047,217.45546186232085,1291400.0,,,,,
2024-08-08,211.8378448486328,212.5301546820799,207.35759288712637,209.83013878602492,946800.0,,,,,
2024-08-09,214.2115020751953,214.70601129929867,210.6312601218787,213.44996873575732,543000.0,,,,,
2024-08-12,212.2928009033203,215.75436542365264,212.20379286611973,214.22139892334155,547600.0,,,,,
2024-08-13,217.85107421875,221.22361529255832,214.18180953314615,214.18180953314615,1079300.0,,,,,
2024-08-14,219.7697906494141,220.64011660055053,217.584053292114,219.80934474623797,970200.0,,,,,
2024-08-15,225.2620391845703,226.0551485843797,219.7499523032155,221.5046892648034,897000.0,,,,,
2024-08-16,225.78746032714844,225.9559936084939,222.8430518406892,224.81590929991464,627200.0,,,,,
2024-08-19,229.306884765625,229.505158334838,224.5779837470116,225.5197945462511,786700.0,,,,,
2024-08-20,221.22711181640625,229.29696888301496,220.44392589740244,229.0094744671869,908000.0,,,,,
2024-08-21,222.36721801757807,224.7068825878125,220.7611672125659,222.1491125394568,793000.0,,,,,
2024-08-22,221.48486328125,223.65599431105863,220.06717782989293,223.65599431105863,599500.0,,,,,
2024-08-23,224.68704223632807,224.7861865871268,221.02883655049516,222.4167818251567,643700.0,,,,,
2024-08-26,223.9137725830078,226.32282609364665,222.8133368105753,222.8133368105753,454100.0,,,,,
2024-08-27,240.16253662109372,240.5095267290532,224.19135556206632,224.19135556206632,1895900.0,,,,,
2024-08-28,240.5987243652344,244.67330878998692,237.30732579481685,238.46724200119567,1226600.0,,,,,
2024-08-29,241.06468200683597,242.8888230062073,238.8737190290114,242.65088565212716,591200.0,,,,,
2024-08-30,242.90866088867188,244.09831743379164,240.3905396596531,242.1452917619044,1084200.0,,,,,
2024-09-03,242.7896881103516,245.5953037862912,241.66943561863224,242.363400685915,997800.0,,,,,
2024-09-04,242.6409912109375,244.41556013926515,234.44224949903307,237.8327775711576,980100.0,,,,,
2024-09-05,242.67071533203125,243.92977590401333,240.1129455264006,242.8491721277885,769500.0,,,,,
2024-09-06,242.75994873046875,245.2483297251451,238.87372921197985,243.3746164728861,579000.0,,,,,
2024-09-09,247.40951538085935,252.98108246688523,242.88881175389008,244.2965736638812,1352800.0,,,,,
2024-09-10,250.68109130859372,251.0478981563812,244.81210610747877,245.5060711413887,801400.0,,,,,
2024-09-11,250.74058532714844,250.8793783413823,243.1168476738,249.1345497156845,649900.0,,,,,
2024-09-12,248.54965209960935,250.38370167294383,246.9138609842893,250.3143127253693,790400.0,,,,,
2024-09-13,246.78497314453125,250.4729192673777,246.27937323943144,247.68713534242917,1343200.0,,,,,
2024-09-16,249.6004943847656,250.73067036453267,246.6164219660754,247.60780493525013,1096400.0,,,,,
2024-09-17,248.7181854248047,252.06904986071083,247.81602321512403,250.19533649376905,1035900.0,,,,,
2024-09-18,235.9788818359375,239.94441362682304,229.48532050290171,231.6168029168847,1887100.0,,,,,
2024-09-19,240.88623046875,241.38192195509532,234.928024248708,238.7448547444888,1128000.0,,,,,
2024-09-20,242.8293609619141,243.61254689693388,238.387969238279,241.09444066532015,1567000.0,,,,,
2024-09-23,244.05865478515625,245.22849456789731,241.00520851841,242.8888301297189,916000.0,,,,,
2024-09-24,245.0203094482422,247.16170042040235,242.9483225491847,247.0526476821728,744700.0,,,,,
2024-09-25,238.6754608154297,244.25695202954557,238.16986092370632,244.25695202954557,925400.0,,,,,
2024-09-26,240.4698638916016,244.4254876033644,238.6159824773778,243.7116906158688,979900.0,,,,,
2024-09-27,236.94053649902344,243.88021748435048,236.68278236539788,241.25305859082687,1131100.0,,,,,
2024-09-30,242.0164031982422,247.25090401347907,238.16984760249147,241.4116589879404,1910700.0,,,,,
2024-10-01,236.6926727294922,243.8702905336941,235.58232869711065,243.25562283522328,1334400.0,,,,,
2024-10-02,236.80172729492188,237.82285050276715,232.8659358521385,235.1560280003605,875300.0,,,,,
2024-10-03,236.3754425048828,237.07933109410072,234.58104168708329,236.2069092093921,544700.0,,,,,
2024-10-04,231.9637908935547,237.4064890279016,231.4284507277471,237.4064890279016,755300.0,,,,,
2024-10-07,230.2883453369141,234.50172299402345,228.45429590373104,232.6478416656325,651000.0,,,,,
2024-10-08,234.0258636474609,235.77070737231156,231.1409355474622,231.45818536190916,744100.0,,,,,
2024-10-09,234.99740600585935,236.13750546597888,232.09266124579003,233.96637440179708,749700.0,,,,,
2024-10-10,235.8797607421875,236.39528416146547,231.7754355391276,231.7754355391276,766000.0,,,,,
2024-10-11,238.43751525878903,240.42028122032596,236.3556200755576,236.4250090180134,504700.0,,,,,
2024-10-14,238.63580322265625,240.14269445712983,236.6332053720197,238.05087576905143,588200.0,,,,,
2024-10-15,237.1189727783203,241.8875375965927,236.67285346488256,240.2814868899916,1024700.0,,,,,
2024-10-16,236.2862243652344,240.023742570604,235.40389408622715,236.1375229637798,815900.0,,,,,
2024-10-17,237.52545166015625,240.06338974458416,235.3245801684686,237.71381685236528,839300.0,,,,,
2024-10-18,237.93191528320312,239.58752304510563,235.7310438566492,238.52675112233263,766400.0,,,,,
2024-10-21,237.9814910888672,240.35089584295665,236.34570006995355,238.982782468466,972900.0,,,,,
2024-10-22,237.91207885742188,239.0918270019372,235.5823379743544,237.00000834814784,614600.0,,,,,
2024-10-23,235.3543243408203,238.15003173547623,233.05432358650964,237.0694278676005,1019700.0,,,,,
2024-10-24,236.9901123046875,241.88754680972207,235.41381694442703,235.41381694442703,1846400.0,,,,,
2024-10-25,253.86343383789065,258.24532944058944,250.6216074250829,257.7595614869534,3516500.0,,,,,
2024-10-28,244.70306396484372,257.0953361481164,244.14789191369852,255.77681009029843,1796100.0,,,,,
2024-10-29,242.2939910888672,247.93496259158192,241.72891066386345,245.4862454528572,1486200.0,,,,,
2024-10-30,240.9259033203125,243.73151905382457,238.98278596474324,241.2034893529218,1105400.0,,,,,
2024-10-31,240.3806304931641,241.57028703441085,238.45734510661828,239.9146792860193,1165500.0,,,,,
2024-11-01,242.17503356933597,244.64358263969865,239.0422597164837,239.9146815811524,1118400.0,,,,,
2024-11-04,241.51080322265625,245.615128067409,240.74743410865847,242.88882493043477,1236200.0,,,,,
2024-11-05,243.62245178222656,244.3858057627055,239.2008771655216,241.5108012562265,1081100.0,,,,,
2024-11-06,243.51339721679688,247.84573583851716,239.8948403971726,246.59659877572017,802500.0,,,,,
2024-11-07,246.93112182617188,246.94106679568088,242.04297223230867,244.88445922923077,815800.0,,,,,
2024-11-08,250.7462615966797,253.50826447989425,246.9211779176886,247.38813665751388,930200.0,,,,,
2024-11-11,247.0801544189453,251.35232220856355,246.82182777770367,250.9151680403216,898800.0,,,,,
2024-11-12,245.60972595214844,247.6563883933413,244.59632454029088,247.19935947112683,737100.0,,,,,
2024-11-13,233.9159240722656,246.12636030466905,233.83644011862745,244.81491296967383,993700.0,,,,,
2024-11-14,229.93186950683597,235.3565317847203,229.68348783982688,233.9159211480704,1102300.0,,,,,
2024-11-15,233.220458984375,233.56818422735597,229.67356144987647,231.66061481553007,1116900.0,,,,,
2024-11-18,237.8701629638672,238.664987363452,233.38936296172952,233.38936296172952,759600.0,,,,,
2024-11-19,236.57858276367188,239.11207898573844,235.08829265186975,236.19110794100396,711300.0,,,,,
2024-11-20,239.9863739013672,240.90041663277535,235.1876381914637,237.18462137160407,490500.0,,,,,
2024-11-21,242.0231170654297,242.152265231292,239.13195064782195,240.9501063797192,454600.0,,,,,
