Date,Close,High,Low,Open,Volume,"('Close', 'RMD')","('High', 'RMD')","('Low', 'RMD')","('Open', 'RMD')","('Volume', 'RMD')"
2024-11-22,242.20193481445312,242.3112233565457,239.87708600268104,242.02310728740025,551300.0,,,,,
2024-11-25,247.9445037841797,248.1531510472448,242.02309354878997,242.94706603947472,1708100.0,,,,,
2024-11-26,248.3717498779297,249.57390871800905,245.67928579971064,248.09356360948087,676200.0,,,,,
2024-11-27,247.71600341796875,249.73286132057896,246.30519738304037,249.3553163393961,654500.0,,,,,
2024-11-29,247.4080352783203,250.72641098154364,246.13632225241415,246.86159253437276,351300.0,,,,,
2024-12-02,243.3345642089844,247.29874130815617,241.804539719488,247.29874130815617,575900.0,,,,,
2024-12-03,245.31167602539065,247.855101898807,242.75830518277223,242.75830518277223,665000.0,,,,,
2024-12-04,244.24859619140625,245.03349076084476,241.78465426155216,244.0598236959713,884000.0,,,,,
2024-12-05,237.8602294921875,243.52332861701424,237.17469364760055,241.4766660526044,642000.0,,,,,
2024-12-06,239.8472900390625,243.5432106645245,237.8602365913954,238.92330230268965,462400.0,,,,,
2024-12-09,243.1755828857422,246.15616290302455,240.6023524425584,242.64901496215677,583600.0,,,,,
2024-12-10,243.63262939453125,244.90434241414425,240.43347206581305,243.57302021548924,505900.0,,,,,
2024-12-11,244.18899536132807,244.41750226149944,240.49307476022943,243.60281823653392,514200.0,,,,,
2024-12-12,240.94015502929688,246.32506793459729,239.88701915084525,241.58595648156495,922000.0,,,,,
2024-12-13,236.9759979248047,239.93670331091792,235.41615369479624,239.71812621932415,580500.0,,,,,
2024-12-16,239.45980834960935,240.27449235656024,229.50466661774976,237.1150847422656,829500.0,,,,,
2024-12-17,241.0494384765625,243.60280932336497,239.8373347130241,240.43345678558904,739300.0,,,,,
2024-12-18,228.71978759765625,238.6252348200043,228.4515311446495,237.49261499177095,871400.0,,,,,
2024-12-19,230.08091735839844,233.9755402430297,228.52107314663797,230.17033112390948,596800.0,,,,,
2024-12-20,235.7340850830078,237.05547741729703,229.5046684099341,229.5046684099341,3057200.0,,,,,
2024-12-23,229.67356872558597,230.4981977176569,223.0566771699428,228.71979156946583,1151400.0,,,,,
2024-12-24,231.07443237304688,231.07443237304688,228.09385239342035,230.30941260013887,227600.0,,,,,
2024-12-26,232.36602783203125,233.23039120381847,229.46493170739845,229.46493170739845,390200.0,,,,,
2024-12-27,231.6705474853516,232.87272145682232,229.5940803310073,232.2269351690165,390900.0,,,,,
2024-12-30,228.01437377929688,231.01482860716607,226.6333722961409,230.6770180132897,504400.0,,,,,
2024-12-31,227.2096099853516,230.59753947000405,226.79233061527907,229.1966632676092,522800.0,,,,,
2025-01-02,227.0009765625,229.4947382862079,225.19276584859043,229.4947382862079,557900.0,,,,,
2025-01-03,230.1703338623047,230.3591063650836,225.48088652174977,227.08046515054093,639400.0,,,,,
2025-01-06,233.5681915283203,235.7142128687108,229.5046709069429,230.339229708201,793800.0,,,,,
2025-01-07,234.86968994140625,238.18808041673077,233.37939999213333,234.48221516099585,675200.0,,,,,
2025-01-08,234.6412048339844,235.6645361479765,231.00489338192685,232.52498805844004,878700.0,,,,,
2025-01-10,232.30642700195312,233.92586526106703,228.37205448554724,230.7664575403292,1043300.0,,,,,
2025-01-13,228.7694549560547,230.05111290250997,225.78887482385204,230.02130831398907,580200.0,,,,,
2025-01-14,227.3487091064453,230.6174051715854,226.20614434299685,230.30941433031245,692800.0,,,,,
2025-01-15,231.8692779541016,232.41570553903227,227.6070397035392,229.1966885688334,1147400.0,,,,,
2025-01-16,235.5949859619141,239.04252474673967,231.571199884753,233.4787692869597,797000.0,,,,,
2025-01-17,238.2278289794922,238.81400608933072,234.35308094494945,236.4494228713339,776900.0,,,,,
2025-01-21,246.18597412109372,247.6961389486617,242.30129624888423,242.9570123487366,1047900.0,,,,,
2025-01-22,245.7289581298828,247.258982562531,243.33455516786827,244.47711995771613,762900.0,,,,,
2025-01-23,247.26893615722656,247.5073728688056,243.0861819747727,245.03350102608485,643800.0,,,,,
2025-01-24,248.88836669921875,249.1367483727616,241.65549357845367,246.58339265194903,778500.0,,,,,
2025-01-27,253.0512542724609,257.02537633949515,247.6762710423136,247.84518392667488,1253800.0,,,,,
2025-01-28,248.32208251953125,251.75967664304972,248.01409164742577,250.84563383679583,921500.0,,,,,
2025-01-29,251.22315979003903,251.8590162661249,246.61319654841276,248.05380721891828,931900.0,,,,,
2025-01-30,255.98216247558597,261.34720089096584,252.45515462177957,253.6871180961177,1832900.0,,,,,
2025-01-31,234.651123046875,258.26727153880404,233.4787688460717,256.32988239270844,2599200.0,,,,,
2025-02-03,238.99285888671875,242.7086391693296,233.47878248122308,240.4334696189616,1978800.0,,,,,
2025-02-04,238.90342712402344,243.68228792882087,237.32370821440148,238.54575692033723,1401600.0,,,,,
2025-02-05,241.00970458984372,244.39763421739664,238.90343287301397,240.5427458360161,999900.0,,,,,
2025-02-06,235.6446533203125,241.8343355211288,233.5781311436193,240.4433890575684,992600.0,,,,,
2025-02-07,235.40621948242188,237.522436211448,234.1047019268288,236.2209034958405,830600.0,,,,,
2025-02-10,237.0157165527344,239.28095611487717,235.43601280861105,237.43299592891717,819300.0,,,,,
2025-02-11,235.89303588867188,237.2839823575132,234.6411977107276,235.24724960100525,581400.0,,,,,
2025-02-12,235.06842041015625,235.90297918954985,231.96860683524355,234.83989835673972,674100.0,,,,,
2025-02-13,238.4639434814453,238.5037822803648,234.7696925692859,237.88640244951245,696300.0,,,,,
2025-02-14,231.9915313720703,242.4469830163198,231.77246355066677,240.8338610533032,1025900.0,,,,,
2025-02-18,229.6016998291016,231.9716068564061,227.89894831073372,230.11949783381712,1001000.0,,,,,
2025-02-19,233.51502990722656,238.98174274231505,230.49788662062883,238.414153810158,941900.0,,,,,
2025-02-20,231.8023376464844,233.6146232448996,230.63730341638208,232.02140547033787,662300.0,,,,,
2025-02-21,230.70700073242188,232.3898329236206,229.3627223611904,231.32436536813267,518500.0,,,,,
2025-02-24,228.67564392089844,230.8364505008796,227.2118795636465,230.7069971976785,1918800.0,,,,,
2025-02-25,235.1879119873047,235.30739799758572,228.27735410378017,228.4267116166315,979500.0,,,,,
2025-02-26,233.61460876464844,235.62604266169544,231.10529624316752,235.45676575267387,565500.0,,,,,
2025-02-27,230.2987365722656,233.92329237036472,229.75106704355903,232.47944739035643,557300.0,,,,,
2025-02-28,232.52923583984372,232.65867394959136,227.1919764050077,230.48793045112677,1306900.0,,,,,
2025-03-03,232.11102294921875,235.4368485448224,230.4082713524235,233.10678020735517,722900.0,,,,,
2025-03-04,230.4978790283203,232.6785897900621,226.11655329997987,232.44956988181167,801100.0,,,,,
2025-03-05,222.88034057617188,227.17205176718065,218.82760139398627,226.7438834553396,1188000.0,,,,,
2025-03-06,224.07525634765625,225.0610615108332,218.74794889705032,222.90027006694547,1226700.0,,,,,
2025-03-07,231.4538116455078,231.87202785642455,221.96424651352788,223.4777865547363,908200.0,,,,,
2025-03-10,235.62603759765625,242.3374315865934,227.7495942818189,229.38263552710316,2006000.0,,,,,
2025-03-11,224.8320159912109,236.4325967192368,223.9258884685981,235.2974340963361,1282800.0,,,,,
2025-03-12,219.28567504882807,221.99413613551096,216.74649088080665,221.99413613551096,775600.0,,,,,
2025-03-13,218.7877960205078,221.87464974010624,216.59713299081727,220.81913423500797,1173300.0,,,,,
2025-03-14,223.20895385742188,223.6869130939033,218.26003899741207,218.95706604937476,746900.0,,,,,
2025-03-17,223.78648376464844,225.98709871878884,219.83332637385385,221.45640031537408,806500.0,,,,,
2025-03-18,219.31553649902344,223.14920802736412,218.1903259332094,222.053868963824,710600.0,,,,,
2025-03-19,221.1078948974609,223.03966634542297,219.4848057582672,220.91869859362245,801800.0,,,,,
2025-03-20,220.171875,224.6029914991824,219.60428610311365,222.9500309013596,671200.0,,,,,
2025-03-21,218.7678680419922,220.26150393922117,216.10919796821065,219.1562127675097,1171800.0,,,,,
2025-03-24,221.96424865722656,223.15915429910743,219.41511256946745,220.5701794133242,753700.0,,,,,
2025-03-25,220.3511199951172,226.0369007025773,218.6284641692069,222.36255393852264,1060200.0,,,,,
2025-03-26,220.93862915039065,223.10937271784,219.80346646408083,220.55028442070704,492200.0,,,,,
2025-03-27,221.67547607421875,223.76657239515137,220.35111709683477,222.67123333293904,484700.0,,,,,
2025-03-28,219.00686645507807,222.19328682663848,218.76787922944203,220.7992326622217,542400.0,,,,,
2025-03-31,222.9002685546875,224.29432263997973,214.1376016347152,218.1803736761125,1086600.0,,,,,
2025-04-01,221.3568420410156,222.15345088820064,218.52889506785635,221.9144636758301,766900.0,,,,,
2025-04-02,222.05386352539065,222.611485146245,218.16044908785784,218.80770040738847,625900.0,,,,,
2025-04-03,212.44482421875,217.6028396955662,210.8217349715119,216.07933225509805,1511700.0,,,,,
2025-04-04,204.2995147705078,210.6524509377089,203.64231133375253,208.7704703281278,2065600.0,,,,,
2025-04-07,212.09629821777344,217.941388522524,199.0717913208326,200.0177576872192,2203300.0,,,,,
2025-04-08,203.6721954345703,215.6810414701194,200.9836537108701,214.6653647499479,1527800.0,,,,,
2025-04-09,215.52169799804688,217.21448225578052,201.04337931776496,203.124523482758,1771900.0,,,,,
2025-04-10,209.6566925048828,213.79904632091032,206.0918797184596,213.2414094966356,1044500.0,,,,,
2025-04-11,213.08209228515625,213.09204438746613,205.86285246361825,211.2598547551925,2305900.0,,,,,
2025-04-14,213.6197967529297,214.41640557356388,209.3480049332788,213.151789640584,1745100.0,,,,,
2025-04-15,213.0621795654297,216.45771542760747,211.15032747259744,214.95411225896845,1769500.0,,,,,
2025-04-16,210.59271240234372,213.89861866766697,209.646730832068,210.87152322493543,938300.0,,,,,
2025-04-17,212.0066680908203,213.41068938271823,201.14295344388808,208.11325381075548,1109600.0,,,,,
2025-04-21,209.97532653808597,213.23145700135717,208.42194765844823,210.7221444759156,941700.0,,,,,
2025-04-22,213.1717071533203,214.1674643717902,210.20435489661384,211.56853742382185,1365800.0,,,,,
2025-04-23,213.5301818847656,220.5900969675673,209.44757118226127,213.3808091844987,1691700.0,,,,,
2025-04-24,235.09829711914065,238.64319056317865,226.435196729842,232.20063982186625,2257900.0,,,,,
2025-04-25,234.8792266845703,237.92624146047828,229.5319998815858,237.5478488406557,1194900.0,,,,,
2025-04-28,233.1466064453125,235.815243828162,229.93031471954305,234.9987155741248,1117900.0,,,,,
2025-04-29,236.73133850097656,236.95040631558717,232.62880822249176,234.02287751492744,718100.0,,,,,
2025-04-30,235.5861968994141,236.39275781610803,232.54913434132925,236.11394701019037,1321000.0,,,,,
2025-05-01,235.48663330078125,237.7967821784612,232.8777390205971,235.5861999075664,732200.0,,,,,
2025-05-02,238.93194580078125,239.97749393765983,237.20929003639253,238.981736701404,608800.0,,,,,
2025-05-05,239.63894653320312,240.72431830317905,237.6773035097897,239.86796644933332,766000.0,,,,,
2025-05-06,240.9234619140625,241.4412599347758,235.99446659983784,237.0001759454476,898600.0,,,,,
2025-05-07,243.66180419921875,244.27918404685576,240.5152075372312,241.22220189379848,750100.0,,,,,
2025-05-08,242.58404541015625,246.8351886821964,242.2647193543724,245.2285390172343,737800.0,,,,,
2025-05-09,244.5299835205078,244.8992237817672,241.9853031006711,243.35244680213967,693800.0,,,,,
2025-05-12,247.14454650878903,249.4696988845692,246.1166914758818,247.3640898388305,894300.0,,,,,
2025-05-13,247.13455200195312,248.33206658499608,245.44808224399412,247.58362758410945,2145900.0,,,,,
2025-05-14,246.47593688964844,248.88090930306865,245.9270785777362,247.51376560278487,1074900.0,,,,,
2025-05-15,248.0626220703125,249.44972839717892,245.6875707893496,249.0805033660152,1442200.0,,,,,
2025-05-16,251.1661529541016,251.41563262206392,247.19444090370948,248.7212552534766,839600.0,,,,,
2025-05-19,252.82269287109372,252.90251296229775,247.57363109317453,248.41187909408677,658700.0,,,,,
2025-05-20,247.62353515625,250.9665687509465,242.6938145500181,242.9632568512131,1432300.0,,,,,
2025-05-21,245.26844787597656,248.4817471903353,243.88134154291092,246.4859098635053,847100.0,,,,,
2025-05-22,244.97906494140625,246.55577830046911,243.36242630756516,244.0809289832655,644400.0,,,,,
2025-05-23,242.3345642089844,244.98903150420972,241.7158595112365,242.03518556499884,558100.0,,,,,
2025-05-27,245.70753479003903,246.96490682557135,243.49215413669845,245.8372690890731,1056200.0,,,,,
2025-05-28,244.2505645751953,246.4859078446673,244.1008828677212,245.298382208605,656900.0,,,,,
2025-05-29,244.6098175048828,245.7274967604663,243.13290214900476,244.639753846574,562800.0,,,,,
2025-05-30,244.28050231933597,245.2784209803075,241.63602395857345,243.99111260754756,1060300.0,,,,,
2025-06-02,243.5220947265625,243.91128240342331,239.44061097206765,243.2726150560868,640600.0,,,,,
2025-06-03,246.5358123779297,246.835191026654,241.48634630495457,243.2127413538542,833200.0,,,,,
2025-06-04,249.4197998046875,250.03850451981225,246.44600637217815,246.80525770964465,703700.0,,,,,
2025-06-05,249.1703186035156,251.2859013405996,248.12250094008093,250.3279079312536,643300.0,,,,,
2025-06-06,251.67507934570312,251.95449534827628,249.13038375431245,250.11832869507265,458600.0,,,,,
2025-06-09,250.45762634277344,251.89463168001924,248.05265389363657,251.475507661161,976800.0,,,,,
2025-06-10,252.13414001464844,254.2197864234585,251.58528168942715,252.9224890803075,861900.0,,,,,
2025-06-11,250.8368377685547,254.4492984851685,250.2480694071123,252.15408249630764,620300.0,,,,,
2025-06-12,251.68507385253903,251.68507385253903,249.739120269116,250.15824428225972,573000.0,,,,,
2025-06-13,248.82102966308597,251.4156242139352,247.68340302430465,250.11832693851056,427400.0,,,,,
2025-06-16,251.1561584472656,253.50127336487031,249.0904747604444,250.1981650706915,645900.0,,,,,
2025-06-17,249.5694732666016,252.3037758684244,248.2023295792053,249.89878825064457,668500.0,,,,,
2025-06-18,250.3578338623047,253.2018928567488,249.08049921827495,249.7291402449824,635900.0,,,,,
2025-06-20,253.1519927978516,253.5312067529696,251.33578879461092,251.39566147657064,964300.0,,,,,
2025-06-23,253.99026489257807,254.9382845864364,250.31791625821407,253.04224519871988,591300.0,,,,,
2025-06-24,255.3773651123047,256.28547473735426,251.82477715829765,254.62892612557744,993900.0,,,,,
2025-06-25,257.3731994628906,259.688378010962,255.19772891499392,256.23555759814417,945200.0,,,,,
2025-06-26,255.67672729492188,258.97983557079027,255.14783163167573,257.37320117163006,1120100.0,,,,,
2025-06-27,254.62893676757807,255.8364098561598,250.35784598964392,255.3873494907614,1498400.0,,,,,
2025-06-30,257.4630126953125,257.702503426939,254.7786090801102,255.4372390461436,958200.0,,,,,
2025-07-01,255.7266540527344,257.7025135745782,254.29962240346927,256.4551152081367,905400.0,,,,,
2025-07-02,255.3474273681641,257.0139344485141,254.0102048133483,254.95823970628524,579300.0,,,,,
2025-07-03,256.4251708984375,257.09378980186347,253.41146750221213,255.3474321431043,391900.0,,,,,
2025-07-07,255.87632751464844,257.84222849492824,254.8484725120084,257.4630145311087,858300.0,,,,,
2025-07-08,256.0559387207031,258.9498966693629,254.81852935946955,255.5569794035528,535200.0,,,,,
2025-07-09,255.4472198486328,256.25554677142264,250.87675045972853,256.25554677142264,792500.0,,,,,
2025-07-10,257.5328674316406,260.53658179076564,255.06800720428316,255.61685026762171,637800.0,,,,,
2025-07-11,253.87049865722656,257.0039778384965,252.1141673136565,256.52496592267994,517800.0,,,,,
2025-07-14,253.58111572265625,255.08796744379603,251.79484799000755,252.2938073287065,925000.0,,,,,
2025-07-15,251.4854736328125,258.3112487748308,250.82685889602013,258.3112487748308,1019800.0,,,,,
2025-07-16,253.7208251953125,253.92040588653987,249.65928884584645,253.2418284909608,829600.0,,,,,
2025-07-17,255.8863220214844,256.16573803448205,252.56323575377016,253.7208250802065,802100.0,,,,,
