Date,Close,High,Low,Open,Volume,"('Close', 'VFC')","('High', 'VFC')","('Low', 'VFC')","('Open', 'VFC')","('Volume', 'VFC')"
2024-06-03,13.353911399841309,13.576314978096466,12.899433359790772,12.93811228306029,12590000.0,,,,,
2024-06-04,12.68669891357422,13.39259042113223,12.677028952141496,13.25721372760895,7174000.0,,,,,
2024-06-05,13.025139808654783,13.034808847628891,12.72537746817936,12.822075235346466,6116000.0,,,,,
2024-06-06,13.121837615966797,13.150847501551391,12.928442989627754,13.054149727292712,7869200.0,,,,,
2024-06-07,13.131507873535156,13.141177835614446,12.909104278781555,12.909104278781555,9836800.0,,,,,
2024-06-10,12.81027603149414,13.01469536937248,12.790808009393212,13.01469536937248,7642800.0,,,,,
2024-06-11,13.180177688598633,13.511142418132188,13.14124071620237,13.258051633391158,8188100.0,,,,,
2024-06-12,13.433269500732422,13.773967803174076,13.316458574609792,13.491674499628378,6365400.0,,,,,
2024-06-13,13.35539436340332,13.520876726123856,13.209380022474864,13.365127910134042,4437100.0,,,,,
2024-06-14,13.277521133422852,13.462471527879089,13.160710211398278,13.248317706668692,6944400.0,,,,,
2024-06-17,13.443004608154297,13.511144086177389,12.76160611460032,13.189913792167436,6826900.0,,,,,
2024-06-18,13.306723594665527,13.608484910303176,13.102304249611027,13.40406649357936,7916700.0,,,,,
2024-06-20,13.540345191955566,13.59875111590843,13.277520854994352,13.277520854994352,5881200.0,,,,,
2024-06-21,13.929717063903809,14.046527993639868,13.53061189355883,13.550080846013548,11643700.0,,,,,
2024-06-24,14.319086074829102,14.591644896511385,13.77396750313384,13.89077935504266,8839300.0,,,,,
2024-06-25,13.754499435424805,14.36775747846892,13.686359962307913,14.221743128221828,7755400.0,,,,,
2024-06-26,13.696093559265137,13.76423396095952,13.559814612537773,13.66689106044223,4773100.0,,,,,
2024-06-27,13.433269500732422,13.579282926303028,13.248318171456887,13.38459804943198,4874500.0,,,,,
2024-06-28,13.141241073608398,13.49167383470558,12.975758704340947,13.141241073608398,8068500.0,,,,,
2024-07-01,12.498781204223633,13.520877971546728,12.44037527680629,13.287255190208077,8256700.0,,,,,
2024-07-02,12.489046096801758,12.654528466398032,12.40143767427071,12.49878057226758,7035800.0,,,,,
2024-07-03,12.654528617858888,12.888150461850763,12.498780721864303,12.537717695862948,3004000.0,,,,,
2024-07-05,12.605857849121094,12.878416681832537,12.469578896930742,12.635060349114635,5758100.0,,,,,
2024-07-08,13.092570304870604,13.131507280348638,12.722668573663931,12.781074501046342,5552200.0,,,,,
2024-07-09,12.63506031036377,13.063367974498895,12.430641882705178,13.02443099851668,4818600.0,,,,,
2024-07-10,12.401437759399414,12.761604999131094,12.343032762864915,12.732402500863843,5745500.0,,,,,
2024-07-11,13.063366889953612,13.092569387433146,12.664262687187582,12.732402157416711,7026000.0,,,,,
2024-07-12,13.384597778320312,13.481940678949467,13.13150697934907,13.306723829149268,6286900.0,,,,,
2024-07-15,12.975759506225586,13.287255313117551,12.975759506225586,13.150976361767682,5853800.0,,,,,
2024-07-16,13.842108726501465,13.881045703338891,12.917354830364491,13.043899308838066,7351400.0,,,,,
2024-07-17,15.720817565917969,15.97390835612817,14.377491525052962,14.727924284192008,32408400.0,,,,,
2024-07-18,15.604008674621582,16.441153194085057,15.47746234226427,16.080986862492793,10838700.0,,,,,
2024-07-19,15.944705963134766,16.05178334272475,15.311979874940636,15.69161701318628,7727500.0,,,,,
2024-07-22,15.84736442565918,16.003112323880675,15.370385326942472,15.905769423326891,5155700.0,,,,,
2024-07-23,15.837629318237305,15.92523773957522,15.555335103557066,15.711082995566397,5137400.0,,,,,
2024-07-24,15.545601844787598,16.11992197513788,15.360650523349314,15.788957234316262,6323500.0,,,,,
2024-07-25,15.6429443359375,15.9836435636202,15.516398935036232,15.574804861733243,4015200.0,,,,,
2024-07-26,15.954439163208008,15.973908113696702,15.58453838722934,15.779222322132366,4213300.0,,,,,
2024-07-29,15.905770301818848,16.06151820864246,15.61374344068995,15.954440826453164,4906900.0,,,,,
2024-07-30,16.13939094543457,16.275669889466876,15.857098581844602,15.857098581844602,3970400.0,,,,,
2024-07-31,16.509292602539062,16.859726313283062,15.973909417045917,16.100455748886343,5619400.0,,,,,
2024-08-01,16.10045623779297,16.62610496320936,15.8084275177514,16.62610496320936,7141300.0,,,,,
2024-08-02,15.63321018218994,15.681882562382508,14.68898828639171,15.642944658228457,11212400.0,,,,,
2024-08-05,15.6429443359375,15.681882239289315,14.309351781051276,14.47483415697365,14405900.0,,,,,
2024-08-06,16.00311279296875,16.577433880743218,15.360651301477002,15.48719670457398,12549400.0,,,,,
2024-08-07,17.132286071777344,18.358802202676763,16.97653816848803,17.52165583000062,17423900.0,,,,,
2024-08-08,17.317237854003906,17.482718380978003,16.79158727422204,17.132286517784934,8760700.0,,,,,
2024-08-09,16.937599182128906,17.502185759644494,16.76238233795832,17.472984190056955,6614100.0,,,,,
2024-08-12,16.149126052856445,17.151754791263798,16.080986578174073,16.93760003464899,7252500.0,,,,,
2024-08-13,17.326969146728516,17.356172573367157,16.314607826520025,16.314607826520025,8299400.0,,,,,
2024-08-14,16.382747650146484,17.395110848734895,16.373013174391435,17.32696951844954,6690900.0,,,,,
2024-08-15,16.90839958190918,17.268565930954868,16.742917193880697,16.869461675708806,5296800.0,,,,,
2024-08-16,16.431419372558594,16.91813205589656,16.13939250522043,16.859727053761233,6005900.0,,,,,
2024-08-19,16.528762817382812,16.94733603571381,16.450888859785994,16.4800922901329,5119500.0,,,,,
2024-08-20,16.26593589782715,16.48009065243309,15.993378001654376,16.26593589782715,5041800.0,,,,,
2024-08-21,16.57743263244629,16.74291499877899,16.16859395425146,16.46062078582149,3567700.0,,,,,
2024-08-22,16.15886116027832,16.67477540684275,16.090721682932944,16.5190274995786,3058100.0,,,,,
2024-08-23,16.6261043548584,16.918131207553156,16.188062219154816,16.188062219154816,3323400.0,,,,,
