Date,Close,High,Low,Open,Volume,"('Close', 'PTEN')","('High', 'PTEN')","('Low', 'PTEN')","('Open', 'PTEN')","('Volume', 'PTEN')"
2024-06-03,9.829368591308594,10.4248016263611,9.706502272596529,10.4248016263611,6353300.0,,,,,
2024-06-04,9.621439933776855,9.734855617112324,9.451315958099787,9.70650192161539,7611600.0,,,,,
2024-06-05,9.782113075256348,9.923882464205889,9.60253755448262,9.649794317915063,9257200.0,,,,,
2024-06-06,9.782113075256348,9.810466772776698,9.60253755448262,9.763210009344254,4896600.0,,,,,
2024-06-07,9.659245491027832,9.829368571159993,9.630890893216003,9.659245491027832,5957400.0,,,,,
2024-06-10,9.848271369934082,9.971138586418018,9.602536936966208,9.725404153450144,8348400.0,,,,,
2024-06-11,9.83881950378418,9.914429957309409,9.602536611180918,9.715952291468758,5221100.0,,,,,
2024-06-12,9.867173194885254,10.131810683473793,9.829367968136562,10.065650860652804,4164400.0,,,,,
2024-06-13,9.54582977294922,9.85772313708846,9.441864717337634,9.79156331042261,5754100.0,,,,,
2024-06-14,9.290643692016602,9.498572899440498,9.24338693105466,9.489121366978562,7913000.0,,,,,
2024-06-17,9.366253852844238,9.432412775290285,9.148874021179966,9.262289703093636,7111300.0,,,,,
2024-06-18,9.318997383117676,9.5080244268653,9.30009521955156,9.366254144054585,9065600.0,,,,,
2024-06-20,9.460768699645996,9.58363593096777,9.30009623571351,9.318998401344944,7023000.0,,,,,
2024-06-21,9.54582977294922,9.555280404174836,9.347352095647176,9.48912147885674,28060600.0,,,,,
2024-06-24,9.791563034057615,9.85772285885612,9.48912121102811,9.621439959277383,5955200.0,,,,,
2024-06-25,9.744307518005373,9.801014911144392,9.668696158240406,9.70650228879677,4210100.0,,,,,
2024-06-26,9.536378860473633,9.725405017493625,9.451316864477684,9.706502852465531,6276500.0,,,,,
2024-06-27,9.602537155151367,9.668696080396826,9.470219304660448,9.62144022027736,4467500.0,,,,,
2024-06-28,9.791563034057615,9.85772285885612,9.668695818114946,9.744307175220056,16327600.0,,,,,
2024-07-01,9.536378860473633,9.895529009485523,9.52692732728568,9.838820711705615,5137500.0,,,,,
2024-07-02,9.508024215698242,9.810466036821014,9.45131592356386,9.62143989861928,6422700.0,,,,,
2024-07-03,9.57418441772461,9.678148582286958,9.460768719652634,9.555281350705355,3902600.0,,,,,
2024-07-05,9.366253852844238,9.545829358551671,9.328448625539682,9.479669534757909,5184000.0,,,,,
2024-07-08,9.20558261871338,9.451317079093284,9.177228919853492,9.38515814797094,6422200.0,,,,,
2024-07-09,9.243388175964355,9.290644943290893,8.988203074557651,9.167777708781044,9130100.0,,,,,
