Date,Close,High,Low,Open,Volume,"('Close', 'ARMN')","('High', 'ARMN')","('Low', 'ARMN')","('Open', 'ARMN')","('Volume', 'ARMN')"
2024-06-03,4.489999771118164,4.590000152587891,4.420000076293945,4.579999923706055,281800.0,,,,,
2024-06-04,4.210000038146973,4.409999847412109,4.159999847412109,4.409999847412109,274000.0,,,,,
2024-06-05,4.199999809265137,4.260000228881836,4.139999866485596,4.230000019073486,270400.0,,,,,
2024-06-06,4.300000190734863,4.349999904632568,4.199999809265137,4.21999979019165,275400.0,,,,,
2024-06-07,4.079999923706055,4.25,4.019999980926514,4.25,415100.0,,,,,
2024-06-10,4.110000133514404,4.139999866485596,4.050000190734863,4.099999904632568,166000.0,,,,,
2024-06-11,4.03000020980835,4.139999866485596,4.010000228881836,4.090000152587891,236400.0,,,,,
2024-06-12,4.010000228881836,4.199999809265137,4.010000228881836,4.119999885559082,242100.0,,,,,
2024-06-13,3.839999914169312,4.039999961853027,3.839999914169312,4.0,340800.0,,,,,
2024-06-14,3.829999923706055,3.9600000381469727,3.829999923706055,3.839999914169312,326600.0,,,,,
2024-06-17,3.839999914169312,3.865000009536743,3.759999990463257,3.809999942779541,358600.0,,,,,
2024-06-18,3.950000047683716,3.9600000381469727,3.839999914169312,3.839999914169312,160800.0,,,,,
2024-06-20,4.130000114440918,4.170000076293945,3.930000066757202,3.950000047683716,262800.0,,,,,
2024-06-21,3.9600000381469727,4.119999885559082,3.940000057220459,4.119999885559082,128100.0,,,,,
2024-06-24,3.900000095367432,4.010000228881836,3.884999990463257,4.010000228881836,157800.0,,,,,
2024-06-25,3.849999904632568,3.930000066757202,3.8450000286102295,3.880000114440918,174100.0,,,,,
2024-06-26,3.7799999713897705,3.859999895095825,3.740000009536743,3.799999952316284,186900.0,,,,,
2024-06-27,3.7699999809265137,3.859999895095825,3.7699999809265137,3.819999933242798,360100.0,,,,,
2024-06-28,3.759999990463257,3.890000104904175,3.75,3.839999914169312,260400.0,,,,,
2024-07-01,3.799999952316284,3.890000104904175,3.700000047683716,3.809999942779541,233500.0,,,,,
2024-07-02,3.910000085830689,3.930000066757202,3.750999927520752,3.7699999809265137,131100.0,,,,,
2024-07-03,4.119999885559082,4.184999942779541,3.9800000190734863,3.9800000190734863,192000.0,,,,,
2024-07-05,4.260000228881836,4.320000171661377,4.159999847412109,4.159999847412109,213100.0,,,,,
2024-07-08,4.199999809265137,4.269999980926514,4.151000022888184,4.25,134800.0,,,,,
2024-07-09,4.210000038146973,4.255000114440918,4.114999771118164,4.21999979019165,400400.0,,,,,
