Date,Close,High,Low,Open,Volume,"('Close', 'ACB')","('High', 'ACB')","('Low', 'ACB')","('Open', 'ACB')","('Volume', 'ACB')"
2024-06-03,6.010000228881836,6.340000152587891,5.929999828338623,6.300000190734863,1707300.0,,,,,
2024-06-04,5.889999866485596,6.03000020980835,5.820000171661377,6.0,1047900.0,,,,,
2024-06-05,6.090000152587891,6.139999866485596,5.873000144958496,5.949999809265137,1063300.0,,,,,
2024-06-06,6.010000228881836,6.050000190734863,5.849999904632568,6.050000190734863,923500.0,,,,,
2024-06-07,5.679999828338623,6.039999961853027,5.679999828338623,5.949999809265137,1265000.0,,,,,
2024-06-10,5.889999866485596,5.914999961853027,5.539999961853027,5.610000133514404,1165000.0,,,,,
2024-06-11,5.900000095367432,5.900000095367432,5.730000019073486,5.849999904632568,787200.0,,,,,
2024-06-12,6.050000190734863,6.170000076293945,5.929999828338623,5.949999809265137,1346400.0,,,,,
2024-06-13,5.900000095367432,6.079999923706055,5.855000019073486,6.070000171661377,634100.0,,,,,
2024-06-14,5.739999771118164,5.881999969482422,5.704999923706055,5.820000171661377,794500.0,,,,,
2024-06-17,5.760000228881836,5.820000171661377,5.619999885559082,5.619999885559082,594700.0,,,,,
2024-06-18,5.71999979019165,5.784999847412109,5.65500020980835,5.710000038146973,686800.0,,,,,
2024-06-20,5.519999980926514,5.820000171661377,5.211999893188477,5.769999980926514,2064000.0,,,,,
2024-06-21,5.090000152587891,5.5,5.079999923706055,5.449999809265137,1917700.0,,,,,
2024-06-24,5.090000152587891,5.260000228881836,4.989999771118164,5.070000171661377,1416000.0,,,,,
2024-06-25,4.710000038146973,5.090000152587891,4.690000057220459,5.090000152587891,1346500.0,,,,,
2024-06-26,4.739999771118164,4.889999866485596,4.699999809265137,4.75,1256300.0,,,,,
2024-06-27,4.730000019073486,4.889999866485596,4.619999885559082,4.639999866485596,1099800.0,,,,,
2024-06-28,4.619999885559082,4.760000228881836,4.570000171661377,4.739999771118164,774200.0,,,,,
2024-07-01,4.639999866485596,4.739999771118164,4.614999771118164,4.650000095367432,477800.0,,,,,
2024-07-02,4.519999980926514,4.650000095367432,4.460000038146973,4.639999866485596,870900.0,,,,,
2024-07-03,4.900000095367432,4.999000072479248,4.5,4.5,1130100.0,,,,,
2024-07-05,4.820000171661377,4.900000095367432,4.789999961853027,4.900000095367432,480800.0,,,,,
2024-07-08,4.949999809265137,5.019999980926514,4.760000228881836,4.829999923706055,1044700.0,,,,,
2024-07-09,5.349999904632568,5.380000114440918,4.900000095367432,4.929999828338623,1779900.0,,,,,
2024-07-10,5.690000057220459,5.804999828338623,5.308000087738037,5.420000076293945,2016000.0,,,,,
2024-07-11,6.119999885559082,6.170000076293945,5.630000114440918,5.639999866485596,1824800.0,,,,,
2024-07-12,6.010000228881836,6.239999771118164,5.929999828338623,6.210000038146973,1662800.0,,,,,
2024-07-15,6.090000152587891,6.340000152587891,5.699999809265137,5.849999904632568,2015900.0,,,,,
2024-07-16,6.210000038146973,6.239999771118164,5.989999771118164,6.130000114440918,1736300.0,,,,,
2024-07-17,5.940000057220459,6.539000034332275,5.869999885559082,6.150000095367432,2653400.0,,,,,
2024-07-18,5.75,6.199999809265137,5.679999828338623,6.010000228881836,1847300.0,,,,,
2024-07-19,5.75,5.824999809265137,5.590000152587891,5.820000171661377,708100.0,,,,,
2024-07-22,6.25,6.260000228881836,5.752999782562256,5.889999866485596,2711600.0,,,,,
2024-07-23,6.130000114440918,6.300000190734863,6.070000171661377,6.142000198364258,1840100.0,,,,,
2024-07-24,5.760000228881836,6.090000152587891,5.690000057220459,6.079999923706055,1189500.0,,,,,
2024-07-25,5.789999961853027,5.989999771118164,5.75,5.840000152587891,844700.0,,,,,
2024-07-26,5.900000095367432,5.96999979019165,5.809999942779541,5.840000152587891,665400.0,,,,,
2024-07-29,5.989999771118164,6.25,5.889999866485596,5.900000095367432,1617000.0,,,,,
2024-07-30,5.869999885559082,6.21999979019165,5.750999927520752,6.079999923706055,2888700.0,,,,,
2024-07-31,6.150000095367432,6.289999961853027,5.809999942779541,5.889999866485596,2032300.0,,,,,
2024-08-01,6.050000190734863,6.289999961853027,5.980000019073486,6.230000019073486,1736200.0,,,,,
2024-08-02,5.900000095367432,5.96999979019165,5.78000020980835,5.869999885559082,1139000.0,,,,,
2024-08-05,5.539999961853027,5.650000095367432,5.099999904632568,5.230000019073486,1152500.0,,,,,
2024-08-06,5.880000114440918,5.960000038146973,5.690000057220459,5.809999942779541,1057700.0,,,,,
2024-08-07,6.25,6.808000087738037,5.949999809265137,6.230000019073486,4917000.0,,,,,
2024-08-08,7.050000190734863,7.110000133514404,6.25,6.349999904632568,2922100.0,,,,,
2024-08-09,6.460000038146973,6.900000095367432,6.329999923706055,6.900000095367432,2144000.0,,,,,
2024-08-12,6.440000057220459,6.699999809265137,6.340000152587891,6.5,1369700.0,,,,,
2024-08-13,6.690000057220459,6.769999980926514,6.420000076293945,6.449999809265137,1623700.0,,,,,
2024-08-14,6.869999885559082,6.989999771118164,6.630000114440918,6.730000019073486,1962000.0,,,,,
2024-08-15,6.96999979019165,7.199999809265137,6.889999866485596,6.949999809265137,2277500.0,,,,,
2024-08-16,6.980000019073486,7.034999847412109,6.769999980926514,6.989999771118164,1547500.0,,,,,
2024-08-19,6.800000190734863,7.050000190734863,6.730000019073486,6.96999979019165,1267700.0,,,,,
2024-08-20,6.340000152587891,6.800000190734863,6.320000171661377,6.800000190734863,1447500.0,,,,,
