Date,Close,High,Low,Open,Volume,"('Close', 'DEFT')","('High', 'DEFT')","('Low', 'DEFT')","('Open', 'DEFT')","('Volume', 'DEFT')"
2024-08-15,1.7000000476837158,1.7999999523162842,1.559999942779541,1.559999942779541,1782400.0,,,,,
2024-08-16,1.7899999618530271,1.830000042915344,1.7000000476837158,1.7200000286102295,1022900.0,,,,,
2024-08-19,1.830000042915344,1.8600000143051147,1.7400000095367432,1.7699999809265137,686000.0,,,,,
2024-08-20,1.7400000095367432,1.9900000095367432,1.7000000476837158,1.9900000095367432,678100.0,,,,,
2024-08-21,1.8799999952316284,1.899999976158142,1.7309999465942385,1.75,469300.0,,,,,
2024-08-22,1.9299999475479128,1.940000057220459,1.870000004768372,1.899999976158142,516300.0,,,,,
2024-08-23,2.0799999237060547,2.0999999046325684,1.9299999475479128,1.940000057220459,1169900.0,,,,,
2024-08-26,2.200000047683716,2.299999952316284,2.049999952316284,2.1700000762939453,1250000.0,,,,,
2024-08-27,2.240000009536743,2.289999961853028,2.0,2.200000047683716,2084000.0,,,,,
2024-08-28,2.130000114440918,2.299999952316284,2.0799999237060547,2.299999952316284,902700.0,,,,,
2024-08-29,2.2100000381469727,2.259999990463257,2.130000114440918,2.130000114440918,1304500.0,,,,,
2024-08-30,2.2100000381469727,2.299999952316284,2.180000066757202,2.289999961853028,730900.0,,,,,
2024-09-03,2.0299999713897705,2.2699999809265137,1.9900000095367432,2.2699999809265137,1736900.0,,,,,
2024-09-04,1.9700000286102293,2.0299999713897705,1.809999942779541,2.0199999809265137,1018500.0,,,,,
2024-09-05,1.8839999437332156,2.0299999713897705,1.8799999952316284,2.0,769800.0,,,,,
2024-09-06,1.7300000190734863,1.9600000381469729,1.6799999475479126,1.8799999952316284,1406700.0,,,,,
2024-09-09,2.0799999237060547,2.086999893188477,1.7899999618530271,1.919999957084656,1572000.0,,,,,
2024-09-10,2.049999952316284,2.0999999046325684,2.0199999809265137,2.0799999237060547,1050200.0,,,,,
2024-09-11,1.9800000190734863,2.059999942779541,1.950000047683716,2.059999942779541,654400.0,,,,,
2024-09-12,2.015000104904175,2.0299999713897705,1.9600000381469729,2.0299999713897705,516100.0,,,,,
2024-09-13,2.0,2.130000114440918,1.9259999990463257,2.130000114440918,841500.0,,,,,
2024-09-16,1.9900000095367432,2.059999942779541,1.8899999856948853,2.009999990463257,640800.0,,,,,
2024-09-17,2.0899999141693115,2.1600000858306885,1.9900000095367432,1.9900000095367432,775100.0,,,,,
2024-09-18,2.0450000762939453,2.130000114440918,2.039999961853028,2.0899999141693115,555300.0,,,,,
2024-09-19,2.130000114440918,2.180000066757202,2.0989999771118164,2.119999885559082,922300.0,,,,,
2024-09-20,2.132999897003174,2.1700000762939453,2.0789999961853027,2.109999895095825,706900.0,,,,,
2024-09-23,2.109999895095825,2.150000095367432,2.039999961853028,2.049999952316284,653600.0,,,,,
2024-09-24,2.1760001182556152,2.190000057220459,2.009999990463257,2.109999895095825,1485700.0,,,,,
2024-09-25,2.1470000743865967,2.2100000381469727,2.119999885559082,2.150000095367432,939600.0,,,,,
2024-09-26,2.0999999046325684,2.200000047683716,2.08899998664856,2.200000047683716,870800.0,,,,,
2024-09-27,2.109999895095825,2.194999933242798,2.059999942779541,2.0799999237060547,908200.0,,,,,
2024-09-30,2.086999893188477,2.150000095367432,2.049999952316284,2.109999895095825,721600.0,,,,,
2024-10-01,1.972000002861023,2.0899999141693115,1.950000047683716,2.0799999237060547,960500.0,,,,,
2024-10-02,1.9149999618530276,2.0,1.899999976158142,2.0,709000.0,,,,,
2024-10-03,1.919999957084656,1.9359999895095823,1.8799999952316284,1.919999957084656,414000.0,,,,,
2024-10-04,2.0299999713897705,2.059999942779541,1.924999952316284,1.9299999475479128,356700.0,,,,,
2024-10-07,2.0999999046325684,2.130000114440918,2.039999961853028,2.039999961853028,588200.0,,,,,
2024-10-08,1.9800000190734863,2.140000104904175,1.9800000190734863,2.140000104904175,478000.0,,,,,
2024-10-09,1.9800000190734863,2.0899999141693115,1.9600000381469729,1.9600000381469729,297300.0,,,,,
2024-10-10,1.9270000457763672,2.0,1.8600000143051147,1.9800000190734863,575700.0,,,,,
2024-10-11,2.066999912261963,2.066999912261963,1.899999976158142,1.919999957084656,436000.0,,,,,
2024-10-14,2.086999893188477,2.25,2.0299999713897705,2.0999999046325684,1016100.0,,,,,
2024-10-15,2.006999969482422,2.0999999046325684,1.950000047683716,2.0999999046325684,869400.0,,,,,
2024-10-16,2.052000045776367,2.0840001106262207,2.0,2.0,634900.0,,,,,
2024-10-17,1.9900000095367432,2.059999942779541,1.9900000095367432,2.059999942779541,569300.0,,,,,
2024-10-18,1.9800000190734863,2.039999961853028,1.9700000286102293,1.9900000095367432,582900.0,,,,,
2024-10-21,1.9170000553131104,2.0,1.8630000352859497,1.9700000286102293,520300.0,,,,,
2024-10-22,1.8200000524520876,1.932000041007996,1.75,1.909999966621399,1047800.0,,,,,
2024-10-23,1.7799999713897705,1.850000023841858,1.75,1.7999999523162842,470200.0,,,,,
2024-10-24,1.9140000343322756,2.0,1.7799999713897705,1.7799999713897705,627500.0,,,,,
2024-10-25,1.7799999713897705,2.0,1.7799999713897705,1.8899999856948853,496700.0,,,,,
2024-10-28,1.7899999618530271,1.840000033378601,1.7599999904632568,1.8200000524520876,655000.0,,,,,
2024-10-29,1.899999976158142,1.9570000171661377,1.7699999809265137,1.7699999809265137,685100.0,,,,,
