Date,Close,High,Low,Open,Volume,"('Close', 'BGS')","('High', 'BGS')","('Low', 'BGS')","('Open', 'BGS')","('Volume', 'BGS')"
2024-06-03,7.946574211120605,8.054296373834038,7.9051424885009185,7.938287708547792,683000.0,,,,,
2024-06-04,7.930001735687256,7.946574741939935,7.863711291165407,7.913429519679011,500900.0,,,,,
2024-06-05,7.863709926605225,7.954859864689185,7.813992496963334,7.938286861312357,530000.0,,,,,
2024-06-06,7.847138404846191,7.871997121857318,7.747702746557318,7.805706682998069,589800.0,,,,,
2024-06-07,7.747703075408935,7.863710953214399,7.714557854572461,7.772561793475193,969200.0,,,,,
2024-06-10,7.69798469543457,7.706271198039449,7.5819760296994225,7.69798469543457,664100.0,,,,,
2024-06-11,7.838853359222412,7.855425576894869,7.689699448947732,7.697985952906218,919500.0,,,,,
2024-06-12,7.722842693328857,8.021150437350723,7.689697476242462,8.012863935518046,723700.0,,,,,
2024-06-13,7.33338737487793,7.673126083930337,7.325100872158506,7.664839581210914,1089400.0,,,,,
2024-06-14,6.952217102050781,7.291955818901395,6.861067150533701,7.283669315991768,1537900.0,,,,,
2024-06-17,6.910785675048828,6.968789617422725,6.852781732674931,6.952217401134946,900400.0,,,,,
2024-06-18,6.943930625915527,6.977075847437427,6.8942123985104695,6.8942123985104695,886400.0,,,,,
2024-06-20,6.745059013366699,7.001934271806799,6.720199505586523,6.919071616606024,1188400.0,,,,,
2024-06-21,6.910785675048828,6.993648336976618,6.761631777236582,6.769918280502695,2462300.0,,,,,
2024-06-24,6.952217102050781,7.018507544838979,6.877640156352957,6.919071880656683,928100.0,,,,,
2024-06-25,6.653909206390381,6.952216984121537,6.653909206390381,6.919071763289676,1426000.0,,,,,
2024-06-26,6.620764255523682,6.670482483920961,6.513042480988817,6.637337261737585,1367500.0,,,,,
2024-06-27,6.794776916503906,6.827922138916338,6.51304252599824,6.645623810770184,1809700.0,,,,,
2024-06-28,6.854156494140625,6.905054052265641,6.7353964690030335,6.769327904756631,1623900.0,,,,,
2024-07-01,6.7438788414001465,6.8965707003491,6.701464750743463,6.811741710046524,874900.0,,,,,
2024-07-02,6.7099480628967285,6.811742375815511,6.676016625257134,6.76084521935612,715600.0,,,,,
2024-07-03,6.65056848526001,6.760845459254379,6.642085423301781,6.72691402041078,435900.0,,,,,
2024-07-05,6.616636753082275,6.667533909091261,6.480910599230342,6.625119410169786,957300.0,,,,,
2024-07-08,6.633602142333984,6.726913388136062,6.574221927691609,6.667533577988307,733600.0,,,,,
2024-07-09,6.514842033386231,6.616636749849098,6.463944877402116,6.616636749849098,886200.0,,,,,
2024-07-10,6.557256698608398,6.608153855883493,6.472428103149907,6.565739355906922,588600.0,,,,,
2024-07-11,6.676016330718994,6.70146511007324,6.514841806794434,6.616636519716795,921600.0,,,,,
2024-07-12,6.684499740600586,6.837191615699741,6.582705426864248,6.760845273655517,878100.0,,,,,
2024-07-15,6.769328594207764,6.896571693490681,6.65056855697455,6.743879812553315,1142500.0,,,,,
2024-07-16,7.057745456695557,7.083194641507642,6.777810895676862,6.811742333103696,1267800.0,,,,,
2024-07-17,7.320714950561523,7.371611703924842,7.006848941523365,7.006848941523365,1261800.0,,,,,
2024-07-18,7.244368076324463,7.447956681474333,7.15105683454474,7.227402763723242,1090800.0,,,,,
2024-07-19,6.938985824584961,7.218920385377282,6.913536639793455,7.218920385377282,998100.0,,,,,
2024-07-22,6.913536548614502,7.0068486069741525,6.650568114484669,6.998365545488863,1139000.0,,,,,
2024-07-23,6.938985824584961,6.981399514592243,6.837191512386779,6.896571325588399,608500.0,,,,,
2024-07-24,6.896571636199951,6.998365952982802,6.862640197272335,6.888088574220718,655800.0,,,,,
2024-07-25,7.083194732666016,7.159539861116966,6.905054481635215,6.938985919498735,892600.0,,,,,
2024-07-26,7.235886096954346,7.252852221080409,7.057745838577307,7.1934715956285125,820200.0,,,,,
2024-07-29,7.2613348960876465,7.303748586163349,7.18498895956853,7.227403458633515,724600.0,,,,,
2024-07-30,7.320714950561523,7.3461633272431826,7.218920634845578,7.235885949636915,945500.0,,,,,
2024-07-31,7.31223201751709,7.447957774196586,7.235886077137542,7.380094895856837,1126400.0,,,,,
2024-08-01,7.295266628265381,7.380094820833067,7.176506187883442,7.312231943183192,1092800.0,,,,,
2024-08-02,7.2613348960876465,7.269817148709217,7.074711585595282,7.176505897957677,958300.0,,,,,
2024-08-05,7.100160121917725,7.159539936557247,6.879605368986209,6.955951307230911,1193000.0,,,,,
