Date,Close,High,Low,Open,Volume,"('Close', 'RPD')","('High', 'RPD')","('Low', 'RPD')","('Open', 'RPD')","('Volume', 'RPD')"
2024-06-03,35.56999969482422,36.709999084472656,35.439998626708984,36.43000030517578,1048100.0,,,,,
2024-06-04,35.15999984741211,36.03499984741211,35.130001068115234,35.810001373291016,935500.0,,,,,
2024-06-05,36.150001525878906,36.56999969482422,35.33000183105469,35.599998474121094,728500.0,,,,,
2024-06-06,36.02000045776367,36.25,35.08000183105469,35.349998474121094,958700.0,,,,,
2024-06-07,37.63999938964844,37.75,35.38999938964844,35.75,1063200.0,,,,,
2024-06-10,37.650001525878906,38.66999816894531,37.334999084472656,37.52000045776367,1029300.0,,,,,
2024-06-11,38.27999877929688,38.40499877929688,37.290000915527344,37.43999862670898,634100.0,,,,,
2024-06-12,38.43999862670898,39.27999877929688,38.06999969482422,39.220001220703125,659900.0,,,,,
2024-06-13,37.720001220703125,38.619998931884766,37.2599983215332,38.619998931884766,1095600.0,,,,,
2024-06-14,36.61000061035156,37.28499984741211,36.06999969482422,37.20000076293945,1502900.0,,,,,
2024-06-17,36.72999954223633,36.88999938964844,35.65999984741211,36.54999923706055,1111400.0,,,,,
2024-06-18,36.33000183105469,36.810001373291016,36.04999923706055,36.41999816894531,1014800.0,,,,,
2024-06-20,36.84000015258789,36.88999938964844,35.77000045776367,36.31999969482422,987500.0,,,,,
2024-06-21,38.119998931884766,38.54999923706055,36.56999969482422,36.65999984741211,4645300.0,,,,,
2024-06-24,38.5,38.58000183105469,37.81999969482422,37.81999969482422,937300.0,,,,,
2024-06-25,37.97999954223633,38.6510009765625,37.72999954223633,38.56999969482422,868400.0,,,,,
2024-06-26,40.54999923706055,41.880001068115234,37.18999862670898,37.75,3996500.0,,,,,
2024-06-27,42.70000076293945,42.900001525878906,40.400001525878906,40.59000015258789,1363600.0,,,,,
2024-06-28,43.22999954223633,44.27999877929688,42.9900016784668,43.15999984741211,2548500.0,,,,,
2024-07-01,43.16999816894531,43.44499969482422,42.4900016784668,43.22999954223633,733100.0,,,,,
2024-07-02,42.720001220703125,43.720001220703125,42.290000915527344,43.02999877929688,550100.0,,,,,
2024-07-03,41.959999084472656,42.97999954223633,41.81999969482422,42.77000045776367,254600.0,,,,,
2024-07-05,41.95000076293945,42.5,41.220001220703125,41.5,447000.0,,,,,
2024-07-08,41.060001373291016,41.880001068115234,40.75,41.880001068115234,510700.0,,,,,
2024-07-09,39.720001220703125,41.09000015258789,39.29999923706055,41.09000015258789,1254300.0,,,,,
2024-07-10,39.18000030517578,40.65499877929688,38.27999877929688,40.52000045776367,1281700.0,,,,,
2024-07-11,40.150001525878906,41.2400016784668,39.68000030517578,40.43000030517578,1088600.0,,,,,
2024-07-12,40.22999954223633,41.18000030517578,40.209999084472656,40.52999877929688,435500.0,,,,,
2024-07-15,40.220001220703125,40.880001068115234,40.09000015258789,40.56999969482422,606100.0,,,,,
