Date,Close,High,Low,Open,Volume,"('Close', 'CRH')","('High', 'CRH')","('Low', 'CRH')","('Open', 'CRH')","('Volume', 'CRH')"
2024-06-03,77.78218841552734,81.4359214561015,77.48673522604592,81.29804530465996,12180800.0,,,,,
2024-06-04,75.75342559814453,77.65415542137478,74.95571250336728,76.86629276992558,12032400.0,,,,,
2024-06-05,77.21099090576172,77.48674323715395,75.54661895940326,76.2064559686186,5667400.0,,,,,
2024-06-06,76.186767578125,76.8958493416318,75.428441103496,76.25570566548328,11293500.0,,,,,
2024-06-07,76.63978576660156,76.85645046062879,75.44813746313933,75.64510126842544,10472300.0,,,,,
2024-06-10,78.21551513671875,78.57990642472096,76.85644691017794,76.92538499021217,8644000.0,,,,,
2024-06-11,76.99432373046875,77.53598544515901,76.1178220566516,77.30947031528292,10458800.0,,,,,
2024-06-12,78.47157287597656,79.30868026742984,78.0284005845269,78.63899285152979,9069800.0,,,,,
2024-06-13,78.00870513916016,78.1761251263932,77.36856149620648,77.66401472024283,8774500.0,,,,,
2024-06-14,75.38905334472656,76.76781507348822,75.06405628850936,76.45266846210157,7897000.0,,,,,
2024-06-17,77.52613067626953,77.57536786614817,75.80267124309322,76.24584352043524,7811300.0,,,,,
2024-06-18,76.69886779785156,78.28445110964856,76.31478314604355,77.90036645784053,8340800.0,,,,,
2024-06-20,74.81784057617188,76.69886961895985,73.75421804728605,76.62008860894721,8123200.0,,,,,
2024-06-21,74.6208724975586,74.76859910746961,72.4640910421328,73.40953082640078,57072100.0,,,,,
2024-06-24,72.97620391845703,74.90647781607957,72.94666009820934,74.65042636480776,6701500.0,,,,,
2024-06-25,71.9716796875,72.68076145997793,71.6565330679196,72.44439586002656,6229000.0,,,,,
2024-06-26,71.61712646484375,71.9519664032315,70.96713244747443,71.30197989954897,5288500.0,,,,,
2024-06-27,73.3701400756836,73.43907816178437,71.48910334770999,71.7550127610186,8076800.0,,,,,
2024-06-28,73.84286499023438,74.6996658585248,73.31105366835342,73.96104027486037,38170100.0,,,,,
2024-07-01,71.85348510742188,74.27617575707191,71.58758324318028,73.96102918915858,5193600.0,,,,,
2024-07-02,70.9572982788086,71.10501737946146,70.1004899265833,70.32700507039725,6902200.0,,,,,
2024-07-03,72.2375717163086,72.32621068259034,71.29213198686332,71.74515472095041,3135600.0,,,,,
2024-07-05,72.5527114868164,72.61180663002304,71.22318722680579,71.80424313393844,3796700.0,,,,,
2024-07-08,73.10423278808594,73.76406977980277,72.89741103133905,73.41937937470347,3568500.0,,,,,
2024-07-09,74.73904418945312,74.84737651972132,73.76406073072579,74.3155653112283,4557100.0,,,,,
2024-07-10,75.90115356445312,75.94054782479024,74.33527116290877,74.82768814659244,4429200.0,,,,,
2024-07-11,78.40264129638672,78.66854319056169,76.55115594067934,77.0731167981364,10777700.0,,,,,
2024-07-12,78.21551513671875,79.94882509517728,78.09733986448133,78.2943036606685,4731100.0,,,,,
2024-07-15,78.37308502197266,79.56473316147896,78.34354120661335,78.8359581657657,6032200.0,,,,,
2024-07-16,81.35713958740234,81.64274235693041,78.72763453808543,78.90490496352743,4275400.0,,,,,
2024-07-17,79.56474304199219,80.92381131309742,79.55489259775368,80.31321901668326,5226800.0,,,,,
