Date,Close,High,Low,Open,Volume,"('Close', 'CTSH')","('High', 'CTSH')","('Low', 'CTSH')","('Open', 'CTSH')","('Volume', 'CTSH')"
2024-06-03,64.50701904296875,65.00715157754288,63.84017815745319,64.86986146714997,4379100.0,,,,,
2024-06-04,64.08533477783203,64.71294879620834,63.81075458001106,64.15397982728727,2464700.0,,,,,
2024-06-05,64.25204467773438,64.54624202926979,63.800947558663,64.27166182476978,1655200.0,,,,,
2024-06-06,65.0267562866211,65.23269143651082,64.07552667873804,64.21282426041385,5498400.0,,,,,
2024-06-07,64.6639175415039,65.45823985570564,64.54623711350226,64.90907948852902,1460400.0,,,,,
2024-06-10,65.94856262207031,66.06624304805969,64.40894592034917,64.60507248191605,4143700.0,,,,,
2024-06-11,65.67398834228516,65.90934173365557,64.82082201116194,65.77205163187705,2070200.0,,,,,
2024-06-12,65.01696014404297,65.87992762094758,64.58547266471572,65.83089223220588,5382800.0,,,,,
2024-06-13,63.359657287597656,64.77179256571102,63.30082081159268,64.77179256571102,2728800.0,,,,,
2024-06-14,63.01643371582031,63.56559412445728,62.68300955218399,63.30082249365001,2579600.0,,,,,
2024-06-17,64.25204467773438,64.42856159230574,62.5555280648952,62.77127179178791,2956700.0,,,,,
2024-06-18,64.53643035888672,64.87966307979072,64.20301369277882,64.31088555104881,3406600.0,,,,,
2024-06-20,66.82134246826172,67.25282990717334,65.39940610893817,66.25256493183262,4226100.0,,,,,
2024-06-21,67.0174789428711,67.4783846876689,66.3310283538639,67.12535081853656,6412600.0,,,,,
2024-06-24,67.35088348388672,67.86081698947143,66.69385132881183,66.91939610718173,2461600.0,,,,,
2024-06-25,67.56664276123047,68.341355510989,66.97825550926507,67.54702561317339,2770600.0,,,,,
2024-06-26,66.9782485961914,67.36070064458211,66.57617940176837,67.00766683349083,4218400.0,,,,,
2024-06-27,66.41928100585938,67.19398620981278,66.24276409668981,66.80173306210192,8942700.0,,,,,
2024-06-28,66.6840591430664,67.0272844217175,66.3310252902396,66.61541408733619,5939400.0,,,,,
2024-07-01,66.42908477783203,66.87038080943746,65.938760841659,66.53695664233005,2127100.0,,,,,
2024-07-02,67.2822494506836,67.36070307414444,66.38985631775246,66.45850136784337,5075300.0,,,,,
2024-07-03,66.9782485961914,67.39011888188153,66.87037673826079,67.31166526125035,1230300.0,,,,,
2024-07-05,66.6840591430664,66.87038464365554,66.34083386441532,66.75270419879662,1501200.0,,,,,
2024-07-08,66.24276733398438,66.85076423169863,65.91915173773347,66.50753896980356,2264300.0,,,,,
2024-07-09,65.59552764892578,66.3800488446148,65.56610941339345,66.08585152579427,2109500.0,,,,,
2024-07-10,66.51734161376953,66.56636951438416,65.26211363545157,65.63475710346817,3483300.0,,,,,
2024-07-11,68.78263854980469,69.03760908179983,66.56637234776835,66.56637234776835,6550600.0,,,,,
2024-07-12,70.14574432373047,70.9106485021046,68.99838805616928,69.01799772254432,6434900.0,,,,,
2024-07-15,71.02831268310547,71.69515341342617,69.69463122246405,69.78289340531803,2999200.0,,,,,
2024-07-16,72.36200714111328,72.46987900522802,71.32252279427973,71.5088408017738,2635100.0,,,,,
2024-07-17,73.25439453125,73.66627233197224,72.24432839968647,72.34239169252521,3016400.0,,,,,
2024-07-18,74.49981689453125,75.84329963425584,73.13671700841333,73.25438995977655,5156700.0,,,,,
2024-07-19,72.89155578613281,74.38213721184886,72.64639382598713,73.95065724958197,5069000.0,,,,,
2024-07-22,73.70549011230469,73.73490834837592,72.65618981410556,73.2053576538474,4135200.0,,,,,
2024-07-23,72.4600601196289,73.46032499329667,72.17567138032135,73.46032499329667,5753100.0,,,,,
2024-07-24,71.28328704833984,72.48947958609735,70.989089731851,72.35218950020216,4094700.0,,,,,
2024-07-25,71.79322814941406,72.95039291085757,71.19503236280136,71.39116642171088,4982300.0,,,,,
2024-07-26,73.12691497802734,73.51917564174917,71.42058969484975,71.71477958132873,5126900.0,,,,,
2024-07-29,73.09748840332031,73.39167825625714,72.59735592705401,73.39167825625714,4825400.0,,,,,
2024-07-30,74.35272216796875,74.81362786992341,73.06807583577564,73.37207428525655,7283700.0,,,,,
2024-07-31,74.2154312133789,74.83323667898567,73.66627079950622,74.83323667898567,3860400.0,,,,,
2024-08-01,74.8332290649414,78.71659334309854,73.94084348319572,76.49052619328893,6668000.0,,,,,
2024-08-02,72.56793975830078,74.63710728778686,72.20509736607956,74.63710728778686,4043700.0,,,,,
2024-08-05,70.34187316894531,72.26394204610921,70.16535625768795,71.77361812392202,5956500.0,,,,,
2024-08-06,71.24406433105469,72.48948374796436,70.40070662256505,70.56741495333071,2664600.0,,,,,
2024-08-07,71.75399780273438,72.95038931702061,71.68535275593511,72.2541302761284,3887800.0,,,,,
2024-08-08,72.30316925048828,72.81310284036354,71.65593807844537,71.65593807844537,3796600.0,,,,,
