Date,Close,High,Low,Open,Volume,"('Close', 'SMHI')","('High', 'SMHI')","('Low', 'SMHI')","('Open', 'SMHI')","('Volume', 'SMHI')"
2024-05-29,13.539999961853027,14.020000457763672,13.529999732971191,13.739999771118164,122400.0,,,,,
2024-05-30,13.229999542236328,13.6899995803833,13.1899995803833,13.539999961853027,79600.0,,,,,
2024-05-31,13.15999984741211,13.420000076293944,13.0,13.18000030517578,114400.0,,,,,
2024-06-03,12.380000114440918,13.31999969482422,12.350000381469728,13.31999969482422,162200.0,,,,,
2024-06-04,11.979999542236328,12.324999809265137,11.899999618530272,12.130000114440918,128700.0,,,,,
2024-06-05,12.300000190734863,12.350000381469728,12.0,12.100000381469728,187200.0,,,,,
2024-06-06,12.100000381469728,12.34000015258789,12.038999557495115,12.34000015258789,85800.0,,,,,
2024-06-07,11.829999923706056,12.5600004196167,11.81999969482422,12.029999732971191,120700.0,,,,,
2024-06-10,13.100000381469728,13.550000190734863,12.149999618530272,12.170000076293944,289700.0,,,,,
2024-06-11,12.68000030517578,13.050000190734863,12.670000076293944,13.0,189100.0,,,,,
2024-06-12,13.029999732971191,13.170000076293944,12.890000343322754,12.960000038146973,173900.0,,,,,
2024-06-13,12.869999885559082,13.09000015258789,12.600000381469728,13.039999961853027,212200.0,,,,,
2024-06-14,12.390000343322754,12.869999885559082,12.239999771118164,12.699999809265137,143300.0,,,,,
2024-06-17,12.739999771118164,12.770000457763672,12.255000114440918,12.479999542236328,102800.0,,,,,
2024-06-18,12.9399995803833,13.239999771118164,12.739999771118164,12.739999771118164,79600.0,,,,,
2024-06-20,12.869999885559082,13.039999961853027,12.800000190734863,12.949999809265137,51700.0,,,,,
2024-06-21,12.859999656677246,12.979999542236328,12.684000015258787,12.979999542236328,136700.0,,,,,
2024-06-24,13.149999618530272,13.399999618530272,12.850000381469728,12.850000381469728,121100.0,,,,,
2024-06-25,13.140000343322754,13.199999809265137,13.0,13.18000030517578,74100.0,,,,,
2024-06-26,13.399999618530272,13.40999984741211,12.989999771118164,13.050000190734863,127900.0,,,,,
2024-06-27,13.399999618530272,13.539999961853027,13.265000343322754,13.529999732971191,86500.0,,,,,
2024-06-28,13.489999771118164,13.633000373840332,13.34000015258789,13.550000190734863,279900.0,,,,,
2024-07-01,13.380000114440918,13.630000114440918,13.350000381469728,13.579999923706056,140200.0,,,,,
2024-07-02,14.109999656677246,14.210000038146973,13.43000030517578,13.43000030517578,211100.0,,,,,
2024-07-03,14.5600004196167,14.619999885559082,14.029999732971191,14.199999809265137,169000.0,,,,,
