Date,Close,High,Low,Open,Volume,"('Close', 'DD')","('High', 'DD')","('Low', 'DD')","('Open', 'DD')","('Volume', 'DD')"
2024-06-03,78.6086654663086,80.08081301466189,78.35518882105077,80.08081301466189,3927600.0,,,,,
2024-06-04,78.32593536376953,78.75490728754883,77.94571295428572,78.27719328760561,1884000.0,,,,,
2024-06-05,78.59892272949219,78.63792085354989,77.63373589486045,78.20894892704689,1933200.0,,,,,
2024-06-06,78.23819732666016,78.62817113741005,77.64348893884622,78.29669079492652,1588400.0,,,,,
2024-06-07,78.00421142578125,78.50142075305364,77.20476850794161,77.66298715075176,2935600.0,,,,,
2024-06-10,77.8774642944336,78.06270351395344,77.3802549759296,77.75072597683808,1681500.0,,,,,
2024-06-11,77.66299438476562,78.10171028807807,77.34126542199942,77.92622243912668,1702600.0,,,,,
2024-06-12,78.51116943359375,79.19362539823058,78.3259302172003,78.96938806058951,1906700.0,,,,,
2024-06-13,78.07246398925781,78.46243781556608,77.32176307194129,78.18945093045784,1478700.0,,,,,
2024-06-14,77.66299438476562,78.23820001080335,77.28276451359427,77.8872243129006,2006600.0,,,,,
2024-06-17,78.4039306640625,78.45268017776897,77.39000177164611,77.50699614166274,1839600.0,,,,,
2024-06-18,78.69641876220703,78.71591410627039,77.89697576923272,78.48193278684991,1532100.0,,,,,
2024-06-20,77.86772155761719,78.92064111297945,77.83846738713294,78.4136803965555,1844900.0,,,,,
2024-06-21,77.8287353515625,77.8287353515625,77.03903626646479,77.6532474924444,6891200.0,,,,,
2024-06-24,79.04739379882812,80.23681060630325,77.99446671305027,78.10170969983128,2906100.0,,,,,
2024-06-25,78.44292449951172,79.45685333650418,78.19919182056539,78.95963658877697,1807800.0,,,,,
2024-06-26,78.0237045288086,78.16994562480463,77.1657681707662,77.99445779723561,1822200.0,,,,,
2024-06-27,77.97496795654297,78.38443710371422,77.59473810487636,78.38443710371422,2420700.0,,,,,
2024-06-28,78.47217559814453,78.61841670127738,78.01395694612293,78.10170458325524,3635600.0,,,,,
2024-07-01,77.28276062011719,78.80365771378428,76.94153633049471,78.45268203356353,1570200.0,,,,,
2024-07-02,77.3705062866211,77.81897354699545,76.8537941700622,77.21451379355273,1760300.0,,,,,
2024-07-03,77.20477294921875,77.68248696174098,77.00978232503394,77.48750377568793,846600.0,,,,,
2024-07-05,77.0097885131836,77.0975361606507,76.38583334191755,76.941543648768,1489700.0,,,,,
2024-07-08,77.4777603149414,77.59474726329438,77.1170332018772,77.17553411418622,1500300.0,,,,,
2024-07-09,76.56130981445312,77.3997508458199,76.4930649601852,77.3997508458199,1162700.0,,,,,
