Date,Close,High,Low,Open,Volume,"('Close', 'WKEY')","('High', 'WKEY')","('Low', 'WKEY')","('Open', 'WKEY')","('Volume', 'WKEY')"
2024-06-03,2.299999952316284,2.369999885559082,2.180000066757202,2.220000028610229,19700.0,,,,,
2024-06-04,2.3499999046325684,2.3499999046325684,2.180000066757202,2.2100000381469727,17000.0,,,,,
2024-06-05,2.130000114440918,2.3399999141693115,2.0999999046325684,2.309999942779541,32600.0,,,,,
2024-06-06,2.1549999713897705,2.200000047683716,2.0999999046325684,2.0999999046325684,6800.0,,,,,
2024-06-07,2.138999938964844,2.2100000381469727,2.109999895095825,2.1600000858306885,13100.0,,,,,
2024-06-10,2.119999885559082,2.25,2.119999885559082,2.130000114440918,14100.0,,,,,
2024-06-11,2.1760001182556152,2.186000108718872,2.119999885559082,2.119999885559082,8600.0,,,,,
2024-06-12,2.240000009536743,2.265000104904175,2.1600000858306885,2.1700000762939453,11000.0,,,,,
2024-06-13,2.259999990463257,2.289999961853028,2.180000066757202,2.220000028610229,53000.0,,,,,
2024-06-14,2.1600000858306885,2.259999990463257,2.119999885559082,2.190000057220459,11300.0,,,,,
2024-06-17,2.109999895095825,2.220000028610229,2.0899999141693115,2.220000028610229,6800.0,,,,,
2024-06-18,2.180000066757202,2.180000066757202,2.032000064849853,2.0999999046325684,7500.0,,,,,
2024-06-20,2.174999952316284,2.200000047683716,2.109999895095825,2.190000057220459,9700.0,,,,,
2024-06-21,2.150000095367432,2.190000057220459,2.009999990463257,2.1600000858306885,2900.0,,,,,
2024-06-24,2.140000104904175,2.150000095367432,2.059999942779541,2.150000095367432,18800.0,,,,,
2024-06-25,2.150000095367432,2.1600000858306885,2.130000114440918,2.140000104904175,3900.0,,,,,
2024-06-26,2.299999952316284,2.299999952316284,2.140000104904175,2.2100000381469727,21700.0,,,,,
2024-06-27,2.2300000190734863,2.299999952316284,2.069999933242798,2.2300000190734863,28700.0,,,,,
2024-06-28,2.259999990463257,2.299999952316284,2.200000047683716,2.220000028610229,8000.0,,,,,
2024-07-01,2.2279999256134038,2.2799999713897705,2.180000066757202,2.259999990463257,31700.0,,,,,
2024-07-02,2.2699999809265137,2.299999952316284,2.2300000190734863,2.2300000190734863,11600.0,,,,,
2024-07-03,2.2090001106262207,2.359999895095825,2.200000047683716,2.2799999713897705,52900.0,,,,,
2024-07-05,2.2300000190734863,2.259999990463257,2.1600000858306885,2.1600000858306885,5800.0,,,,,
2024-07-08,2.220000028610229,2.2799999713897705,2.200000047683716,2.2799999713897705,5700.0,,,,,
2024-07-09,2.130000114440918,2.21399998664856,2.130000114440918,2.150000095367432,7200.0,,,,,
2024-07-10,2.1459999084472656,2.1600000858306885,2.0899999141693115,2.0899999141693115,7200.0,,,,,
2024-07-11,2.150000095367432,2.2300000190734863,2.109999895095825,2.2300000190734863,6900.0,,,,,
2024-07-12,2.180000066757202,2.25,2.134999990463257,2.1600000858306885,8000.0,,,,,
2024-07-15,2.1449999809265137,2.2300000190734863,2.0,2.2300000190734863,21000.0,,,,,
2024-07-16,2.1600000858306885,2.200000047683716,2.0299999713897705,2.1600000858306885,9800.0,,,,,
2024-07-17,2.0899999141693115,2.1700000762939453,2.0199999809265137,2.0799999237060547,4600.0,,,,,
2024-07-18,2.134999990463257,2.200000047683716,2.0899999141693115,2.150000095367432,7000.0,,,,,
2024-07-19,2.1549999713897705,2.190000057220459,2.0799999237060547,2.190000057220459,5600.0,,,,,
2024-07-22,2.0899999141693115,2.1600000858306885,2.0899999141693115,2.150000095367432,3400.0,,,,,
2024-07-23,2.075000047683716,2.180000066757202,2.0,2.0899999141693115,11800.0,,,,,
2024-07-24,2.0269999504089355,2.0999999046325684,2.009999990463257,2.009999990463257,7900.0,,,,,
2024-07-25,2.0999999046325684,2.0999999046325684,2.009999990463257,2.009999990463257,13600.0,,,,,
2024-07-26,2.0999999046325684,2.0999999046325684,2.059999942779541,2.069999933242798,1700.0,,,,,
2024-07-29,2.049999952316284,2.1600000858306885,2.049999952316284,2.1600000858306885,4400.0,,,,,
2024-07-30,2.049999952316284,2.111999988555908,1.9900000095367432,2.00600004196167,6600.0,,,,,
2024-07-31,2.009999990463257,2.049999952316284,1.9800000190734863,2.0,4300.0,,,,,
2024-08-01,2.039999961853028,2.049999952316284,1.9800000190734863,2.049999952316284,3900.0,,,,,
2024-08-02,2.049999952316284,2.0799999237060547,1.9299999475479128,1.9900000095367432,9100.0,,,,,
2024-08-05,1.9700000286102293,2.0,1.787999987602234,1.8899999856948853,38700.0,,,,,
2024-08-06,2.015000104904175,2.015000104904175,1.9700000286102293,2.0,1700.0,,,,,
2024-08-07,2.009999990463257,2.119999885559082,2.009999990463257,2.0199999809265137,12700.0,,,,,
2024-08-08,1.8949999809265137,2.059999942779541,1.7999999523162842,2.059999942779541,10200.0,,,,,
2024-08-09,1.950000047683716,2.119999885559082,1.899999976158142,2.0199999809265137,4500.0,,,,,
2024-08-12,2.5,2.5799999237060547,1.9700000286102293,2.009999990463257,286000.0,,,,,
2024-08-13,3.0799999237060547,3.443000078201294,2.25,2.509999990463257,2004000.0,,,,,
2024-08-14,2.259999990463257,2.700000047683716,2.0299999713897705,2.700000047683716,315300.0,,,,,
2024-08-15,2.1449999809265137,2.380000114440918,2.1449999809265137,2.369999885559082,56400.0,,,,,
2024-08-16,2.1600000858306885,2.309999942779541,2.0999999046325684,2.1700000762939453,40700.0,,,,,
2024-08-19,2.130000114440918,2.25,2.039999961853028,2.1600000858306885,63900.0,,,,,
2024-08-20,2.200999975204468,2.299999952316284,2.130000114440918,2.220000028610229,41300.0,,,,,
2024-08-21,2.2149999141693115,2.2699999809265137,2.0199999809265137,2.220000028610229,27500.0,,,,,
2024-08-22,2.109999895095825,2.3499999046325684,2.0899999141693115,2.180000066757202,11500.0,,,,,
2024-08-23,2.319999933242798,2.319999933242798,2.118000030517578,2.299999952316284,62300.0,,,,,
2024-08-26,2.4100000858306885,2.440000057220459,2.259999990463257,2.3399999141693115,102600.0,,,,,
2024-08-27,2.244999885559082,2.400000095367432,2.150000095367432,2.400000095367432,46300.0,,,,,
2024-08-28,2.200000047683716,2.369999885559082,2.1489999294281006,2.309999942779541,14800.0,,,,,
2024-08-29,2.190000057220459,2.2179999351501465,2.150000095367432,2.190000057220459,7700.0,,,,,
2024-08-30,2.059999942779541,2.259999990463257,2.059999942779541,2.130000114440918,12600.0,,,,,
2024-09-03,2.058000087738037,2.242000102996826,2.055000066757202,2.1600000858306885,9700.0,,,,,
2024-09-04,2.2249999046325684,2.299999952316284,2.0199999809265137,2.0799999237060547,38900.0,,,,,
2024-09-05,2.289999961853028,2.440000057220459,2.150000095367432,2.240000009536743,69400.0,,,,,
2024-09-06,2.190000057220459,2.3499999046325684,2.0799999237060547,2.3399999141693115,19400.0,,,,,
2024-09-09,2.3399999141693115,2.380000114440918,2.180000066757202,2.180000066757202,18600.0,,,,,
2024-09-10,2.2300000190734863,2.3420000076293945,2.2300000190734863,2.309999942779541,22900.0,,,,,
2024-09-11,2.1700000762939453,2.3239998817443848,2.0999999046325684,2.2100000381469727,31900.0,,,,,
2024-09-12,2.190000057220459,2.2100000381469727,2.059999942779541,2.180000066757202,5800.0,,,,,
2024-09-13,2.140000104904175,2.299999952316284,2.119999885559082,2.1440000534057617,20100.0,,,,,
