Date,Close,High,Low,Open,Volume,"('Close', 'MTG')","('High', 'MTG')","('Low', 'MTG')","('Open', 'MTG')","('Volume', 'MTG')"
2024-06-03,20.798566818237305,21.00304621268341,20.584348187238284,20.876463995723707,1297300.0,,,,,
2024-06-04,20.594087600708008,20.89593896113057,20.58435022040852,20.710934307086475,2043600.0,,,,,
2024-06-05,20.76935386657715,20.818038904143197,20.545399722229124,20.633034275620112,2011300.0,,,,,
2024-06-06,20.51618766784668,20.886200640810767,20.331181181364634,20.74014181309512,1903600.0,,,,,
2024-06-07,20.389604568481445,20.545398911200984,20.263020504262407,20.418814846981945,956900.0,,,,,
2024-06-10,20.253286361694336,20.30197326233264,19.94169762647063,20.155916274848448,1600100.0,,,,,
2024-06-11,19.93195915222168,20.15591516843358,19.883274111471195,20.039068470531056,1292700.0,,,,,
2024-06-12,20.448028564453125,20.642772436524474,20.292234209682128,20.311708968332304,1537200.0,,,,,
2024-06-13,20.40907859802246,20.46750287268728,20.07801699433097,20.37013093879441,1480900.0,,,,,
2024-06-14,19.912485122680664,20.27275886114991,19.86379822747188,20.107227131870346,1321000.0,,,,,
2024-06-17,20.311710357666016,20.321447737657145,19.815115121410333,19.84432540416839,1075100.0,,,,,
2024-06-18,20.467506408691406,20.48698117027751,20.22407746051158,20.253287745675248,1116800.0,,,,,
2024-06-20,20.749879837036133,20.749879837036133,20.399343468382625,20.457765886955677,1518200.0,,,,,
2024-06-21,20.827777862548828,20.92514980228014,20.69145826125416,20.730407780032795,4553100.0,,,,,
2024-06-24,21.178316116333008,21.304898338014528,20.808304973774096,20.837515255661607,1940600.0,,,,,
2024-06-25,20.80830383300781,21.21726447195013,20.80830383300781,21.11989253749431,1484000.0,,,,,
2024-06-26,20.555137634277344,20.701194607978564,20.50645073823348,20.662245091143475,1516600.0,,,,,
2024-06-27,20.66224479675293,20.749879351168104,20.409078512577445,20.545399962342803,1709200.0,,,,,
2024-06-28,20.983572006225582,21.11015608373177,20.740143088022435,20.818040267558832,2479000.0,,,,,
2024-07-01,21.051733016967773,21.227000272631464,20.856989145498964,21.15884047478194,1166000.0,,,,,
2024-07-02,21.285425186157227,21.35358498604896,20.993309370201608,20.993309370201608,1411600.0,,,,,
2024-07-03,21.080944061279297,21.343847740121124,21.032259020256117,21.324372980825743,707200.0,,,,,
2024-07-05,20.876462936401367,21.207526388223428,20.85698817871416,21.01278252578159,2132000.0,,,,,
2024-07-08,20.73040580749512,21.139364572465915,20.73040580749512,20.95435994751677,1722700.0,,,,,
2024-07-09,20.83751678466797,21.110157864653885,20.642774748005525,20.701197173282715,1219700.0,,,,,
2024-07-10,21.09067916870117,21.17831371887372,20.90567268975746,20.925147446954707,1131900.0,,,,,
2024-07-11,21.71385765075684,21.801492205407047,21.23673721833633,21.343846531178848,1496500.0,,,,,
2024-07-12,21.82096672058105,22.083870381603752,21.70412188715884,21.84044147855647,1603000.0,,,,,
2024-07-15,22.22992706298828,22.375984031474804,21.84044119461918,21.996235541966826,1465300.0,,,,,
2024-07-16,22.78494644165039,22.940740801196885,22.259140942484787,22.366248403913463,2275700.0,,,,,
2024-07-17,22.911529541015625,23.07706127311601,22.677838011676588,22.677838011676588,1590500.0,,,,,
2024-07-18,22.77520751953125,23.2133802868392,22.66810006535664,22.833631793315732,1478700.0,,,,,
2024-07-19,22.78494644165039,22.940740801196885,22.677838980221715,22.80442120089752,1129600.0,,,,,
2024-07-22,22.969951629638672,23.03811142589986,22.70704796644681,22.8141572789802,1408500.0,,,,,
2024-07-23,23.02837371826172,23.27180261984422,22.901791506613478,22.901791506613478,1530900.0,,,,,
2024-07-24,22.74599838256836,23.077061855118533,22.71678624420856,22.921267498296714,1616100.0,,,,,
2024-07-25,23.78787422180176,23.856034021852608,22.86284358827239,22.999165045589358,3953600.0,,,,,
2024-07-26,24.226043701171875,24.24551845921729,23.846295205361947,23.943667138373893,1834500.0,,,,,
2024-07-29,23.90471839904785,24.31367904521476,23.836558600889237,24.274731385073498,1226400.0,,,,,
2024-07-30,24.11893653869629,24.22604399481404,23.953404807734124,24.060512263851876,1254000.0,,,,,
2024-07-31,24.187095642089844,24.68369082074034,24.07024895296585,24.21630777867462,2056300.0,,,,,
2024-08-01,23.86577033996582,25.248446610349166,23.573654536320927,24.927120526390404,2268800.0,,,,,
2024-08-02,23.505495071411133,23.856033297851692,23.03811200763385,23.534707209352916,2724800.0,,,,,
2024-08-05,22.804420471191406,22.931002687816772,22.27861313163556,22.75573543184669,2501200.0,,,,,
2024-08-06,23.07706069946289,23.28154008609588,22.69731034866356,22.83363179696736,1362700.0,,,,,
2024-08-07,22.804420471191406,23.310753052123285,22.67783825456604,23.25232877625139,1321700.0,,,,,
2024-08-08,23.029624938964844,23.225453958643214,22.90233430197124,23.0002497456013,1363100.0,,,,,
2024-08-09,23.29399681091309,23.382118658618552,23.09816591747873,23.14712270704641,1483200.0,,,,,
2024-08-12,22.60858917236328,23.2842036591597,22.442133483372327,23.245036735829267,2542600.0,,,,,
2024-08-13,22.78483772277832,22.892543032117995,22.62817375684625,22.73587906618593,1800000.0,,,,,
2024-08-14,22.804420471191406,22.93170923918141,22.530257605606053,22.824002065633284,1391400.0,,,,,
2024-08-15,23.38212013244629,23.39191186449338,22.95129512786573,23.127542569549565,1541600.0,,,,,
2024-08-16,23.489826202392575,23.744405620787127,23.372329158568533,23.401702485733622,1600300.0,,,,,
2024-08-19,23.695446014404297,23.705235877241304,23.50940687161365,23.50940687161365,1019500.0,,,,,
2024-08-20,23.47024154663086,23.68565589533212,23.401701296619272,23.6660724331626,892400.0,,,,,
2024-08-21,23.70524024963379,23.70524024963379,23.362538959679306,23.50941120788579,1403000.0,,,,,
2024-08-22,23.675865173339844,23.80315394770345,23.509409472967857,23.675865173339844,1427200.0,,,,,
2024-08-23,24.302520751953125,24.32210421471809,23.715029942076583,23.842320582467096,1311900.0,,,,,
2024-08-26,24.390644073486328,24.69418027112131,24.37106061103716,24.50814298059955,1177200.0,,,,,
2024-08-27,24.44939422607422,24.527726213520413,24.19481479997861,24.19481479997861,757300.0,,,,,
2024-08-28,24.625638961791992,24.73334613305169,24.28293585398707,24.40043475605053,1199200.0,,,,,
2024-08-29,24.64522361755371,24.8116793141197,24.576683366188032,24.7235556001976,1167400.0,,,,,
2024-08-30,24.899803161621094,24.92917648803152,24.59626696069537,24.674598943759488,1144000.0,,,,,
2024-09-03,24.49835205078125,25.08584287040221,24.439601661511876,24.801888258345716,1234900.0,,,,,
2024-09-04,24.987924575805664,25.02708962994157,24.42001728397288,24.42001728397288,1063200.0,,,,,
2024-09-05,24.557100296020508,25.164174571897203,24.47876831212498,25.164174571897203,1050300.0,,,,,
2024-09-06,24.390644073486328,24.909594622898595,24.331895553720603,24.655015213804752,1175000.0,,,,,
2024-09-09,24.33189582824707,24.54730831487299,24.08710814761598,24.46897633177431,1438400.0,,,,,
2024-09-10,24.54730796813965,24.586474892926645,24.194813115383727,24.40043573535193,1543100.0,,,,,
2024-09-11,23.871694564819336,24.34168834618099,23.558366622299467,24.292729687923604,2028100.0,,,,,
2024-09-12,24.096899032592773,24.2535629932876,23.86190309155053,23.86190309155053,1147300.0,,,,,
2024-09-13,24.72355461120605,24.77251139805695,24.253562734143333,24.331894713653785,1471000.0,,,,,
2024-09-16,25.01730155944824,25.066260218757616,24.684390146472083,24.850845852960163,1157400.0,,,,,
2024-09-17,24.77251243591309,25.20333927506113,24.743139109604623,25.13479902356567,1328000.0,,,,,
2024-09-18,24.890010833740234,25.183755296294912,24.655014890180144,24.850843909356016,1438900.0,,,,,
2024-09-19,25.17396354675293,25.301254183326638,24.752930315421533,25.22292220219733,2079300.0,,,,,
2024-09-20,24.850845336914062,25.14459168392476,24.71376482885818,25.05646796657973,6784500.0,,,,,
2024-09-23,25.203340530395508,25.26208905352038,24.89001258362035,24.997719765667515,1508400.0,,,,,
