Date,Close,High,Low,Open,Volume,"('Close', 'CHR')","('High', 'CHR')","('Low', 'CHR')","('Open', 'CHR')","('Volume', 'CHR')"
2024-06-03,2.75,2.859999895095825,2.7300000190734863,2.859999895095825,3100.0,,,,,
2024-06-04,2.740000009536743,2.7799999713897705,2.740000009536743,2.759999990463257,2600.0,,,,,
2024-06-05,2.6600000858306885,2.7699999809265137,2.6600000858306885,2.7699999809265137,1100.0,,,,,
2024-06-06,2.7100000381469727,2.7799999713897705,2.7100000381469727,2.7799999713897705,1000.0,,,,,
2024-06-07,2.700000047683716,2.819999933242798,2.690000057220459,2.809999942779541,8000.0,,,,,
2024-06-10,2.5899999141693115,2.7100000381469727,2.5899999141693115,2.7100000381469727,17100.0,,,,,
2024-06-11,2.5199999809265137,2.6600000858306885,2.5199999809265137,2.6600000858306885,5600.0,,,,,
2024-06-12,2.5999999046325684,2.690000057220459,2.5999999046325684,2.619999885559082,3500.0,,,,,
2024-06-13,2.5999999046325684,2.640000104904175,2.509999990463257,2.509999990463257,3800.0,,,,,
2024-06-14,2.5799999237060547,2.5799999237060547,2.5,2.5,4200.0,,,,,
2024-06-17,2.5999999046325684,2.650000095367432,2.5899999141693115,2.650000095367432,1100.0,,,,,
2024-06-18,2.549999952316284,2.609999895095825,2.539999961853028,2.569999933242798,3900.0,,,,,
2024-06-20,2.539999961853028,2.549999952316284,2.3299999237060547,2.3299999237060547,11100.0,,,,,
2024-06-21,2.430000066757202,2.5799999237060547,2.4100000858306885,2.4200000762939453,8100.0,,,,,
2024-06-24,2.5799999237060547,2.5799999237060547,2.440000057220459,2.5199999809265137,6600.0,,,,,
2024-06-25,2.5299999713897705,2.5299999713897705,2.430000066757202,2.5,1400.0,,,,,
2024-06-26,2.5199999809265137,2.5199999809265137,2.509999990463257,2.5199999809265137,800.0,,,,,
2024-06-27,2.509999990463257,2.5899999141693115,2.509999990463257,2.5299999713897705,3800.0,,,,,
2024-06-28,2.549999952316284,2.640000104904175,2.470000028610229,2.509999990463257,30200.0,,,,,
2024-07-01,2.5999999046325684,2.690000057220459,2.5999999046325684,2.690000057220459,900.0,,,,,
2024-07-02,2.630000114440918,2.6700000762939453,2.5999999046325684,2.630000114440918,3800.0,,,,,
2024-07-03,2.640000104904175,2.640000104904175,2.5999999046325684,2.5999999046325684,1600.0,,,,,
2024-07-05,2.640000104904175,2.650000095367432,2.630000114440918,2.650000095367432,2000.0,,,,,
2024-07-08,2.5,2.650000095367432,2.5,2.640000104904175,22300.0,,,,,
2024-07-09,2.4800000190734863,2.509999990463257,2.4200000762939453,2.5,65800.0,,,,,
2024-07-10,2.430000066757202,2.490000009536743,2.430000066757202,2.4800000190734863,32000.0,,,,,
2024-07-11,2.5999999046325684,2.6600000858306885,2.490000009536743,2.490000009536743,61300.0,,,,,
2024-07-12,2.650000095367432,2.650000095367432,2.470000028610229,2.5899999141693115,21500.0,,,,,
2024-07-15,2.650000095367432,2.650000095367432,2.5899999141693115,2.640000104904175,10500.0,,,,,
2024-07-16,2.619999885559082,2.6600000858306885,2.619999885559082,2.6600000858306885,6500.0,,,,,
2024-07-17,2.619999885559082,2.630000114440918,2.5799999237060547,2.619999885559082,5500.0,,,,,
2024-07-18,2.5799999237060547,2.650000095367432,2.5799999237060547,2.619999885559082,4600.0,,,,,
2024-07-19,2.619999885559082,2.640000104904175,2.5899999141693115,2.640000104904175,3300.0,,,,,
2024-07-22,2.630000114440918,2.6600000858306885,2.5999999046325684,2.5999999046325684,6000.0,,,,,
2024-07-23,2.609999895095825,2.630000114440918,2.609999895095825,2.630000114440918,2400.0,,,,,
2024-07-24,2.549999952316284,2.680000066757202,2.4800000190734863,2.630000114440918,26200.0,,,,,
2024-07-25,2.5799999237060547,2.5799999237060547,2.5299999713897705,2.5299999713897705,7800.0,,,,,
2024-07-26,2.549999952316284,2.549999952316284,2.539999961853028,2.549999952316284,2500.0,,,,,
2024-07-29,2.650000095367432,2.650000095367432,2.5899999141693115,2.5899999141693115,8000.0,,,,,
2024-07-30,2.7799999713897705,2.859999895095825,2.640000104904175,2.640000104904175,45500.0,,,,,
2024-07-31,2.9600000381469727,2.9800000190734863,2.789999961853028,2.890000104904175,38100.0,,,,,
2024-08-01,2.869999885559082,3.049999952316284,2.809999942779541,3.0,35500.0,,,,,
2024-08-02,2.75,2.8499999046325684,2.720000028610229,2.8499999046325684,8800.0,,,,,
2024-08-05,2.650000095367432,2.7799999713897705,2.539999961853028,2.690000057220459,38100.0,,,,,
2024-08-06,2.6700000762939453,2.700000047683716,2.6600000858306885,2.6600000858306885,13600.0,,,,,
2024-08-07,2.6600000858306885,2.75,2.6600000858306885,2.75,2600.0,,,,,
2024-08-08,2.650000095367432,2.680000066757202,2.509999990463257,2.680000066757202,13000.0,,,,,
2024-08-09,2.640000104904175,2.690000057220459,2.640000104904175,2.6700000762939453,20700.0,,,,,
2024-08-12,2.640000104904175,2.690000057220459,2.5899999141693115,2.5899999141693115,36400.0,,,,,
2024-08-13,2.6600000858306885,2.690000057220459,2.549999952316284,2.609999895095825,10700.0,,,,,
2024-08-14,2.650000095367432,2.690000057220459,2.619999885559082,2.690000057220459,11200.0,,,,,
2024-08-15,2.630000114440918,2.690000057220459,2.609999895095825,2.690000057220459,15300.0,,,,,
2024-08-16,2.5799999237060547,2.630000114440918,2.569999933242798,2.569999933242798,800.0,,,,,
2024-08-19,2.539999961853028,2.690000057220459,2.539999961853028,2.690000057220459,8000.0,,,,,
2024-08-20,2.509999990463257,2.5999999046325684,2.509999990463257,2.5999999046325684,2100.0,,,,,
2024-08-21,2.549999952316284,2.549999952316284,2.509999990463257,2.5199999809265137,1300.0,,,,,
2024-08-22,2.559999942779541,2.5999999046325684,2.539999961853028,2.569999933242798,4000.0,,,,,
2024-08-23,2.5199999809265137,2.5799999237060547,2.5199999809265137,2.559999942779541,5200.0,,,,,
2024-08-26,2.509999990463257,2.559999942779541,2.470000028610229,2.559999942779541,24000.0,,,,,
2024-08-27,2.430000066757202,2.5799999237060547,2.430000066757202,2.5799999237060547,15900.0,,,,,
2024-08-28,2.470000028610229,2.5,2.4600000381469727,2.4600000381469727,5200.0,,,,,
2024-08-29,2.4100000858306885,2.539999961853028,2.4100000858306885,2.5299999713897705,16300.0,,,,,
2024-08-30,2.380000114440918,2.430000066757202,2.2799999713897705,2.430000066757202,15700.0,,,,,
2024-09-03,2.369999885559082,2.369999885559082,2.3299999237060547,2.3299999237060547,1100.0,,,,,
2024-09-04,2.309999942779541,2.3299999237060547,2.309999942779541,2.3299999237060547,2700.0,,,,,
2024-09-05,2.319999933242798,2.3499999046325684,2.299999952316284,2.3499999046325684,6400.0,,,,,
2024-09-06,2.309999942779541,2.3299999237060547,2.309999942779541,2.309999942779541,1600.0,,,,,
2024-09-09,2.319999933242798,2.380000114440918,2.289999961853028,2.380000114440918,2100.0,,,,,
2024-09-10,2.309999942779541,2.319999933242798,2.2799999713897705,2.299999952316284,1600.0,,,,,
2024-09-11,2.3499999046325684,2.3499999046325684,2.2799999713897705,2.2799999713897705,6400.0,,,,,
2024-09-12,2.440000057220459,2.490000009536743,2.3499999046325684,2.3499999046325684,4100.0,,,,,
2024-09-13,2.4100000858306885,2.490000009536743,2.359999895095825,2.450000047683716,13800.0,,,,,
2024-09-16,2.380000114440918,2.440000057220459,2.2799999713897705,2.440000057220459,9800.0,,,,,
2024-09-17,2.4800000190734863,2.4800000190734863,2.2799999713897705,2.319999933242798,11200.0,,,,,
2024-09-18,2.4600000381469727,2.4600000381469727,2.359999895095825,2.4200000762939453,6800.0,,,,,
2024-09-19,2.490000009536743,2.509999990463257,2.450000047683716,2.450000047683716,11300.0,,,,,
2024-09-20,2.4600000381469727,2.5299999713897705,2.440000057220459,2.5,4500.0,,,,,
2024-09-23,2.4800000190734863,2.5,2.4800000190734863,2.4800000190734863,3000.0,,,,,
2024-09-24,2.539999961853028,2.5799999237060547,2.5199999809265137,2.5799999237060547,7400.0,,,,,
2024-09-25,2.549999952316284,2.5799999237060547,2.549999952316284,2.549999952316284,7200.0,,,,,
2024-09-26,2.619999885559082,2.619999885559082,2.569999933242798,2.569999933242798,5500.0,,,,,
2024-09-27,2.869999885559082,2.869999885559082,2.609999895095825,2.619999885559082,28000.0,,,,,
2024-09-30,2.900000095367432,2.9600000381469727,2.890000104904175,2.900000095367432,20200.0,,,,,
2024-10-01,2.930000066757202,2.990000009536743,2.869999885559082,2.900000095367432,33100.0,,,,,
2024-10-02,3.0999999046325684,3.0999999046325684,2.9200000762939453,3.0,32500.0,,,,,
2024-10-03,3.0,3.1600000858306885,2.9200000762939453,3.1600000858306885,15400.0,,,,,
2024-10-04,3.140000104904175,3.200000047683716,2.970000028610229,3.0299999713897705,25500.0,,,,,
2024-10-07,3.25,3.299999952316284,3.109999895095825,3.1700000762939453,26600.0,,,,,
2024-10-08,3.0199999809265137,3.0799999237060547,2.8499999046325684,2.9800000190734863,33700.0,,,,,
2024-10-09,2.990000009536743,2.990000009536743,2.8499999046325684,2.990000009536743,7200.0,,,,,
2024-10-10,2.950000047683716,3.0199999809265137,2.8299999237060547,2.8299999237060547,8500.0,,,,,
2024-10-11,2.809999942779541,3.0,2.809999942779541,2.990000009536743,25600.0,,,,,
2024-10-14,3.0,3.0299999713897705,2.789999961853028,2.789999961853028,15500.0,,,,,
2024-10-15,2.990000009536743,3.0299999713897705,2.9100000858306885,3.0299999713897705,10500.0,,,,,
2024-10-16,2.950000047683716,2.990000009536743,2.950000047683716,2.990000009536743,6600.0,,,,,
2024-10-17,2.9100000858306885,2.950000047683716,2.890000104904175,2.950000047683716,5500.0,,,,,
2024-10-18,2.900000095367432,2.940000057220459,2.869999885559082,2.869999885559082,1600.0,,,,,
2024-10-21,2.950000047683716,2.950000047683716,2.890000104904175,2.890000104904175,6300.0,,,,,
2024-10-22,3.0899999141693115,3.0999999046325684,2.9800000190734863,2.9800000190734863,15200.0,,,,,
2024-10-23,3.0199999809265137,3.049999952316284,2.950000047683716,3.049999952316284,4200.0,,,,,
2024-10-24,3.039999961853028,3.049999952316284,3.039999961853028,3.039999961853028,6300.0,,,,,
