Date,Close,High,Low,Open,Volume,"('Close', 'NTR')","('High', 'NTR')","('Low', 'NTR')","('Open', 'NTR')","('Volume', 'NTR')"
2024-06-03,54.62410736083984,56.12729028934332,54.18840352567564,55.66601207783947,905900.0,,,,,
2024-06-04,54.18840408325195,54.37784163494846,53.78111461173174,54.20734819974368,1733300.0,,,,,
2024-06-05,52.79604721069336,54.5104482454474,52.635024022964025,54.39678715678137,1481100.0,,,,,
2024-06-06,52.9191780090332,53.05178321332171,52.12354317008129,52.65396760045617,1568000.0,,,,,
2024-06-07,52.48347473144531,52.96653706847792,52.10459961803949,52.33192540872715,1290300.0,,,,,
2024-06-10,52.20878982543945,52.91917794459504,51.9151650486498,52.625553167805386,1415400.0,,,,,
2024-06-11,50.39019775390625,51.92463507285564,50.21875765314752,51.612066180671874,2142400.0,,,,,
2024-06-12,49.65139389038086,51.593124385511054,49.0357263300404,51.23319337881879,2653300.0,,,,,
2024-06-13,48.57160186767578,49.72716768243151,48.36322381247286,49.72716768243151,2086100.0,,,,,
2024-06-14,48.51477813720703,48.54319250829819,47.73808734613195,48.2306199734108,1730000.0,,,,,
2024-06-17,48.06012344360352,48.44846878508282,47.491810808342166,48.44846878508282,1423900.0,,,,,
2024-06-18,48.315860748291016,48.79892667666295,47.78543994941448,48.09800883257805,1702300.0,,,,,
2024-06-20,49.19674682617188,49.34829615604252,48.169052820073446,48.36322731849388,1731800.0,,,,,
2024-06-21,48.84628677368164,49.36723733830733,48.43899729639481,49.15885928038955,2366400.0,,,,,
2024-06-24,49.8692512512207,49.96396822911542,48.77051768682493,48.83682029399544,1714500.0,,,,,
2024-06-25,49.36724090576172,49.49984611944306,48.69474097168,49.49984611944306,1723900.0,,,,,
2024-06-26,49.395652770996094,49.49036973668715,48.958052006831565,49.225159342175694,1385700.0,,,,,
2024-06-27,49.22516632080078,49.60403785049803,48.88417941481845,49.20622220233275,1170900.0,,,,,
2024-06-28,48.72745513916016,49.81858201569241,48.507315826452654,49.579299677815726,2118400.0,,,,,
2024-07-01,48.01918029785156,49.00502606371556,48.00004092285051,48.94759698523568,1377800.0,,,,,
2024-07-02,47.83732604980469,48.612602163246166,47.44490314943133,48.325464079024485,2009300.0,,,,,
2024-07-03,48.7178840637207,49.15816267658799,48.162747303111736,48.22017637698258,1165700.0,,,,,
2024-07-05,47.78947067260742,49.19645204244745,47.74161493340147,49.19645204244745,2027700.0,,,,,
2024-07-08,46.97591018676758,47.95217890942224,46.55477093659787,47.87561046012874,2538000.0,,,,,
2024-07-09,46.47820281982422,47.253475261076446,46.43034343111984,47.00462323514383,2821000.0,,,,,
2024-07-10,46.21977615356445,46.63134205694796,45.80821025018096,46.59305600752655,2939900.0,,,,,
2024-07-11,47.54061508178711,47.63633021154896,46.60262871707422,46.68877050828045,2221200.0,,,,,
2024-07-12,47.55018997192383,48.27760672605541,47.41619243704372,47.77032930082101,2447400.0,,,,,
2024-07-15,47.86603546142578,47.88517848587472,46.85148072374192,47.50232895037163,1592500.0,,,,,
2024-07-16,48.72745513916016,48.96673747703683,47.3080306751566,47.56932950011513,1513900.0,,,,,
2024-07-17,49.96215438842773,50.18229370778647,48.33503371147311,48.73702629869546,2649400.0,,,,,
2024-07-18,48.62217330932617,50.134439530041945,47.87561353771957,49.80901538451823,2218200.0,,,,,
2024-07-19,48.363746643066406,48.603028989254,47.76075775950802,48.44031874640268,1400400.0,,,,,
2024-07-22,48.26803207397461,48.61259921460412,47.65068322220651,48.57431316538781,1476000.0,,,,,
2024-07-23,47.46404647827149,48.25846197139597,47.22476413136573,48.25846197139597,1752400.0,,,,,
2024-07-24,47.33004760742188,48.09575036559765,47.26304884427892,47.59804265999371,1708200.0,,,,,
2024-07-25,48.574310302734375,48.74659386289586,47.00461888895944,47.224758182241686,1747800.0,,,,,
