Date,Close,High,Low,Open,Volume,"('Close', 'VG')","('High', 'VG')","('Low', 'VG')","('Open', 'VG')","('Volume', 'VG')"
2025-01-24,23.90052795410156,23.90052795410156,23.90052795410156,23.90052795410156,0.0,,,,,
2025-01-27,19.84739875793457,19.84739875793457,19.84739875793457,19.84739875793457,0.0,,,,,
2025-01-28,19.9171085357666,19.9171085357666,19.9171085357666,19.9171085357666,0.0,,,,,
2025-01-29,19.8673152923584,19.8673152923584,19.8673152923584,19.8673152923584,0.0,,,,,
2025-01-30,20.2955322265625,22.04823795938673,19.937025574001783,20.106321068065583,13507500.0,,,,,
2025-01-31,20.365243911743164,20.8631716171702,20.00673535601379,20.57437263628966,2876300.0,,,,,
2025-02-03,21.35114097595215,21.620020498788765,20.1162804692448,20.195948827759995,6271700.0,,,,,
2025-02-04,20.365243911743164,21.41089133336256,20.195948415920235,21.390973769279046,4508100.0,,,,,
2025-02-05,19.598432540893555,20.50466070883922,19.319592374047488,20.36524157513781,4905300.0,,,,,
2025-02-06,17.40755271911621,19.86731688339892,16.620827905440326,19.588476675057198,18900800.0,,,,,
2025-02-07,17.467304229736328,17.52705502053073,15.93368603694732,17.467304229736328,11350900.0,,,,,
2025-02-10,17.138669967651367,17.726224786593278,16.810037772263804,17.58680564292685,3678900.0,,,,,
2025-02-11,16.43161392211914,17.825811087137534,16.43161392211914,16.989292408237816,3999000.0,,,,,
2025-02-12,15.166876792907717,16.371862775432234,14.81832798407553,16.09302258870046,11960300.0,,,,,
2025-02-13,15.226628303527832,15.97352076771239,14.68886645110342,15.216669522068456,7961300.0,,,,,
2025-02-14,15.89385223388672,16.48140612256031,15.077251109186376,15.38596575157331,5398700.0,,,,,
2025-02-18,16.859830856323242,17.278090166324198,16.08306302362339,16.431612765198064,8176200.0,,,,,
2025-02-19,16.043230056762695,17.377676357792073,15.664803965725122,17.29800800695942,6466200.0,,,,,
2025-02-20,16.471446990966797,16.9394982816074,15.605052074865146,16.14281293012848,5140500.0,,,,,
2025-02-21,15.306296348571776,16.720411946607175,15.20671138514167,16.71045316534767,4606700.0,,,,,
2025-02-24,15.117084503173828,15.933685585520838,15.117084503173828,15.535343825771484,2636200.0,,,,,
2025-02-25,14.051518440246582,15.27642099661354,13.812513387689693,15.137000907761191,7137500.0,,,,,
2025-02-26,14.141146659851074,15.10712667537186,13.87226619247787,14.310442155861576,5108600.0,,,,,
2025-02-27,13.862306594848633,14.738659419778337,13.842389031914886,14.459820186757598,4377400.0,,,,,
2025-02-28,15.027458190917969,15.893852278004864,13.673094234322772,13.96189321307346,7150700.0,,,,,
2025-03-03,13.852347373962402,15.83409923636541,13.822471980231152,15.156918263367777,5460100.0,,,,,
