Date,Close,High,Low,Open,Volume,"('Close', 'CANF')","('High', 'CANF')","('Low', 'CANF')","('Open', 'CANF')","('Volume', 'CANF')"
2024-06-03,2.4100000858306885,2.5,2.299999952316284,2.390000104904175,46200.0,,,,,
2024-06-04,2.6700000762939453,2.720000028610229,2.309999942779541,2.380000114440918,102900.0,,,,,
2024-06-05,2.569999933242798,2.6600000858306885,2.5,2.5999999046325684,118000.0,,,,,
2024-06-06,2.559999942779541,2.5899999141693115,2.3499999046325684,2.539999961853028,61200.0,,,,,
2024-06-07,2.470000028610229,2.559999942779541,2.400000095367432,2.509999990463257,39800.0,,,,,
2024-06-10,2.5299999713897705,2.5899999141693115,2.4100000858306885,2.5,64500.0,,,,,
2024-06-11,2.759999990463257,2.8499999046325684,2.5199999809265137,2.549999952316284,141100.0,,,,,
2024-06-12,3.140000104904175,3.299999952316284,2.8299999237060547,2.8299999237060547,335100.0,,,,,
2024-06-13,3.630000114440918,3.849999904632568,3.0,3.0999999046325684,298400.0,,,,,
2024-06-14,3.3499999046325684,4.480000019073486,3.0999999046325684,3.759999990463257,677300.0,,,,,
2024-06-17,3.2100000381469727,3.359999895095825,3.200000047683716,3.359999895095825,134500.0,,,,,
2024-06-18,2.7300000190734863,3.059999942779541,2.609999895095825,3.0,208700.0,,,,,
2024-06-20,2.7100000381469727,2.8399999141693115,2.650000095367432,2.720000028610229,64300.0,,,,,
2024-06-21,2.7300000190734863,2.7799999713897705,2.619999885559082,2.7699999809265137,39800.0,,,,,
2024-06-24,2.869999885559082,2.970000028610229,2.759999990463257,2.940000057220459,63800.0,,,,,
2024-06-25,2.8399999141693115,3.0199999809265137,2.75,2.9100000858306885,65600.0,,,,,
2024-06-26,2.650000095367432,2.8399999141693115,2.609999895095825,2.809999942779541,62700.0,,,,,
2024-06-27,2.559999942779541,2.740000009536743,2.549999952316284,2.6700000762939453,46700.0,,,,,
2024-06-28,2.5799999237060547,2.690000057220459,2.549999952316284,2.5999999046325684,89800.0,,,,,
2024-07-01,2.609999895095825,2.7100000381469727,2.549999952316284,2.6600000858306885,41900.0,,,,,
2024-07-02,2.400000095367432,2.7300000190734863,2.299999952316284,2.7300000190734863,93400.0,,,,,
2024-07-03,2.4200000762939453,2.4800000190734863,2.359999895095825,2.390000104904175,21700.0,,,,,
2024-07-05,2.4200000762939453,2.440000057220459,2.299999952316284,2.4200000762939453,28100.0,,,,,
2024-07-08,2.5799999237060547,2.6600000858306885,2.4200000762939453,2.490000009536743,98000.0,,,,,
2024-07-09,2.9600000381469727,3.049999952316284,2.609999895095825,2.609999895095825,211100.0,,,,,
2024-07-10,3.1600000858306885,3.220000028610229,2.8299999237060547,2.990000009536743,83600.0,,,,,
2024-07-11,3.259999990463257,3.3399999141693115,3.0199999809265137,3.190000057220459,122100.0,,,,,
2024-07-12,3.470000028610229,3.549999952316284,3.1600000858306885,3.309999942779541,116400.0,,,,,
2024-07-15,3.369999885559082,3.569999933242798,3.180000066757202,3.470000028610229,163700.0,,,,,
2024-07-16,3.660000085830689,3.7799999713897705,3.380000114440918,3.440000057220459,161000.0,,,,,
2024-07-17,3.640000104904175,3.7799999713897705,3.609999895095825,3.630000114440918,113700.0,,,,,
2024-07-18,3.900000095367432,4.119999885559082,3.640000104904175,3.650000095367432,188400.0,,,,,
2024-07-19,4.5,4.559999942779541,3.869999885559082,3.890000104904175,177700.0,,,,,
2024-07-22,3.809999942779541,4.690000057220459,3.75,4.550000190734863,321500.0,,,,,
2024-07-23,3.609999895095825,4.090000152587891,3.4800000190734863,3.849999904632568,213700.0,,,,,
2024-07-24,3.690000057220459,3.869999885559082,3.390000104904175,3.680000066757202,155900.0,,,,,
2024-07-25,3.5199999809265137,3.920000076293945,3.3499999046325684,3.819999933242798,195100.0,,,,,
2024-07-26,3.7100000381469727,3.859999895095825,3.5,3.559999942779541,133100.0,,,,,
2024-07-29,3.220000028610229,3.7100000381469727,3.1700000762939453,3.700000047683716,129600.0,,,,,
2024-07-30,3.299999952316284,3.3299999237060547,3.0999999046325684,3.190000057220459,47600.0,,,,,
2024-07-31,3.190000057220459,3.3299999237060547,2.9800000190734863,3.240000009536743,108200.0,,,,,
2024-08-01,3.069999933242798,3.240000009536743,2.990000009536743,3.240000009536743,74700.0,,,,,
2024-08-02,3.150000095367432,3.2100000381469727,2.930000066757202,3.009999990463257,74100.0,,,,,
2024-08-05,2.7300000190734863,2.940000057220459,2.640000104904175,2.819999933242798,76200.0,,,,,
2024-08-06,2.630000114440918,2.950000047683716,2.490000009536743,2.900000095367432,163000.0,,,,,
2024-08-07,2.400000095367432,2.680000066757202,2.299999952316284,2.630000114440918,128900.0,,,,,
2024-08-08,2.700000047683716,2.880000114440918,2.400000095367432,2.4100000858306885,91900.0,,,,,
2024-08-09,2.619999885559082,2.75,2.5,2.680000066757202,64800.0,,,,,
2024-08-12,2.470000028610229,2.789999961853028,2.4600000381469727,2.6600000858306885,70000.0,,,,,
2024-08-13,2.549999952316284,2.720000028610229,2.450000047683716,2.650000095367432,41100.0,,,,,
2024-08-14,2.559999942779541,2.680000066757202,2.430000066757202,2.5799999237060547,75300.0,,,,,
2024-08-15,2.5999999046325684,2.720000028610229,2.430000066757202,2.619999885559082,93500.0,,,,,
2024-08-16,2.5299999713897705,2.720000028610229,2.430000066757202,2.539999961853028,66700.0,,,,,
2024-08-19,2.430000066757202,2.5999999046325684,2.380000114440918,2.549999952316284,107900.0,,,,,
2024-08-20,2.3399999141693115,2.490000009536743,2.259999990463257,2.450000047683716,44700.0,,,,,
2024-08-21,2.309999942779541,2.4600000381469727,2.240000009536743,2.309999942779541,56300.0,,,,,
2024-08-22,2.2100000381469727,2.440000057220459,2.180000066757202,2.359999895095825,63600.0,,,,,
2024-08-23,2.369999885559082,2.470000028610229,2.240000009536743,2.240000009536743,48300.0,,,,,
2024-08-26,2.400000095367432,2.470000028610229,2.190000057220459,2.380000114440918,56000.0,,,,,
2024-08-27,2.299999952316284,2.440000057220459,2.220000028610229,2.440000057220459,70100.0,,,,,
2024-08-28,2.309999942779541,2.380000114440918,2.240000009536743,2.2799999713897705,13400.0,,,,,
2024-08-29,2.25,2.450000047683716,2.25,2.400000095367432,38600.0,,,,,
2024-08-30,2.220000028610229,2.359999895095825,2.0999999046325684,2.25,117500.0,,,,,
2024-09-03,2.220000028610229,2.4200000762939453,2.0899999141693115,2.2100000381469727,168900.0,,,,,
2024-09-04,2.3399999141693115,2.430000066757202,2.200000047683716,2.2699999809265137,111100.0,,,,,
2024-09-05,2.3299999237060547,2.380000114440918,2.200000047683716,2.3399999141693115,28600.0,,,,,
2024-09-06,2.319999933242798,2.4100000858306885,2.200000047683716,2.400000095367432,106400.0,,,,,
2024-09-09,2.25,2.430000066757202,2.150000095367432,2.299999952316284,109500.0,,,,,
2024-09-10,2.3299999237060547,2.390000104904175,2.190000057220459,2.2699999809265137,85700.0,,,,,
2024-09-11,2.299999952316284,2.369999885559082,2.200000047683716,2.369999885559082,110500.0,,,,,
2024-09-12,2.440000057220459,2.440000057220459,2.2300000190734863,2.3399999141693115,88100.0,,,,,
2024-09-13,2.400000095367432,2.5,2.259999990463257,2.4100000858306885,118200.0,,,,,
2024-09-16,2.359999895095825,2.4600000381469727,2.2300000190734863,2.4600000381469727,111500.0,,,,,
2024-09-17,2.140000104904175,2.4200000762939453,2.059999942779541,2.3399999141693115,104100.0,,,,,
2024-09-18,2.150000095367432,2.2100000381469727,2.069999933242798,2.1700000762939453,41200.0,,,,,
2024-09-19,2.0199999809265137,2.1600000858306885,2.0,2.1600000858306885,98500.0,,,,,
2024-09-20,1.9800000190734863,2.130000114440918,1.870000004768372,2.049999952316284,122800.0,,,,,
2024-09-23,2.039999961853028,2.109999895095825,1.9600000381469729,2.0,131200.0,,,,,
2024-09-24,2.039999961853028,2.200000047683716,1.950000047683716,2.0899999141693115,841800.0,,,,,
2024-09-25,2.0299999713897705,2.0799999237060547,1.950000047683716,2.039999961853028,76000.0,,,,,
2024-09-26,2.049999952316284,2.0799999237060547,1.950000047683716,2.0799999237060547,89100.0,,,,,
2024-09-27,2.0199999809265137,2.049999952316284,1.9900000095367432,2.049999952316284,12900.0,,,,,
2024-09-30,2.009999990463257,2.039999961853028,1.9800000190734863,2.009999990463257,28000.0,,,,,
2024-10-01,1.950000047683716,2.0799999237060547,1.909999966621399,2.0299999713897705,70100.0,,,,,
2024-10-02,1.9600000381469729,1.9600000381469729,1.909999966621399,1.950000047683716,37400.0,,,,,
2024-10-03,1.950000047683716,2.039999961853028,1.909999966621399,2.0,30700.0,,,,,
2024-10-04,1.9700000286102293,2.0299999713897705,1.909999966621399,1.9700000286102293,29200.0,,,,,
2024-10-07,2.0,2.039999961853028,1.940000057220459,2.0,32500.0,,,,,
2024-10-08,2.039999961853028,2.259999990463257,2.0,2.009999990463257,230600.0,,,,,
2024-10-09,2.3499999046325684,2.549999952316284,2.0999999046325684,2.150000095367432,435400.0,,,,,
2024-10-10,2.25,2.359999895095825,2.190000057220459,2.309999942779541,101800.0,,,,,
2024-10-11,2.4600000381469727,2.4800000190734863,2.200000047683716,2.2799999713897705,82000.0,,,,,
2024-10-14,2.5199999809265137,2.5299999713897705,2.309999942779541,2.450000047683716,52200.0,,,,,
2024-10-15,2.75,2.75,2.4100000858306885,2.509999990463257,301300.0,,,,,
2024-10-16,2.700000047683716,2.8399999141693115,2.640000104904175,2.75,125500.0,,,,,
2024-10-17,2.700000047683716,2.799999952316284,2.4800000190734863,2.700000047683716,78300.0,,,,,
2024-10-18,2.869999885559082,2.950000047683716,2.640000104904175,2.7300000190734863,153100.0,,,,,
2024-10-21,2.930000066757202,3.119999885559082,2.7100000381469727,2.890000104904175,171800.0,,,,,
2024-10-22,2.819999933242798,3.0199999809265137,2.7300000190734863,2.930000066757202,59500.0,,,,,
2024-10-23,2.650000095367432,2.789999961853028,2.549999952316284,2.789999961853028,52500.0,,,,,
2024-10-24,2.509999990463257,2.75,2.4100000858306885,2.740000009536743,71600.0,,,,,
2024-10-25,2.5299999713897705,2.740000009536743,2.430000066757202,2.549999952316284,41600.0,,,,,
2024-10-28,2.4100000858306885,2.549999952316284,2.319999933242798,2.549999952316284,68500.0,,,,,
2024-10-29,2.319999933242798,2.390000104904175,2.299999952316284,2.390000104904175,37000.0,,,,,
2024-10-30,2.2699999809265137,2.3299999237060547,2.150000095367432,2.289999961853028,42500.0,,,,,
2024-10-31,2.150000095367432,2.289999961853028,2.150000095367432,2.200000047683716,55300.0,,,,,
2024-11-01,2.1600000858306885,2.25,2.039999961853028,2.200000047683716,31600.0,,,,,
2024-11-04,2.150000095367432,2.5,2.069999933242798,2.190000057220459,155600.0,,,,,
2024-11-05,2.190000057220459,2.2799999713897705,2.0999999046325684,2.190000057220459,31400.0,,,,,
2024-11-06,2.190000057220459,2.25,2.039999961853028,2.200000047683716,62600.0,,,,,
2024-11-07,2.049999952316284,2.380000114440918,2.049999952316284,2.180000066757202,93000.0,,,,,
2024-11-08,2.119999885559082,2.190000057220459,2.049999952316284,2.109999895095825,47100.0,,,,,
2024-11-11,2.109999895095825,2.220000028610229,2.0899999141693115,2.0999999046325684,73700.0,,,,,
2024-11-12,2.0799999237060547,2.200000047683716,2.0299999713897705,2.0999999046325684,52500.0,,,,,
2024-11-13,2.069999933242798,2.2100000381469727,2.0299999713897705,2.109999895095825,87600.0,,,,,
2024-11-14,1.9900000095367432,2.140000104904175,1.9800000190734863,2.059999942779541,49200.0,,,,,
2024-11-15,1.9600000381469729,2.0799999237060547,1.9299999475479128,2.0,60700.0,,,,,
2024-11-18,2.0,2.109999895095825,1.9900000095367432,2.0,89800.0,,,,,
2024-11-19,2.0299999713897705,2.109999895095825,1.9600000381469729,2.0199999809265137,60700.0,,,,,
2024-11-20,2.009999990463257,2.0899999141693115,1.899999976158142,2.049999952316284,95600.0,,,,,
2024-11-21,1.9700000286102293,2.039999961853028,1.9700000286102293,2.0199999809265137,53900.0,,,,,
2024-11-22,1.9600000381469729,2.0199999809265137,1.899999976158142,2.0,99400.0,,,,,
2024-11-25,2.109999895095825,2.140000104904175,1.9800000190734863,2.0,99900.0,,,,,
2024-11-26,2.049999952316284,2.0999999046325684,1.9700000286102293,2.0799999237060547,92800.0,,,,,
2024-11-27,2.0999999046325684,2.25,2.069999933242798,2.0999999046325684,86200.0,,,,,
2024-11-29,2.200000047683716,2.2799999713897705,2.140000104904175,2.200000047683716,39300.0,,,,,
2024-12-02,2.1700000762939453,2.3499999046325684,2.039999961853028,2.240000009536743,125400.0,,,,,
2024-12-03,1.9900000095367432,2.3499999046325684,1.9900000095367432,2.2699999809265137,178100.0,,,,,
2024-12-04,1.590000033378601,2.0199999809265137,1.2899999618530271,1.9800000190734863,17914500.0,,,,,
2024-12-05,1.5299999713897705,1.6299999952316284,1.5,1.6200000047683716,945100.0,,,,,
2024-12-06,1.6100000143051147,1.6200000047683716,1.4199999570846558,1.5700000524520874,884200.0,,,,,
2024-12-09,1.5800000429153442,1.600000023841858,1.5299999713897705,1.5499999523162842,432100.0,,,,,
2024-12-10,1.600000023841858,1.600000023841858,1.5,1.559999942779541,381500.0,,,,,
2024-12-11,1.6200000047683716,1.6699999570846558,1.5299999713897705,1.600000023841858,397100.0,,,,,
2024-12-12,1.6299999952316284,1.7200000286102295,1.5800000429153442,1.6100000143051147,549900.0,,,,,
2024-12-13,1.5800000429153442,1.6100000143051147,1.5099999904632568,1.600000023841858,186600.0,,,,,
2024-12-16,1.5099999904632568,1.5800000429153442,1.4800000190734863,1.5499999523162842,243100.0,,,,,
2024-12-17,1.4199999570846558,1.4700000286102295,1.350000023841858,1.4700000286102295,397800.0,,,,,
2024-12-18,1.3300000429153442,1.409999966621399,1.2999999523162842,1.409999966621399,233200.0,,,,,
2024-12-19,1.440000057220459,1.4500000476837158,1.350000023841858,1.409999966621399,285900.0,,,,,
2024-12-20,1.4800000190734863,1.5,1.4199999570846558,1.4199999570846558,213300.0,,,,,
2024-12-23,1.4600000381469729,1.5399999618530271,1.4500000476837158,1.4700000286102295,88200.0,,,,,
2024-12-24,1.4299999475479126,1.4900000095367432,1.409999966621399,1.4500000476837158,102800.0,,,,,
2024-12-26,1.5199999809265137,1.5399999618530271,1.4299999475479126,1.4299999475479126,199300.0,,,,,
2024-12-27,1.5800000429153442,1.5800000429153442,1.4900000095367432,1.5099999904632568,92600.0,,,,,
2024-12-30,1.5399999618530271,1.600000023841858,1.5099999904632568,1.5800000429153442,173500.0,,,,,
