Date,Close,High,Low,Open,Volume,"('Close', 'ACHC')","('High', 'ACHC')","('Low', 'ACHC')","('Open', 'ACHC')","('Volume', 'ACHC')"
2024-06-03,68.51000213623047,69.87999725341797,68.30000305175781,69.12000274658203,784400.0,,,,,
2024-06-04,70.0999984741211,70.33999633789062,67.91999816894531,68.41999816894531,1123200.0,,,,,
2024-06-05,71.26000213623047,71.61000061035156,70.02999877929688,70.37000274658203,848200.0,,,,,
2024-06-06,71.77999877929688,72.5,71.08000183105469,71.2300033569336,1132500.0,,,,,
2024-06-07,69.41999816894531,71.47000122070312,69.2699966430664,71.47000122070312,714000.0,,,,,
2024-06-10,69.58999633789062,69.87999725341797,68.22000122070312,68.83000183105469,578200.0,,,,,
2024-06-11,68.51000213623047,69.4000015258789,68.05000305175781,69.4000015258789,503900.0,,,,,
2024-06-12,67.80999755859375,69.72000122070312,67.75,68.80000305175781,490300.0,,,,,
2024-06-13,66.33999633789062,67.55000305175781,66.22000122070312,67.55000305175781,795000.0,,,,,
2024-06-14,65.4000015258789,66.05000305175781,64.66999816894531,66.0,909500.0,,,,,
2024-06-17,65.80000305175781,65.86000061035156,64.87000274658203,65.11000061035156,785200.0,,,,,
2024-06-18,68.29000091552734,69.01000213623047,65.73999786376953,66.01000213623047,956100.0,,,,,
2024-06-20,67.5999984741211,69.55000305175781,67.45999908447266,68.29000091552734,968500.0,,,,,
2024-06-21,68.62000274658203,69.41999816894531,67.36000061035156,67.87000274658203,1081100.0,,,,,
2024-06-24,68.80000305175781,69.13999938964844,67.7300033569336,68.83000183105469,759700.0,,,,,
2024-06-25,67.47000122070312,69.18000030517578,66.0,68.80000305175781,587400.0,,,,,
2024-06-26,67.08000183105469,67.30999755859375,66.0,67.12000274658203,593900.0,,,,,
2024-06-27,68.04000091552734,68.05999755859375,66.2300033569336,67.02999877929688,655500.0,,,,,
2024-06-28,67.54000091552734,68.5,66.41000366210938,68.05999755859375,1071300.0,,,,,
2024-07-01,67.01000213623047,68.41000366210938,66.94999694824219,67.52999877929688,674400.0,,,,,
2024-07-02,66.12000274658203,67.0,65.2699966430664,66.98999786376953,663000.0,,,,,
2024-07-03,66.73999786376953,67.06999969482422,65.72000122070312,66.63999938964844,344400.0,,,,,
2024-07-05,65.93000030517578,67.0,65.47000122070312,66.69000244140625,361900.0,,,,,
2024-07-08,65.63999938964844,66.62999725341797,64.98999786376953,65.97000122070312,664400.0,,,,,
2024-07-09,65.43000030517578,65.93000030517578,64.66000366210938,65.56999969482422,668600.0,,,,,
2024-07-10,64.16000366210938,66.11000061035156,64.11000061035156,65.44999694824219,1171500.0,,,,,
2024-07-11,67.11000061035156,67.16000366210938,64.33000183105469,64.56999969482422,871300.0,,,,,
2024-07-12,67.19000244140625,68.87000274658203,67.16000366210938,67.36000061035156,717400.0,,,,,
2024-07-15,65.18000030517578,67.06999969482422,64.86000061035156,66.9800033569336,873800.0,,,,,
2024-07-16,68.4800033569336,68.54000091552734,64.72000122070312,65.47000122070312,1194000.0,,,,,
2024-07-17,67.2300033569336,69.83000183105469,67.13999938964844,68.45999908447266,1006100.0,,,,,
2024-07-18,66.44000244140625,68.9000015258789,66.37999725341797,67.25,457000.0,,,,,
2024-07-19,65.16000366210938,66.48999786376953,64.91000366210938,66.48999786376953,536600.0,,,,,
2024-07-22,65.3499984741211,65.81999969482422,64.52999877929688,65.37999725341797,737000.0,,,,,
2024-07-23,65.6500015258789,67.02999877929688,65.20999908447266,65.73999786376953,1004000.0,,,,,
