Date,Close,High,Low,Open,Volume,"('Close', 'DNLI')","('High', 'DNLI')","('Low', 'DNLI')","('Open', 'DNLI')","('Volume', 'DNLI')"
2024-06-03,20.3799991607666,20.420000076293945,18.809999465942383,18.90999984741211,1447700.0,,,,,
2024-06-04,20.670000076293945,21.450000762939453,20.15999984741211,20.31999969482422,1290900.0,,,,,
2024-06-05,21.850000381469727,22.040000915527344,20.649999618530277,20.8799991607666,1345800.0,,,,,
2024-06-06,21.309999465942383,22.0,21.280000686645508,21.729999542236328,988600.0,,,,,
2024-06-07,20.770000457763672,20.979999542236328,20.21999931335449,20.81999969482422,792600.0,,,,,
2024-06-10,21.020000457763672,21.040000915527344,19.790000915527344,20.350000381469727,1042800.0,,,,,
2024-06-11,21.600000381469727,21.81999969482422,20.61000061035156,20.700000762939453,978700.0,,,,,
2024-06-12,21.540000915527344,22.81999969482422,21.540000915527344,22.13999938964844,2870900.0,,,,,
2024-06-13,22.1200008392334,22.299999237060547,21.5,21.71999931335449,931100.0,,,,,
2024-06-14,20.729999542236328,21.82999992370605,20.40999984741211,21.709999084472656,1047500.0,,,,,
2024-06-17,20.479999542236328,20.899999618530277,19.73500061035156,20.479999542236328,1235100.0,,,,,
2024-06-18,20.6200008392334,20.881000518798828,20.06999969482422,20.559999465942383,928700.0,,,,,
2024-06-20,21.399999618530277,21.670000076293945,20.200000762939453,20.459999084472656,1127300.0,,,,,
2024-06-21,22.6299991607666,22.739999771118164,21.6200008392334,21.6200008392334,5203900.0,,,,,
2024-06-24,22.90999984741211,23.8700008392334,22.670000076293945,22.739999771118164,1203800.0,,,,,
2024-06-25,22.38999938964844,23.059999465942383,22.229999542236328,22.739999771118164,825200.0,,,,,
2024-06-26,22.0,22.40999984741211,21.649999618530277,22.290000915527344,716600.0,,,,,
2024-06-27,22.96999931335449,23.40999984741211,21.61000061035156,22.020000457763672,1358300.0,,,,,
2024-06-28,23.21999931335449,23.350000381469727,21.959999084472656,23.030000686645508,4105900.0,,,,,
2024-07-01,22.01000022888184,23.1200008392334,21.81100082397461,23.01000022888184,1246700.0,,,,,
2024-07-02,21.739999771118164,22.190000534057617,21.36000061035156,21.96999931335449,1315200.0,,,,,
2024-07-03,21.299999237060547,22.270000457763672,21.290000915527344,21.96999931335449,491600.0,,,,,
2024-07-05,21.13999938964844,21.31999969482422,20.82999992370605,21.059999465942383,471300.0,,,,,
2024-07-08,21.190000534057617,21.780000686645508,21.11000061035156,21.3799991607666,839100.0,,,,,
2024-07-09,20.959999084472656,21.200000762939453,20.43000030517578,21.1200008392334,712400.0,,,,,
2024-07-10,21.649999618530277,21.88500022888184,20.989999771118164,21.309999465942383,2213300.0,,,,,
2024-07-11,23.09000015258789,23.420000076293945,22.040000915527344,22.46999931335449,987300.0,,,,,
2024-07-12,22.86000061035156,23.6299991607666,22.61000061035156,23.6299991607666,735700.0,,,,,
2024-07-15,23.32999992370605,23.450000762939453,22.75,22.950000762939453,1155800.0,,,,,
2024-07-16,23.940000534057617,24.06999969482422,23.38999938964844,23.65999984741211,1197700.0,,,,,
2024-07-17,23.01000022888184,24.100000381469727,22.850000381469727,23.709999084472656,722800.0,,,,,
2024-07-18,21.780000686645508,23.170000076293945,21.670000076293945,22.71999931335449,825000.0,,,,,
2024-07-19,21.459999084472656,22.149999618530277,21.229999542236328,21.88999938964844,627300.0,,,,,
2024-07-22,23.530000686645508,23.700000762939453,21.25,21.6200008392334,3221900.0,,,,,
2024-07-23,23.8799991607666,24.059999465942383,23.13999938964844,23.3799991607666,884500.0,,,,,
2024-07-24,23.61000061035156,24.01000022888184,23.26000022888184,23.549999237060547,795000.0,,,,,
2024-07-25,24.09000015258789,24.799999237060547,23.450000762939453,23.780000686645508,894100.0,,,,,
2024-07-26,24.100000381469727,24.8799991607666,23.86000061035156,24.670000076293945,543100.0,,,,,
2024-07-29,24.3799991607666,25.100000381469727,23.864999771118164,24.1200008392334,975000.0,,,,,
2024-07-30,24.209999084472656,24.799999237060547,23.989999771118164,24.399999618530277,616100.0,,,,,
2024-07-31,24.3700008392334,25.239999771118164,24.020000457763672,24.5,769400.0,,,,,
2024-08-01,23.32999992370605,24.56999969482422,22.6200008392334,23.799999237060547,1410900.0,,,,,
