Date,Close,High,Low,Open,Volume,"('Close', 'DJT')","('High', 'DJT')","('Low', 'DJT')","('Open', 'DJT')","('Volume', 'DJT')"
2024-06-03,46.7400016784668,50.619998931884766,46.5,49.13999938964844,2580800.0,,,,,
2024-06-04,45.4900016784668,46.9900016784668,44.70000076293945,46.810001373291016,2659800.0,,,,,
2024-06-05,46.75,47.0,44.880001068115234,45.7400016784668,2116300.0,,,,,
2024-06-06,46.02000045776367,47.20000076293945,45.48500061035156,46.09999847412109,1460400.0,,,,,
2024-06-07,44.59000015258789,46.0,44.46599960327149,45.400001525878906,1913000.0,,,,,
2024-06-10,42.09000015258789,46.68999862670898,41.060001373291016,44.75,5426400.0,,,,,
2024-06-11,39.310001373291016,42.4900016784668,38.5099983215332,41.59999847412109,3697700.0,,,,,
2024-06-12,40.93000030517578,41.2400016784668,39.70000076293945,39.90999984741211,2083400.0,,,,,
2024-06-13,39.93000030517578,41.66400146484375,39.02999877929688,41.0,2521600.0,,,,,
2024-06-14,37.04999923706055,40.02999877929688,36.61199951171875,38.84000015258789,3151600.0,,,,,
2024-06-17,34.720001220703125,37.0,34.5099983215332,36.68000030517578,4235700.0,,,,,
2024-06-18,31.309999465942383,34.97999954223633,30.030000686645508,34.02000045776367,10014000.0,,,,,
2024-06-20,26.75,29.368000030517575,26.1299991607666,28.76000022888184,13930000.0,,,,,
2024-06-21,27.65999984741211,28.209999084472656,24.82999992370605,27.309999465942383,15176400.0,,,,,
2024-06-24,33.52000045776367,36.09000015258789,28.68000030517578,29.709999084472656,23046000.0,,,,,
2024-06-25,36.369998931884766,37.59999847412109,33.20000076293945,36.720001220703125,17145900.0,,,,,
2024-06-26,39.25,39.41999816894531,33.70399856567383,34.900001525878906,12898100.0,,,,,
2024-06-27,36.72999954223633,40.540000915527344,36.15999984741211,38.869998931884766,12583500.0,,,,,
2024-06-28,32.75,39.93999862670898,31.549999237060547,39.77999877929688,29139800.0,,,,,
2024-07-01,33.08000183105469,34.58000183105469,31.0,33.29999923706055,9556600.0,,,,,
2024-07-02,31.729999542236328,33.08000183105469,31.31999969482422,32.22999954223633,4925600.0,,,,,
2024-07-03,31.100000381469727,32.900001525878906,31.100000381469727,31.149999618530277,4163000.0,,,,,
2024-07-05,29.170000076293945,30.59000015258789,28.700000762939453,30.48900032043457,6633600.0,,,,,
2024-07-08,30.31999969482422,31.3700008392334,28.989999771118164,29.11000061035156,5948100.0,,,,,
2024-07-09,29.899999618530277,31.420000076293945,29.6299991607666,30.790000915527344,4031000.0,,,,,
2024-07-10,28.799999237060547,30.375999450683597,28.43000030517578,30.01000022888184,4619600.0,,,,,
2024-07-11,29.86000061035156,30.309999465942383,28.981000900268555,29.13999938964844,4056500.0,,,,,
2024-07-12,30.88999938964844,31.549999237060547,30.11000061035156,30.520000457763672,4469700.0,,,,,
2024-07-15,40.58000183105469,46.27000045776367,38.060001373291016,46.20000076293945,80789400.0,,,,,
2024-07-16,36.88999938964844,38.720001220703125,35.900001525878906,36.43000030517578,17631000.0,,,,,
2024-07-17,36.43999862670898,39.20000076293945,35.810001373291016,36.47999954223633,11750600.0,,,,,
2024-07-18,37.380001068115234,37.630001068115234,35.54999923706055,36.77000045776367,8268300.0,,,,,
2024-07-19,34.9900016784668,37.20000076293945,34.11000061035156,37.0,8051500.0,,,,,
2024-07-22,34.70000076293945,35.77000045776367,33.25,35.279998779296875,7244900.0,,,,,
2024-07-23,32.90999984741211,34.0,32.439998626708984,33.68000030517578,4897000.0,,,,,
2024-07-24,30.6200008392334,32.34000015258789,30.3700008392334,32.0,5027200.0,,,,,
2024-07-25,31.049999237060547,31.57999992370605,29.75,30.030000686645508,4205600.0,,,,,
2024-07-26,31.450000762939453,31.450000762939453,30.26000022888184,30.8799991607666,2370400.0,,,,,
2024-07-29,30.149999618530277,31.03499984741211,29.6200008392334,30.989999771118164,3468300.0,,,,,
2024-07-30,28.780000686645508,30.25,28.420000076293945,29.86000061035156,3457700.0,,,,,
2024-07-31,28.739999771118164,29.285999298095703,28.549999237060547,28.709999084472656,2493700.0,,,,,
2024-08-01,27.200000762939453,29.059999465942383,26.899999618530277,28.700000762939453,3530800.0,,,,,
2024-08-02,29.209999084472656,29.459999084472656,25.8799991607666,26.280000686645508,6989900.0,,,,,
2024-08-05,26.979999542236328,27.875999450683597,25.399999618530277,25.5,3706000.0,,,,,
2024-08-06,27.11000061035156,27.65999984741211,26.6299991607666,27.0,2772100.0,,,,,
2024-08-07,25.71999931335449,27.15999984741211,25.200000762939453,27.0,3016500.0,,,,,
2024-08-08,26.34000015258789,26.65999984741211,25.100000381469727,25.71999931335449,2556200.0,,,,,
2024-08-09,26.209999084472656,26.5,25.959999084472656,26.5,1820200.0,,,,,
2024-08-12,24.8799991607666,27.18000030517578,24.200000762939453,25.420000076293945,6237200.0,,,,,
2024-08-13,23.979999542236328,24.700000762939453,23.209999084472656,24.01000022888184,6243800.0,,,,,
2024-08-14,23.96999931335449,24.190000534057617,23.32999992370605,23.799999237060547,2125300.0,,,,,
2024-08-15,23.56999969482422,25.049999237060547,23.43000030517578,24.059999465942383,4547300.0,,,,,
2024-08-16,23.059999465942383,23.940000534057617,23.0310001373291,23.71999931335449,4226200.0,,,,,
2024-08-19,22.239999771118164,23.1200008392334,22.18000030517578,23.100000381469727,4975200.0,,,,,
2024-08-20,21.415000915527344,22.38999938964844,21.32999992370605,22.200000762939453,3980000.0,,,,,
2024-08-21,24.200000762939453,24.82999992370605,21.420000076293945,21.5,12677900.0,,,,,
2024-08-22,22.700000762939453,25.07999992370605,22.670000076293945,24.93000030517578,6360000.0,,,,,
2024-08-23,22.809999465942383,23.56999969482422,22.25,22.8799991607666,7426600.0,,,,,
2024-08-26,21.71999931335449,23.149999618530277,21.65999984741211,23.0,4592700.0,,,,,
2024-08-27,20.989999771118164,21.75,20.90999984741211,21.75,4251300.0,,,,,
2024-08-28,20.100000381469727,20.729999542236328,19.3799991607666,20.61000061035156,5135400.0,,,,,
2024-08-29,19.84000015258789,21.09000015258789,19.739999771118164,20.3799991607666,4333700.0,,,,,
