Date,Close,High,Low,Open,Volume,"('Close', 'ORIS')","('High', 'ORIS')","('Low', 'ORIS')","('Open', 'ORIS')","('Volume', 'ORIS')"
2024-10-18,7.75,8.375,6.329999923706055,7.110000133514404,495300.0,,,,,
2024-10-21,8.739999771118164,8.8100004196167,6.989999771118164,7.099999904632568,296000.0,,,,,
2024-10-22,9.390000343322754,11.75,8.88599967956543,9.0,347100.0,,,,,
2024-10-23,8.119999885559082,9.619999885559082,7.5,9.350000381469728,323400.0,,,,,
2024-10-24,7.119999885559082,8.119999885559082,6.5,8.119999885559082,162200.0,,,,,
2024-10-25,7.349999904632568,7.5,6.670000076293945,7.170000076293945,29800.0,,,,,
2024-10-28,7.150000095367432,7.639999866485596,6.800000190734863,7.639999866485596,51400.0,,,,,
2024-10-29,7.409999847412109,7.679999828338623,6.699999809265137,6.820000171661377,285800.0,,,,,
2024-10-30,8.270000457763672,8.699999809265137,7.0,7.010000228881836,35100.0,,,,,
2024-10-31,8.050000190734863,8.430000305175781,7.71999979019165,8.079999923706055,127500.0,,,,,
2024-11-01,8.010000228881836,8.470000267028809,7.769999980926514,8.010000228881836,43300.0,,,,,
2024-11-04,7.151999950408936,8.40999984741211,7.150000095367432,7.949999809265137,66800.0,,,,,
2024-11-05,7.448999881744385,7.5,7.0,7.070000171661377,58300.0,,,,,
2024-11-06,7.300000190734863,7.889999866485596,7.0,7.889999866485596,30700.0,,,,,
2024-11-07,6.920000076293945,7.258999824523926,6.489999771118164,7.11299991607666,111800.0,,,,,
2024-11-08,6.75,7.260000228881836,6.300000190734863,6.710000038146973,49600.0,,,,,
2024-11-11,6.920000076293945,7.059999942779541,6.78000020980835,7.039999961853027,61900.0,,,,,
2024-11-12,5.639999866485596,9.5,4.800000190734863,6.949999809265137,568200.0,,,,,
2024-11-13,6.46999979019165,8.5,5.699999809265137,7.920000076293945,973600.0,,,,,
2024-11-14,6.340000152587891,7.5,5.96999979019165,7.0,785600.0,,,,,
2024-11-15,6.03000020980835,6.880000114440918,5.400000095367432,6.440000057220459,420800.0,,,,,
2024-11-18,6.130000114440918,6.420000076293945,5.670000076293945,5.670000076293945,108900.0,,,,,
2024-11-19,6.139999866485596,6.309999942779541,5.800000190734863,5.800000190734863,24300.0,,,,,
2024-11-20,6.730000019073486,6.800000190734863,6.019999980926514,6.360000133514404,297800.0,,,,,
2024-11-21,6.410999774932861,6.519999980926514,6.099999904632568,6.150000095367432,333200.0,,,,,
2024-11-22,6.150000095367432,6.449999809265137,6.150000095367432,6.28000020980835,50000.0,,,,,
2024-11-25,6.440000057220459,6.710000038146973,6.25,6.420000076293945,25200.0,,,,,
2024-11-26,6.736999988555908,6.889999866485596,6.234000205993652,6.309999942779541,261100.0,,,,,
2024-11-27,7.276000022888184,7.380000114440918,6.619999885559082,6.635000228881836,58400.0,,,,,
2024-11-29,6.739999771118164,7.592999935150146,6.599999904632568,7.28000020980835,151700.0,,,,,
2024-12-02,6.570000171661377,6.650000095367432,6.25,6.5,43800.0,,,,,
2024-12-03,11.949999809265137,11.949999809265137,5.5,6.860000133514404,1473600.0,,,,,
2024-12-04,8.010000228881836,9.479999542236328,7.289999961853027,7.599999904632568,675300.0,,,,,
2024-12-05,56.0099983215332,56.0099983215332,7.199999809265137,9.93000030517578,6506500.0,,,,,
2024-12-06,3.619999885559082,15.399999618530272,2.2699999809265137,14.5,27579700.0,,,,,
2024-12-09,2.7799999713897705,3.1700000762939453,2.7300000190734863,3.0899999141693115,4667400.0,,,,,
2024-12-10,2.2799999713897705,2.494999885559082,2.200000047683716,2.490000009536743,2057400.0,,,,,
2024-12-11,2.0999999046325684,2.490000009536743,2.009999990463257,2.3499999046325684,1825500.0,,,,,
2024-12-12,2.0999999046325684,2.309999942779541,2.0999999046325684,2.150000095367432,1328700.0,,,,,
2024-12-13,1.7899999618530271,2.095999956130981,1.6100000143051147,2.0299999713897705,1804100.0,,,,,
2024-12-16,1.6299999952316284,1.7799999713897705,1.6100000143051147,1.7200000286102295,776500.0,,,,,
2024-12-17,1.4600000381469729,1.600000023841858,1.4299999475479126,1.600000023841858,758100.0,,,,,
2024-12-18,1.3700000047683716,1.5399999618530271,1.2200000286102295,1.4700000286102295,969900.0,,,,,
2024-12-19,1.4600000381469729,1.6100000143051147,1.3300000429153442,1.3300000429153442,612800.0,,,,,
2024-12-20,1.409999966621399,1.5,1.3300000429153442,1.3300000429153442,341600.0,,,,,
2024-12-23,1.3799999952316284,1.4700000286102295,1.3799999952316284,1.3799999952316284,306900.0,,,,,
2024-12-24,1.5099999904632568,1.5499999523162842,1.4199999570846558,1.4700000286102295,279600.0,,,,,
2024-12-26,1.5199999809265137,1.600000023841858,1.4199999570846558,1.4199999570846558,476100.0,,,,,
2024-12-27,1.5099999904632568,1.6200000047683716,1.440000057220459,1.600000023841858,537600.0,,,,,
2024-12-30,1.4199999570846558,1.5800000429153442,1.3300000429153442,1.5800000429153442,363500.0,,,,,
2024-12-31,1.5299999713897705,1.600000023841858,1.3700000047683716,1.399999976158142,512400.0,,,,,
2025-01-02,2.1700000762939453,2.8499999046325684,1.9700000286102293,2.819999933242798,31119400.0,,,,,
2025-01-03,2.140000104904175,2.4600000381469727,2.0299999713897705,2.1700000762939453,2831100.0,,,,,
2025-01-06,1.850000023841858,2.0899999141693115,1.5,2.0799999237060547,1294800.0,,,,,
2025-01-07,1.7000000476837158,1.899999976158142,1.6299999952316284,1.8600000143051147,513800.0,,,,,
2025-01-08,1.6200000047683716,1.6299999952316284,1.5,1.590000033378601,671500.0,,,,,
2025-01-10,1.5499999523162842,1.7000000476837158,1.5099999904632568,1.690000057220459,213100.0,,,,,
2025-01-13,1.440000057220459,1.6100000143051147,1.159999966621399,1.5099999904632568,445700.0,,,,,
2025-01-14,1.6200000047683716,1.9600000381469729,1.399999976158142,1.5199999809265137,1999900.0,,,,,
2025-01-15,1.5399999618530271,1.649999976158142,1.4299999475479126,1.6100000143051147,487300.0,,,,,
2025-01-16,1.5700000524520874,1.6399999856948853,1.5499999523162842,1.559999942779541,203600.0,,,,,
2025-01-17,1.590000033378601,1.6200000047683716,1.559999942779541,1.559999942779541,184700.0,,,,,
2025-01-21,1.5199999809265137,1.6299999952316284,1.4800000190734863,1.6299999952316284,280700.0,,,,,
2025-01-22,1.440000057220459,1.5520000457763672,1.4199999570846558,1.5499999523162842,200300.0,,,,,
2025-01-23,1.3899999856948853,1.4800000190734863,1.3300000429153442,1.4299999475479126,203100.0,,,,,
2025-01-24,1.4199999570846558,1.440000057220459,1.350000023841858,1.4199999570846558,253900.0,,,,,
2025-01-27,1.3799999952316284,1.440000057220459,1.375,1.3899999856948853,194700.0,,,,,
2025-01-28,1.399999976158142,1.4299999475479126,1.350000023841858,1.3600000143051147,131300.0,,,,,
2025-01-29,1.350000023841858,1.4199999570846558,1.2999999523162842,1.3799999952316284,124900.0,,,,,
2025-01-30,1.350000023841858,1.3799999952316284,1.3300000429153442,1.3300000429153442,129200.0,,,,,
2025-01-31,1.3799999952316284,1.4600000381469729,1.340000033378601,1.3700000047683716,280000.0,,,,,
2025-02-03,1.2699999809265137,1.35099995136261,1.2300000190734863,1.2999999523162842,251200.0,,,,,
2025-02-04,1.2999999523162842,1.3200000524520874,1.2400000095367432,1.2699999809265137,157400.0,,,,,
2025-02-05,1.1950000524520874,1.2899999618530271,1.190000057220459,1.2899999618530271,250600.0,,,,,
2025-02-06,1.2100000381469729,1.25,1.1799999475479126,1.190000057220459,168600.0,,,,,
2025-02-07,1.1399999856948853,1.2699999809265137,1.1200000047683716,1.2300000190734863,266100.0,,,,,
2025-02-10,1.0399999618530271,1.0800000429153442,1.0,1.059999942779541,521900.0,,,,,
2025-02-11,0.9900000095367432,1.0490000247955322,0.949999988079071,1.0,182100.0,,,,,
2025-02-12,0.9900000095367432,1.0399999618530271,0.9359999895095824,0.9700000286102296,226700.0,,,,,
2025-02-13,1.0499999523162842,1.2000000476837158,0.9860000014305116,0.9860000014305116,271300.0,,,,,
2025-02-14,1.100000023841858,1.187999963760376,1.0299999713897705,1.0299999713897705,229500.0,,,,,
2025-02-18,1.0499999523162842,1.100000023841858,1.0099999904632568,1.0499999523162842,155200.0,,,,,
2025-02-19,1.1200000047683716,1.2000000476837158,1.0199999809265137,1.0199999809265137,197700.0,,,,,
2025-02-20,1.100000023841858,1.1399999856948853,1.0399999618530271,1.1399999856948853,57700.0,,,,,
2025-02-21,1.1200000047683716,1.1480000019073486,1.0800000429153442,1.100000023841858,2364400.0,,,,,
2025-02-24,1.3600000143051147,2.2799999713897705,1.3049999475479126,1.600000023841858,45900300.0,,,,,
2025-02-25,1.2899999618530271,1.2899999618530271,1.1100000143051147,1.2400000095367432,1298100.0,,,,,
2025-02-26,1.2599999904632568,1.3300000429153442,1.2000000476837158,1.25,370300.0,,,,,
2025-02-27,1.2000000476837158,1.3600000143051147,1.1799999475479126,1.1799999475479126,421100.0,,,,,
2025-02-28,1.2699999809265137,1.3200000524520874,1.149999976158142,1.2000000476837158,377100.0,,,,,
2025-03-03,1.25,1.3700000047683716,1.25,1.3300000429153442,306100.0,,,,,
2025-03-04,1.2799999713897705,1.2999999523162842,1.2000000476837158,1.25,128500.0,,,,,
2025-03-05,1.340000033378601,1.3799999952316284,1.2699999809265137,1.3200000524520874,199300.0,,,,,
2025-03-06,1.2799999713897705,1.3799999952316284,1.2200000286102295,1.3799999952316284,222500.0,,,,,
2025-03-07,1.309999942779541,1.350000023841858,1.2300000190734863,1.2300000190734863,112700.0,,,,,
2025-03-10,1.25,1.2899999618530271,1.2300000190734863,1.2599999904632568,221500.0,,,,,
2025-03-11,1.1699999570846558,1.2400000095367432,1.149999976158142,1.2000000476837158,181500.0,,,,,
