Date,Close,High,Low,Open,Volume,"('Close', 'STEC')","('High', 'STEC')","('Low', 'STEC')","('Open', 'STEC')","('Volume', 'STEC')"
2024-05-29,0.4199999868869781,0.5,0.3600000143051147,0.5,256600.0,,,,,
2024-05-30,0.3630000054836273,0.4149999916553497,0.3210000097751617,0.4149999916553497,371700.0,,,,,
2024-05-31,0.3510000109672546,0.3709999918937683,0.3199999928474426,0.3199999928474426,45800.0,,,,,
2024-06-03,0.6729999780654907,0.9490000009536744,0.324999988079071,0.3680000007152557,11072000.0,,,,,
2024-06-04,0.5910000205039978,0.7179999947547913,0.5299999713897705,0.578000009059906,1369200.0,,,,,
2024-06-05,0.6800000071525574,0.7870000004768372,0.5249999761581421,0.546999990940094,1272700.0,,,,,
2024-06-06,0.6000000238418579,0.6809999942779541,0.5799999833106995,0.6420000195503235,173100.0,,,,,
2024-06-07,0.4939999878406524,0.5370000004768372,0.4600000083446502,0.5220000147819519,226200.0,,,,,
2024-06-10,0.3860000073909759,0.4749999940395355,0.3770000040531158,0.421999990940094,150900.0,,,,,
2024-06-11,0.4589999914169311,0.4650000035762787,0.3700000047683716,0.3980000019073486,61100.0,,,,,
2024-06-12,0.4309999942779541,0.4679999947547912,0.4099999964237213,0.4679999947547912,20100.0,,,,,
2024-06-13,0.414000004529953,0.4239999949932098,0.3720000088214874,0.3720000088214874,58900.0,,,,,
2024-06-14,0.4099999964237213,0.4390000104904175,0.3860000073909759,0.3860000073909759,13200.0,,,,,
2024-06-17,0.4480000138282776,0.4569999873638153,0.4009999930858612,0.4110000133514404,35600.0,,,,,
2024-06-18,0.382999986410141,0.414000004529953,0.3790000081062317,0.402999997138977,52100.0,,,,,
2024-06-20,0.4079999923706054,0.4099999964237213,0.382999986410141,0.3869999945163727,13800.0,,,,,
2024-06-21,0.4099999964237213,0.4390000104904175,0.375,0.4099999964237213,40100.0,,,,,
2024-06-24,0.395000010728836,0.4289999902248382,0.375,0.414000004529953,47400.0,,,,,
2024-06-25,0.3919999897480011,0.4199999868869781,0.3910000026226043,0.4000000059604645,10400.0,,,,,
2024-06-26,0.3919999897480011,0.4189999997615814,0.3799999952316284,0.3799999952316284,13700.0,,,,,
2024-06-27,0.3910000026226043,0.4169999957084656,0.3899999856948852,0.4169999957084656,20400.0,,,,,
2024-06-28,0.3700000047683716,0.4149999916553497,0.3529999852180481,0.4149999916553497,53000.0,,,,,
2024-07-01,0.3420000076293945,0.3799999952316284,0.3409999907016754,0.375,37300.0,,,,,
2024-07-02,0.3009999990463257,0.3400000035762787,0.3009999990463257,0.3400000035762787,56400.0,,,,,
2024-07-03,0.3310000002384186,0.3569999933242798,0.3019999861717224,0.3100000023841858,65600.0,,,,,
2024-07-05,0.3149999976158142,0.3389999866485595,0.3079999983310699,0.3199999928474426,37400.0,,,,,
2024-07-08,0.3899999856948852,0.5,0.3149999976158142,0.3149999976158142,1004200.0,,,,,
2024-07-09,0.3700000047683716,0.3790000081062317,0.3409999907016754,0.3490000069141388,148000.0,,,,,
2024-07-10,0.3429999947547912,0.3740000128746032,0.3409999907016754,0.3610000014305115,57500.0,,,,,
2024-07-11,0.3470000028610229,0.3549999892711639,0.3300000131130218,0.3429999947547912,27800.0,,,,,
2024-07-12,0.3449999988079071,0.3499999940395355,0.3400000035762787,0.3499999940395355,25700.0,,,,,
2024-07-15,0.3409999907016754,0.3499999940395355,0.3400000035762787,0.3499999940395355,9400.0,,,,,
2024-07-16,0.3569999933242798,0.3569999933242798,0.3409999907016754,0.3569999933242798,11200.0,,,,,
2024-07-17,0.3689999878406524,0.3689999878406524,0.3449999988079071,0.356000006198883,23800.0,,,,,
2024-07-18,0.3689999878406524,0.3689999878406524,0.3540000021457672,0.3619999885559082,12200.0,,,,,
2024-07-19,0.3420000076293945,0.4099999964237213,0.3400000035762787,0.3689999878406524,59200.0,,,,,
