Date,Close,High,Low,Open,Volume,"('Close', 'DAVA')","('High', 'DAVA')","('Low', 'DAVA')","('Open', 'DAVA')","('Volume', 'DAVA')"
2024-06-03,26.07999992370605,27.3799991607666,26.06999969482422,27.3799991607666,646400.0,,,,,
2024-06-04,25.290000915527344,26.209999084472656,25.13999938964844,26.09000015258789,715400.0,,,,,
2024-06-05,26.26000022888184,26.51000022888184,25.51000022888184,25.65999984741211,697500.0,,,,,
2024-06-06,26.88999938964844,27.8799991607666,26.190000534057617,26.190000534057617,595900.0,,,,,
2024-06-07,26.239999771118164,27.309999465942383,26.239999771118164,26.6200008392334,694300.0,,,,,
2024-06-10,25.770000457763672,26.65999984741211,25.520000457763672,26.06999969482422,407700.0,,,,,
2024-06-11,25.65999984741211,26.06999969482422,25.350000381469727,26.0,462100.0,,,,,
2024-06-12,25.700000762939453,26.190000534057617,25.549999237060547,26.01000022888184,670200.0,,,,,
2024-06-13,25.61000061035156,26.229999542236328,25.56999969482422,25.82999992370605,297700.0,,,,,
2024-06-14,25.459999084472656,25.84000015258789,25.299999237060547,25.32999992370605,355800.0,,,,,
2024-06-17,24.729999542236328,25.51000022888184,24.6200008392334,25.299999237060547,709500.0,,,,,
2024-06-18,24.700000762939453,25.46999931335449,24.51000022888184,24.709999084472656,497700.0,,,,,
2024-06-20,27.46999931335449,27.549999237060547,25.0,25.15999984741211,613500.0,,,,,
2024-06-21,28.3700008392334,28.3700008392334,26.649999618530277,27.420000076293945,572800.0,,,,,
2024-06-24,28.309999465942383,29.059999465942383,28.1299991607666,28.3799991607666,681700.0,,,,,
2024-06-25,28.11000061035156,28.5,27.25,28.26000022888184,566300.0,,,,,
2024-06-26,28.479999542236328,28.540000915527344,27.600000381469727,27.75,355500.0,,,,,
2024-06-27,28.440000534057617,28.61000061035156,27.88999938964844,28.36000061035156,563700.0,,,,,
2024-06-28,29.239999771118164,29.280000686645508,28.549999237060547,28.61000061035156,648800.0,,,,,
2024-07-01,29.100000381469727,29.690000534057617,28.81999969482422,29.15999984741211,343900.0,,,,,
2024-07-02,29.959999084472656,30.06999969482422,29.0,29.149999618530277,394800.0,,,,,
2024-07-03,30.0,30.549999237060547,29.84000015258789,29.959999084472656,203800.0,,,,,
2024-07-05,29.459999084472656,30.11000061035156,29.459999084472656,29.8700008392334,296200.0,,,,,
2024-07-08,29.549999237060547,29.649999618530277,29.059999465942383,29.450000762939453,285200.0,,,,,
2024-07-09,29.15999984741211,29.549999237060547,29.059999465942383,29.32999992370605,419500.0,,,,,
2024-07-10,28.76000022888184,29.309999465942383,28.270000457763672,29.309999465942383,555200.0,,,,,
2024-07-11,29.34000015258789,30.1299991607666,29.1299991607666,29.200000762939453,252000.0,,,,,
2024-07-12,31.299999237060547,31.38999938964844,29.299999237060547,29.31999969482422,534900.0,,,,,
2024-07-15,32.02000045776367,32.04999923706055,31.15999984741211,31.5,425100.0,,,,,
2024-07-16,31.38999938964844,32.970001220703125,31.350000381469727,32.099998474121094,410200.0,,,,,
2024-07-17,32.0,32.220001220703125,30.770000457763672,31.01000022888184,427300.0,,,,,
2024-07-18,31.739999771118164,33.58000183105469,31.559999465942383,32.220001220703125,380300.0,,,,,
