Date,Close,High,Low,Open,Volume,"('Close', 'FEMY')","('High', 'FEMY')","('Low', 'FEMY')","('Open', 'FEMY')","('Volume', 'FEMY')"
2024-06-03,1.149999976158142,1.190000057220459,1.100000023841858,1.159999966621399,193100.0,,,,,
2024-06-04,1.1799999475479126,1.2300000190734863,1.1399999856948853,1.1399999856948853,143500.0,,,,,
2024-06-05,1.1100000143051147,1.2100000381469729,1.100000023841858,1.1799999475479126,157700.0,,,,,
2024-06-06,1.0499999523162842,1.149999976158142,1.0199999809265137,1.1399999856948853,284500.0,,,,,
2024-06-07,1.0399999618530271,1.0700000524520874,1.0299999713897705,1.0299999713897705,139600.0,,,,,
2024-06-10,1.090000033378601,1.1100000143051147,1.0199999809265137,1.0399999618530271,143200.0,,,,,
2024-06-11,1.0800000429153442,1.100000023841858,1.059999942779541,1.090000033378601,74400.0,,,,,
2024-06-12,1.0399999618530271,1.090000033378601,1.0199999809265137,1.0800000429153442,145400.0,,,,,
2024-06-13,1.0399999618530271,1.0700000524520874,1.0199999809265137,1.0199999809265137,48700.0,,,,,
2024-06-14,1.0149999856948853,1.0499999523162842,1.0,1.0499999523162842,78700.0,,,,,
2024-06-17,1.0099999904632568,1.0299999713897705,0.9900000095367432,1.0099999904632568,117200.0,,,,,
2024-06-18,0.9549999833106996,1.0099999904632568,0.9520000219345092,1.0099999904632568,199500.0,,,,,
2024-06-20,1.2699999809265137,1.3700000047683716,1.0099999904632568,1.0199999809265137,1554500.0,,,,,
2024-06-21,1.149999976158142,1.39900004863739,1.1100000143051147,1.309999942779541,583300.0,,,,,
2024-06-24,1.1699999570846558,1.2000000476837158,1.100000023841858,1.1399999856948853,127100.0,,,,,
2024-06-25,1.090000033378601,1.1699999570846558,1.0800000429153442,1.159999966621399,134800.0,,,,,
2024-06-26,1.0399999618530271,1.090000033378601,1.0299999713897705,1.0499999523162842,156900.0,,,,,
2024-06-27,1.149999976158142,1.2300000190734863,1.0700000524520874,1.0700000524520874,179300.0,,,,,
2024-06-28,1.1399999856948853,1.159999966621399,1.090000033378601,1.1399999856948853,87600.0,,,,,
2024-07-01,1.1699999570846558,1.2000000476837158,1.1399999856948853,1.1399999856948853,103400.0,,,,,
2024-07-02,1.1100000143051147,1.1699999570846558,1.100000023841858,1.1399999856948853,82700.0,,,,,
2024-07-03,1.100000023841858,1.1399999856948853,1.0800000429153442,1.1399999856948853,42700.0,,,,,
