Date,Close,High,Low,Open,Volume,"('Close', 'MNST')","('High', 'MNST')","('Low', 'MNST')","('Open', 'MNST')","('Volume', 'MNST')"
2024-06-03,51.88999938964844,52.09000015258789,51.400001525878906,51.810001373291016,26613800.0,,,,,
2024-06-04,52.18999862670898,52.27999877929688,51.5,51.83000183105469,26337600.0,,,,,
2024-06-05,52.0,52.5,51.7599983215332,52.18000030517578,36709500.0,,,,,
2024-06-06,52.45000076293945,53.900001525878906,51.91999816894531,53.88999938964844,35094400.0,,,,,
2024-06-07,52.68999862670898,52.72999954223633,52.02000045776367,52.2400016784668,18586500.0,,,,,
2024-06-10,51.0,52.540000915527344,50.77000045776367,52.34999847412109,20168200.0,,,,,
2024-06-11,51.15999984741211,51.2599983215332,50.33000183105469,50.93999862670898,16163500.0,,,,,
2024-06-12,49.77000045776367,51.2599983215332,49.18000030517578,51.08000183105469,27290100.0,,,,,
2024-06-13,48.720001220703125,49.4900016784668,48.54999923706055,49.380001068115234,14660700.0,,,,,
2024-06-14,48.02999877929688,48.810001373291016,47.66999816894531,48.47999954223633,10690800.0,,,,,
2024-06-17,49.130001068115234,49.34000015258789,47.630001068115234,47.84999847412109,8492300.0,,,,,
2024-06-18,48.41999816894531,49.02999877929688,48.27999877929688,49.0099983215332,9376700.0,,,,,
2024-06-20,48.68000030517578,49.06999969482422,48.34000015258789,48.43999862670898,8622000.0,,,,,
2024-06-21,49.09000015258789,49.56999969482422,48.900001525878906,48.900001525878906,16096500.0,,,,,
2024-06-24,49.4900016784668,49.790000915527344,48.90999984741211,49.02000045776367,9290000.0,,,,,
2024-06-25,50.13999938964844,50.34999847412109,49.5,49.5099983215332,7468800.0,,,,,
2024-06-26,50.459999084472656,50.88999938964844,49.54999923706055,49.650001525878906,6302700.0,,,,,
2024-06-27,50.56999969482422,50.709999084472656,50.27000045776367,50.4900016784668,4226700.0,,,,,
2024-06-28,49.95000076293945,50.59000015258789,49.900001525878906,50.400001525878906,11843300.0,,,,,
2024-07-01,49.900001525878906,50.22999954223633,49.58000183105469,50.040000915527344,4963700.0,,,,,
2024-07-02,49.34000015258789,49.970001220703125,49.130001068115234,49.970001220703125,6283100.0,,,,,
2024-07-03,49.15999984741211,49.65999984741211,49.060001373291016,49.20000076293945,4172700.0,,,,,
2024-07-05,49.75,49.83000183105469,48.970001220703125,49.09000015258789,6076700.0,,,,,
2024-07-08,50.18000030517578,50.290000915527344,49.470001220703125,49.59000015258789,6863200.0,,,,,
2024-07-09,49.79999923706055,50.20000076293945,49.650001525878906,50.18999862670898,5851600.0,,,,,
2024-07-10,49.84999847412109,49.88999938964844,49.209999084472656,49.83000183105469,4938200.0,,,,,
2024-07-11,50.27999877929688,50.790000915527344,49.68000030517578,49.7400016784668,6503400.0,,,,,
2024-07-12,50.83000183105469,51.13999938964844,50.47999954223633,50.5,5274100.0,,,,,
2024-07-15,49.86000061035156,50.68999862670898,49.68999862670898,50.5099983215332,5467400.0,,,,,
2024-07-16,50.4900016784668,50.59000015258789,49.59999847412109,49.810001373291016,4105900.0,,,,,
2024-07-17,50.720001220703125,51.47999954223633,50.56999969482422,50.970001220703125,5366400.0,,,,,
2024-07-18,51.0099983215332,51.66999816894531,50.47999954223633,50.54999923706055,6396200.0,,,,,
2024-07-19,50.88999938964844,51.18000030517578,50.47999954223633,51.09000015258789,4851000.0,,,,,
2024-07-22,50.36000061035156,50.90999984741211,49.630001068115234,50.81999969482422,5654600.0,,,,,
2024-07-23,50.310001373291016,50.77999877929688,50.20000076293945,50.47999954223633,6159700.0,,,,,
2024-07-24,49.59000015258789,50.45000076293945,49.380001068115234,50.2599983215332,7109700.0,,,,,
2024-07-25,50.09999847412109,50.34000015258789,49.459999084472656,49.83000183105469,6462500.0,,,,,
2024-07-26,51.0,51.02999877929688,50.06999969482422,50.27999877929688,3803200.0,,,,,
2024-07-29,51.27000045776367,51.68999862670898,50.58000183105469,51.0,4880200.0,,,,,
2024-07-30,51.56999969482422,51.7400016784668,50.88999938964844,51.2400016784668,4024800.0,,,,,
2024-07-31,51.45000076293945,52.22999954223633,51.33000183105469,51.81999969482422,6978200.0,,,,,
2024-08-01,51.380001068115234,51.70000076293945,51.11000061035156,51.43000030517578,4816000.0,,,,,
2024-08-02,51.61000061035156,52.400001525878906,50.41999816894531,52.119998931884766,6058500.0,,,,,
2024-08-05,50.470001220703125,52.400001525878906,50.18999862670898,52.02000045776367,5729000.0,,,,,
2024-08-06,50.79999923706055,51.790000915527344,50.33000183105469,50.59000015258789,5145800.0,,,,,
2024-08-07,50.52999877929688,51.54999923706055,50.459999084472656,50.84000015258789,7295500.0,,,,,
2024-08-08,45.0099983215332,45.540000915527344,43.31999969482422,44.880001068115234,27323100.0,,,,,
2024-08-09,46.060001373291016,46.31999969482422,45.18999862670898,45.290000915527344,14618800.0,,,,,
2024-08-12,45.88999938964844,46.56999969482422,45.86000061035156,46.02000045776367,7643900.0,,,,,
2024-08-13,46.5,46.790000915527344,46.0,46.0,6554400.0,,,,,
2024-08-14,46.2400016784668,46.66999816894531,45.97999954223633,46.27999877929688,7164500.0,,,,,
