Date,Close,High,Low,Open,Volume,"('Close', 'OSCR')","('High', 'OSCR')","('Low', 'OSCR')","('Open', 'OSCR')","('Volume', 'OSCR')"
2024-06-03,19.209999084472656,19.96999931335449,18.979999542236328,19.81999969482422,3153600.0,,,,,
2024-06-04,18.950000762939453,19.18099975585937,18.649999618530277,19.100000381469727,2481300.0,,,,,
2024-06-05,19.700000762939453,19.899999618530277,18.850000381469727,19.030000686645508,3548600.0,,,,,
2024-06-06,19.5,19.88999938964844,18.75,19.709999084472656,3059700.0,,,,,
2024-06-07,19.31999969482422,19.440000534057617,17.149999618530273,19.239999771118164,7020400.0,,,,,
2024-06-10,20.51000022888184,20.700000762939453,19.750999450683597,19.799999237060547,5432500.0,,,,,
2024-06-11,20.01000022888184,21.170000076293945,19.950000762939453,20.81999969482422,4010300.0,,,,,
2024-06-12,19.059999465942383,20.940000534057617,18.790000915527344,20.600000381469727,3380900.0,,,,,
2024-06-13,19.0,19.21999931335449,18.239999771118164,19.059999465942383,2868600.0,,,,,
2024-06-14,19.0,19.32900047302246,18.71999931335449,18.8700008392334,2017000.0,,,,,
2024-06-17,18.799999237060547,19.36000061035156,18.57999992370605,18.950000762939453,1824300.0,,,,,
2024-06-18,19.229999542236328,19.489999771118164,18.850000381469727,18.86000061035156,2594800.0,,,,,
2024-06-20,18.040000915527344,19.420000076293945,18.020000457763672,19.420000076293945,3157700.0,,,,,
2024-06-21,18.059999465942383,18.190000534057617,17.139999389648438,17.93000030517578,4548400.0,,,,,
2024-06-24,17.75,18.38999938964844,17.65999984741211,18.06999969482422,2142200.0,,,,,
2024-06-25,17.639999389648438,18.059999465942383,17.440000534057617,17.889999389648438,2921800.0,,,,,
2024-06-26,17.920000076293945,17.93000030517578,17.329999923706055,17.799999237060547,2274500.0,,,,,
2024-06-27,17.649999618530273,18.09000015258789,17.530000686645508,17.700000762939453,2604100.0,,,,,
2024-06-28,15.81999969482422,17.799999237060547,15.149999618530272,17.799999237060547,17306100.0,,,,,
2024-07-01,15.869999885559082,16.139999389648438,15.369999885559082,15.850000381469728,3773300.0,,,,,
2024-07-02,16.59000015258789,16.700000762939453,15.86299991607666,15.880000114440918,2553800.0,,,,,
2024-07-03,17.06999969482422,17.239999771118164,16.350000381469727,16.610000610351562,1478300.0,,,,,
2024-07-05,16.780000686645508,17.149999618530273,16.767000198364258,16.950000762939453,1765100.0,,,,,
2024-07-08,16.1299991607666,17.049999237060547,16.0,16.8799991607666,3443300.0,,,,,
2024-07-09,15.75,16.360000610351562,15.545000076293944,16.25,3703200.0,,,,,
2024-07-10,16.389999389648438,16.469999313354492,15.729999542236328,15.869999885559082,1800800.0,,,,,
2024-07-11,16.59000015258789,16.899999618530273,16.389999389648438,16.780000686645508,2573800.0,,,,,
2024-07-12,16.520000457763672,16.93000030517578,16.280000686645508,16.68000030517578,1950200.0,,,,,
2024-07-15,16.0,16.121000289916992,15.40999984741211,15.5,4186100.0,,,,,
2024-07-16,16.190000534057617,16.52899932861328,15.93000030517578,16.270000457763672,3376100.0,,,,,
2024-07-17,15.59000015258789,16.415000915527344,15.479999542236328,15.9399995803833,2589100.0,,,,,
2024-07-18,14.960000038146973,15.84000015258789,14.68000030517578,15.739999771118164,2903800.0,,,,,
2024-07-19,15.25,15.979999542236328,15.100000381469728,15.170000076293944,2640700.0,,,,,
2024-07-22,15.34000015258789,16.190000534057617,15.289999961853027,15.5,2142000.0,,,,,
2024-07-23,15.59000015258789,15.779999732971191,15.213000297546388,15.220000267028809,1932900.0,,,,,
2024-07-24,15.899999618530272,16.149999618530273,15.25,15.390000343322754,2787200.0,,,,,
2024-07-25,15.31999969482422,16.06999969482422,15.270000457763672,15.920000076293944,2231900.0,,,,,
2024-07-26,15.81999969482422,15.850000381469728,15.289999961853027,15.739999771118164,2125800.0,,,,,
2024-07-29,16.899999618530273,17.350000381469727,16.0,16.0,4342300.0,,,,,
2024-07-30,17.389999389648438,17.520999908447266,16.850000381469727,16.90999984741211,2178800.0,,,,,
2024-07-31,17.68000030517578,18.790000915527344,17.450000762939453,17.450000762939453,3193000.0,,,,,
2024-08-01,18.059999465942383,18.26000022888184,17.299999237060547,17.649999618530273,3437600.0,,,,,
2024-08-02,16.709999084472656,17.100000381469727,16.280000686645508,17.0,2858500.0,,,,,
2024-08-05,16.420000076293945,16.739999771118164,14.800000190734863,14.920000076293944,2475400.0,,,,,
2024-08-06,17.229999542236328,17.610000610351562,15.90999984741211,16.5,3850900.0,,,,,
2024-08-07,16.700000762939453,17.520000457763672,15.279999732971191,16.829999923706055,5377600.0,,,,,
2024-08-08,18.46999931335449,18.6299991607666,16.450000762939453,17.010000228881836,4496300.0,,,,,
2024-08-09,18.049999237060547,18.700000762939453,17.549999237060547,18.440000534057617,2352000.0,,,,,
