Date,Close,High,Low,Open,Volume,"('Close', 'JACS')","('High', 'JACS')","('Low', 'JACS')","('Open', 'JACS')","('Volume', 'JACS')"
2025-01-30,9.960000038146973,10.0,9.9399995803833,9.949999809265137,672700.0,,,,,
2025-01-31,9.949999809265137,9.970000267028809,9.949999809265137,9.960000038146973,459500.0,,,,,
2025-02-03,10.0,10.0,9.949999809265137,9.949999809265137,500.0,,,,,
2025-02-04,9.979999542236328,9.979999542236328,9.970000267028809,9.979999542236328,129800.0,,,,,
2025-02-05,9.989999771118164,10.40999984741211,9.970000267028809,9.970000267028809,217800.0,,,,,
2025-02-06,10.0,10.010000228881836,9.989999771118164,10.010000228881836,301200.0,,,,,
2025-02-07,10.0,10.020000457763672,9.989999771118164,10.020000457763672,2300.0,,,,,
2025-02-10,10.015999794006348,10.029999732971191,10.0,10.020000457763672,88300.0,,,,,
2025-02-11,10.001999855041504,10.020000457763672,10.0,10.020000457763672,201300.0,,,,,
2025-02-12,10.010000228881836,10.029999732971191,10.010000228881836,10.029999732971191,560500.0,,,,,
2025-02-13,10.020000457763672,10.020000457763672,10.010000228881836,10.020000457763672,321000.0,,,,,
2025-02-14,10.010000228881836,10.020000457763672,10.010000228881836,10.020000457763672,171600.0,,,,,
2025-02-18,10.029999732971191,10.029999732971191,10.020000457763672,10.020000457763672,385000.0,,,,,
2025-02-19,10.029999732971191,10.079999923706056,10.020000457763672,10.029999732971191,4700.0,,,,,
2025-02-20,10.029999732971191,10.029999732971191,10.020000457763672,10.020000457763672,200.0,,,,,
2025-02-21,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,100.0,,,,,
2025-02-24,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,0.0,,,,,
2025-02-25,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,200.0,,,,,
2025-02-26,10.029999732971191,10.039999961853027,10.029999732971191,10.039999961853027,2600.0,,,,,
2025-02-27,10.029999732971191,10.039999961853027,10.029999732971191,10.039999961853027,18400.0,,,,,
2025-02-28,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,4700.0,,,,,
2025-03-03,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,28800.0,,,,,
2025-03-04,10.039999961853027,10.039999961853027,10.029999732971191,10.039999961853027,2100.0,,,,,
2025-03-05,10.029999732971191,10.039999961853027,10.029999732971191,10.039999961853027,63500.0,,,,,
2025-03-06,10.029999732971191,10.039999961853027,10.029999732971191,10.039999961853027,67200.0,,,,,
2025-03-07,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,200.0,,,,,
2025-03-10,10.029999732971191,10.045000076293944,10.029999732971191,10.039999961853027,355900.0,,,,,
