Date,Close,High,Low,Open,Volume,"('Close', 'RAAQ')","('High', 'RAAQ')","('Low', 'RAAQ')","('Open', 'RAAQ')","('Volume', 'RAAQ')"
2025-06-02,10.050000190734863,10.18000030517578,10.029999732971191,10.18000030517578,154500.0,,,,,
2025-06-03,10.0600004196167,10.06999969482422,10.050000190734863,10.06999969482422,245300.0,,,,,
2025-06-04,10.09000015258789,10.109999656677246,10.0600004196167,10.069000244140623,1094800.0,,,,,
2025-06-05,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,14900.0,,,,,
2025-06-06,10.109999656677246,10.109999656677246,10.100000381469728,10.109999656677246,180000.0,,,,,
2025-06-09,10.119999885559082,10.130000114440918,10.100000381469728,10.100000381469728,190400.0,,,,,
2025-06-10,10.130000114440918,10.135000228881836,10.119999885559082,10.119999885559082,105800.0,,,,,
2025-06-11,10.140000343322754,10.140000343322754,10.130000114440918,10.135000228881836,21300.0,,,,,
2025-06-12,10.140000343322754,10.140000343322754,10.109999656677246,10.109999656677246,800.0,,,,,
2025-06-13,10.18000030517578,10.18000030517578,10.130000114440918,10.140000343322754,122000.0,,,,,
2025-06-16,10.15999984741211,10.18000030517578,10.15999984741211,10.170000076293944,27300.0,,,,,
2025-06-17,10.130000114440918,10.130000114440918,10.130000114440918,10.130000114440918,300.0,,,,,
2025-06-18,10.1899995803833,10.199999809265137,10.109999656677246,10.109999656677246,129600.0,,,,,
2025-06-20,10.260000228881836,10.270000457763672,10.199999809265137,10.199999809265137,840300.0,,,,,
2025-06-23,10.25,10.25,10.25,10.25,12900.0,,,,,
2025-06-24,10.282999992370604,10.289999961853027,10.282999992370604,10.289999961853027,1000.0,,,,,
2025-06-25,10.199999809265137,10.270000457763672,10.1899995803833,10.239999771118164,163300.0,,,,,
2025-06-26,10.170000076293944,10.170000076293944,10.15999984741211,10.170000076293944,47100.0,,,,,
2025-06-27,10.170000076293944,10.18000030517578,10.170000076293944,10.18000030517578,13300.0,,,,,
2025-06-30,10.149999618530272,10.177000045776367,10.149999618530272,10.177000045776367,31700.0,,,,,
2025-07-01,10.149999618530272,10.170000076293944,10.140000343322754,10.170000076293944,73200.0,,,,,
2025-07-02,10.149999618530272,10.149999618530272,10.140000343322754,10.140000343322754,12100.0,,,,,
2025-07-03,10.149999618530272,10.149999618530272,10.149999618530272,10.149999618530272,0.0,,,,,
2025-07-07,10.140000343322754,10.149999618530272,10.140000343322754,10.140000343322754,30300.0,,,,,
2025-07-08,10.15999984741211,10.15999984741211,10.100000381469728,10.149999618530272,41900.0,,,,,
2025-07-09,10.149999618530272,10.15999984741211,10.149999618530272,10.15999984741211,125500.0,,,,,
2025-07-10,10.170000076293944,10.170000076293944,10.149999618530272,10.149999618530272,57100.0,,,,,
2025-07-11,10.170000076293944,10.199999809265137,10.170000076293944,10.1899995803833,87800.0,,,,,
2025-07-14,10.149999618530272,10.170000076293944,10.149999618530272,10.170000076293944,9900.0,,,,,
2025-07-15,10.170000076293944,10.170000076293944,10.15999984741211,10.170000076293944,44700.0,,,,,
2025-07-16,10.18000030517578,10.18000030517578,10.164999961853027,10.164999961853027,117600.0,,,,,
2025-07-17,10.149999618530272,10.170000076293944,10.149999618530272,10.170000076293944,10900.0,,,,,
2025-07-18,10.15999984741211,10.1899995803833,10.15999984741211,10.175999641418455,39100.0,,,,,
2025-07-21,10.170000076293944,10.170000076293944,10.15999984741211,10.163999557495115,29600.0,,,,,
2025-07-22,10.170000076293944,10.170000076293944,10.170000076293944,10.170000076293944,11300.0,,,,,
2025-07-23,10.170000076293944,10.18000030517578,10.163999557495115,10.163999557495115,14100.0,,,,,
2025-07-24,10.15999984741211,10.15999984741211,10.15999984741211,10.15999984741211,8500.0,,,,,
2025-07-25,10.15999984741211,10.15999984741211,10.15999984741211,10.15999984741211,0.0,,,,,
2025-07-28,10.15999984741211,10.15999984741211,10.15999984741211,10.15999984741211,0.0,,,,,
2025-07-29,10.15999984741211,10.15999984741211,10.15999984741211,10.15999984741211,30500.0,,,,,
2025-07-30,10.15999984741211,10.15999984741211,10.149999618530272,10.149999618530272,16100.0,,,,,
2025-07-31,10.149999618530272,10.15999984741211,10.149999618530272,10.149999618530272,23500.0,,,,,
