Date,Close,High,Low,Open,Volume,"('Close', 'IMNM')","('High', 'IMNM')","('Low', 'IMNM')","('Open', 'IMNM')","('Volume', 'IMNM')"
2024-06-03,14.59000015258789,15.585000038146973,14.3100004196167,15.0,821000.0,,,,,
2024-06-04,14.15999984741211,14.619999885559082,13.895000457763672,14.470000267028809,873200.0,,,,,
2024-06-05,15.550000190734863,15.729999542236328,14.0649995803833,14.220000267028809,870000.0,,,,,
2024-06-06,15.149999618530272,15.5,14.619999885559082,15.5,534100.0,,,,,
2024-06-07,15.199999809265137,15.354999542236328,14.93000030517578,14.93000030517578,311900.0,,,,,
2024-06-10,16.049999237060547,16.110000610351562,15.222999572753906,15.260000228881836,954900.0,,,,,
2024-06-11,15.699999809265137,16.18000030517578,15.359999656677246,15.989999771118164,638600.0,,,,,
2024-06-12,16.0,16.760000228881836,15.975000381469728,16.200000762939453,724900.0,,,,,
2024-06-13,16.040000915527344,16.579999923706055,15.82800006866455,16.0,439600.0,,,,,
2024-06-14,14.920000076293944,16.31999969482422,14.71500015258789,15.739999771118164,903200.0,,,,,
2024-06-17,13.149999618530272,14.975000381469728,13.020000457763672,14.949999809265137,1648200.0,,,,,
2024-06-18,13.279999732971191,13.470000267028809,12.800000190734863,13.149999618530272,970500.0,,,,,
2024-06-20,12.579999923706056,13.31999969482422,12.270000457763672,13.199999809265137,1333400.0,,,,,
2024-06-21,12.4399995803833,12.989999771118164,12.109999656677246,12.68000030517578,3273800.0,,,,,
2024-06-24,11.9399995803833,12.484000205993652,11.68000030517578,12.43000030517578,1355800.0,,,,,
2024-06-25,11.539999961853027,12.09000015258789,11.3100004196167,11.890000343322754,997400.0,,,,,
2024-06-26,12.029999732971191,12.079999923706056,11.06999969482422,11.5,900200.0,,,,,
2024-06-27,11.970000267028809,12.510000228881836,11.90999984741211,12.199999809265137,1111000.0,,,,,
2024-06-28,12.100000381469728,12.270000457763672,11.53499984741211,11.84000015258789,8618900.0,,,,,
2024-07-01,12.199999809265137,12.277999877929688,11.789999961853027,11.920000076293944,920700.0,,,,,
2024-07-02,11.699999809265137,12.220000267028809,11.5,12.220000267028809,608100.0,,,,,
2024-07-03,12.119999885559082,12.239999771118164,11.710000038146973,11.770000457763672,373300.0,,,,,
2024-07-05,12.029999732971191,12.220000267028809,11.75,12.220000267028809,517400.0,,,,,
