Date,Close,High,Low,Open,Volume,"('Close', 'YUM')","('High', 'YUM')","('Low', 'YUM')","('Open', 'YUM')","('Volume', 'YUM')"
2024-06-03,135.99032592773438,136.00008087084962,132.94511565497675,133.85281683510914,1618100.0,,,,,
2024-06-04,138.14735412597656,138.82081757194436,135.6487183617813,136.03913950808928,2125200.0,,,,,
2024-06-05,137.1615753173828,138.3523338086255,136.47835689446768,138.20593517980248,1944000.0,,,,,
2024-06-06,137.4543914794922,138.74274412986748,136.40027664206963,137.09326492249332,1528900.0,,,,,
2024-06-07,136.61500549316406,138.26449960477822,136.45883702143897,136.9273275435691,1467100.0,,,,,
2024-06-10,134.50677490234375,136.90781673662505,134.38965599585762,136.52716539750006,1717000.0,,,,,
2024-06-11,133.72592163085938,134.75075654393953,133.33551542256322,134.18465711678056,2149700.0,,,,,
2024-06-12,134.00900268554688,135.2680755908879,133.61858151459413,134.16517115392796,1279900.0,,,,,
2024-06-13,134.7019805908203,134.78983466539094,133.2477044976396,133.38434818880515,1554700.0,,,,,
2024-06-14,133.51119995117188,134.57508447033393,132.7694221637301,134.08706924076998,1418500.0,,,,,
2024-06-17,133.6381072998047,134.92647483405494,132.75968572139405,133.15984694668845,1327800.0,,,,,
2024-06-18,132.17404174804688,134.20418687115384,131.6274670789494,134.02850853881938,2540800.0,,,,,
2024-06-20,130.93450927734375,132.4668845879013,130.80763541668753,131.4518043443743,3170900.0,,,,,
2024-06-21,131.07115173339844,131.8910288124867,130.1732053068218,131.87150402909157,3868100.0,,,,,
2024-06-24,130.77835083007812,131.86174543632407,130.13416703327337,131.20779180156896,2477100.0,,,,,
2024-06-25,129.1581268310547,130.7880960922026,128.5139430819415,130.7880960922026,2364100.0,,,,,
2024-06-26,128.7969970703125,129.8120622825903,128.12353361242552,128.68963311480815,1392500.0,,,,,
2024-06-27,129.43142700195312,129.62663015622414,128.4944310111878,128.9141319412642,1355500.0,,,,,
2024-06-28,129.2850341796875,129.8023292636641,128.5627660940189,129.33382380066715,5819000.0,,,,,
2024-07-01,126.5911636352539,129.60709456236367,126.31787626346016,129.38261169832842,2789000.0,,,,,
2024-07-02,126.91324615478516,127.7623879335872,125.97626520432298,126.5033151273275,2331500.0,,,,,
2024-07-03,126.47402954101562,126.98156955326554,125.87865036117716,126.66923265556004,935900.0,,,,,
2024-07-05,126.02505493164062,126.5813994720885,125.15638837176526,126.22027294845697,1477600.0,,,,,
2024-07-08,124.87335968017578,127.3134362257692,124.551267788992,126.75709162471212,1846100.0,,,,,
2024-07-09,123.62403869628906,125.21495843834418,123.555709406,124.4243834860644,1709400.0,,,,,
2024-07-10,126.0738754272461,126.25932363091792,123.43859568944342,123.76068758639256,2494000.0,,,,,
2024-07-11,126.4154815673828,127.24509860274004,125.36136678153684,125.82010233351734,1623300.0,,,,,
2024-07-12,128.16256713867188,128.32849054241868,126.28859029906546,127.16701182314708,2338800.0,,,,,
2024-07-15,124.82455444335938,128.80676112973077,124.78551232527464,127.87953502641686,2157100.0,,,,,
2024-07-16,125.82986450195312,126.11292171906624,123.22386455942612,123.61427829287932,2381300.0,,,,,
2024-07-17,126.23004150390624,126.84494555848882,125.42968924917687,125.97627890494208,1753800.0,,,,,
2024-07-18,125.2344741821289,125.84937817817308,123.59474260354769,123.59474260354769,1714700.0,,,,,
2024-07-19,123.88755798339844,125.99578009876512,123.71187218657435,125.94697559266648,2045800.0,,,,,
2024-07-22,125.52729034423828,125.59560473874328,123.38978104470978,123.79971209087294,1605300.0,,,,,
2024-07-23,123.42882537841795,125.5565723255985,123.1750553443903,125.5565723255985,1298600.0,,,,,
2024-07-24,122.93104553222656,123.78995718715944,121.76957423438571,122.95057031339624,1620500.0,,,,,
2024-07-25,124.08275604248048,125.68345292951192,122.97984424704453,123.16529242681196,1987000.0,,,,,
2024-07-26,124.98072052001952,125.9469812763739,124.35606153568274,124.62934891051478,1874400.0,,,,,
2024-07-29,127.30365753173828,127.89903676316536,124.0144393428782,124.85382621188944,2150700.0,,,,,
2024-07-30,129.001953125,129.43140894029494,126.74732498774551,127.04989206860044,1410500.0,,,,,
2024-07-31,129.64614868164062,130.81738244377814,128.45539013710462,129.57781938976865,1943100.0,,,,,
2024-08-01,131.27610778808594,131.5201154233798,128.5041846254785,130.261042578203,1627800.0,,,,,
2024-08-02,131.93980407714844,133.316010742383,129.8120646029938,131.5201180846121,2301500.0,,,,,
2024-08-05,130.12440490722656,132.95488765012743,128.81651260294035,131.88124804803687,3665000.0,,,,,
2024-08-06,133.56979370117188,136.51739539313553,133.12081307178178,133.71619233410067,2981100.0,,,,,
2024-08-07,133.1501007080078,135.05335751436849,131.52013129471197,133.30626918777227,3071000.0,,,,,
2024-08-08,133.8137969970703,135.08262482261867,132.97441011182065,132.98416505601676,1355100.0,,,,,
2024-08-09,133.51119995117188,134.48723041029982,133.16959822630284,134.13585884929205,1446300.0,,,,,
2024-08-12,132.3790283203125,132.96463771474268,131.57867612030034,132.70112018911902,1431300.0,,,,,
2024-08-13,134.2920379638672,135.37543245527468,132.7206282041328,132.82799215888647,2388300.0,,,,,
2024-08-14,133.96994018554688,134.88741123238705,133.76498212200207,134.20419286549864,1267900.0,,,,,
