Date,Close,High,Low,Open,Volume,"('Close', 'URBN')","('High', 'URBN')","('Low', 'URBN')","('Open', 'URBN')","('Volume', 'URBN')"
2024-06-03,42.9900016784668,43.310001373291016,42.11000061035156,42.25,1921200.0,,,,,
2024-06-04,41.68999862670898,42.83000183105469,41.63999938964844,42.77000045776367,966500.0,,,,,
2024-06-05,41.119998931884766,41.97999954223633,40.93000030517578,41.7599983215332,1284500.0,,,,,
2024-06-06,41.34000015258789,41.43999862670898,40.540000915527344,41.060001373291016,1134500.0,,,,,
2024-06-07,41.40999984741211,41.88999938964844,41.06999969482422,41.52000045776367,1245100.0,,,,,
2024-06-10,42.70000076293945,42.869998931884766,41.119998931884766,41.13999938964844,1824300.0,,,,,
2024-06-11,42.720001220703125,42.88999938964844,42.209999084472656,42.31999969482422,1365600.0,,,,,
2024-06-12,43.68000030517578,44.65999984741211,43.18999862670898,43.43999862670898,2003400.0,,,,,
2024-06-13,43.40999984741211,43.709999084472656,42.75,43.630001068115234,1386700.0,,,,,
2024-06-14,42.84999847412109,43.27999877929688,42.08000183105469,43.0,1287800.0,,,,,
2024-06-17,44.47999954223633,44.68999862670898,42.52999877929688,43.040000915527344,1920600.0,,,,,
2024-06-18,45.11000061035156,45.209999084472656,43.93000030517578,44.369998931884766,1196800.0,,,,,
2024-06-20,44.27000045776367,45.369998931884766,43.95000076293945,45.0,933200.0,,,,,
2024-06-21,45.380001068115234,45.5,44.31999969482422,44.31999969482422,1992100.0,,,,,
2024-06-24,45.040000915527344,45.45000076293945,44.630001068115234,45.43000030517578,1267800.0,,,,,
2024-06-25,44.36000061035156,45.560001373291016,44.29999923706055,44.970001220703125,1076300.0,,,,,
2024-06-26,43.31999969482422,44.220001220703125,43.290000915527344,44.0,1193300.0,,,,,
2024-06-27,42.65999984741211,43.31999969482422,42.59999847412109,42.81999969482422,1553600.0,,,,,
2024-06-28,41.04999923706055,42.90999984741211,40.7599983215332,42.34000015258789,2806000.0,,,,,
2024-07-01,42.54999923706055,43.04999923706055,40.959999084472656,41.310001373291016,1997200.0,,,,,
2024-07-02,42.75,43.59999847412109,42.5099983215332,42.970001220703125,1508200.0,,,,,
2024-07-03,43.15999984741211,43.7599983215332,42.68999862670898,42.68999862670898,760500.0,,,,,
2024-07-05,42.70000076293945,43.77000045776367,42.400001525878906,43.15999984741211,1184500.0,,,,,
2024-07-08,43.65999984741211,43.66999816894531,42.38999938964844,42.86000061035156,997800.0,,,,,
2024-07-09,43.09000015258789,43.91999816894531,42.900001525878906,43.59999847412109,1367500.0,,,,,
2024-07-10,44.369998931884766,44.52000045776367,43.310001373291016,43.34000015258789,1619800.0,,,,,
2024-07-11,48.060001373291016,48.13999938964844,45.02999877929688,45.02999877929688,2779900.0,,,,,
2024-07-12,46.66999816894531,48.900001525878906,46.61000061035156,48.41999816894531,1952700.0,,,,,
2024-07-15,45.790000915527344,46.93000030517578,45.720001220703125,46.41999816894531,1287000.0,,,,,
2024-07-16,47.31999969482422,47.65999984741211,46.400001525878906,46.43000030517578,1247700.0,,,,,
2024-07-17,46.15999984741211,47.7400016784668,46.02999877929688,46.56999969482422,1140000.0,,,,,
2024-07-18,46.15999984741211,46.9900016784668,46.0,46.43999862670898,1066100.0,,,,,
2024-07-19,46.43000030517578,46.90999984741211,45.95000076293945,46.369998931884766,871500.0,,,,,
2024-07-22,46.18999862670898,46.88999938964844,45.459999084472656,46.880001068115234,937900.0,,,,,
2024-07-23,46.58000183105469,47.18000030517578,45.52000045776367,45.9900016784668,865700.0,,,,,
2024-07-24,44.900001525878906,46.290000915527344,44.77999877929688,46.22999954223633,882800.0,,,,,
2024-07-25,45.20000076293945,45.790000915527344,44.13999938964844,45.220001220703125,902200.0,,,,,
2024-07-26,46.58000183105469,46.59000015258789,45.27999877929688,45.65999984741211,877600.0,,,,,
2024-07-29,46.34999847412109,47.18999862670898,46.040000915527344,46.86000061035156,1168900.0,,,,,
2024-07-30,46.72999954223633,47.119998931884766,46.09000015258789,46.77000045776367,928100.0,,,,,
2024-07-31,46.04999923706055,47.40999984741211,45.900001525878906,46.90999984741211,1793900.0,,,,,
2024-08-01,44.2599983215332,45.9900016784668,43.72999954223633,45.880001068115234,1368300.0,,,,,
2024-08-02,41.40999984741211,42.58000183105469,41.02999877929688,42.58000183105469,1370200.0,,,,,
2024-08-05,39.84999847412109,40.900001525878906,38.619998931884766,39.2400016784668,1772500.0,,,,,
2024-08-06,40.02000045776367,40.70000076293945,38.86000061035156,39.56999969482422,1588900.0,,,,,
2024-08-07,38.869998931884766,40.84999847412109,38.7599983215332,40.650001525878906,1530500.0,,,,,
2024-08-08,40.02999877929688,40.08000183105469,39.20000076293945,39.4900016784668,1288200.0,,,,,
2024-08-09,40.66999816894531,41.18999862670898,39.65999984741211,40.25,1089200.0,,,,,
2024-08-12,40.52999877929688,40.880001068115234,40.09999847412109,40.66999816894531,1001900.0,,,,,
2024-08-13,40.84999847412109,41.5,40.54999923706055,40.91999816894531,981400.0,,,,,
2024-08-14,39.52000045776367,40.91999816894531,38.95000076293945,40.91999816894531,1854800.0,,,,,
2024-08-15,39.880001068115234,41.400001525878906,39.81999969482422,40.970001220703125,2297500.0,,,,,
2024-08-16,40.7400016784668,40.959999084472656,39.540000915527344,39.95000076293945,1879400.0,,,,,
2024-08-19,41.16999816894531,41.88999938964844,40.43000030517578,40.75,2240000.0,,,,,
2024-08-20,40.2400016784668,41.41999816894531,39.83000183105469,40.7400016784668,2047400.0,,,,,
2024-08-21,41.47999954223633,41.630001068115234,40.20000076293945,41.11000061035156,4240400.0,,,,,
2024-08-22,37.5099983215332,38.459999084472656,35.2599983215332,35.369998931884766,10762000.0,,,,,
2024-08-23,38.59000015258789,38.79999923706055,37.310001373291016,37.75,2775100.0,,,,,
2024-08-26,37.33000183105469,39.119998931884766,37.310001373291016,38.63999938964844,3011600.0,,,,,
2024-08-27,37.0099983215332,37.20000076293945,36.380001068115234,37.06999969482422,2067300.0,,,,,
2024-08-28,36.65999984741211,37.65999984741211,36.34000015258789,36.630001068115234,2166200.0,,,,,
2024-08-29,36.63999938964844,37.2400016784668,36.16999816894531,37.0,1667900.0,,,,,
2024-08-30,36.31999969482422,37.0,35.93000030517578,37.0,1722900.0,,,,,
2024-09-03,35.97999954223633,36.959999084472656,35.91999816894531,36.27999877929688,3084500.0,,,,,
2024-09-04,37.369998931884766,37.45000076293945,36.0099983215332,36.0099983215332,3741800.0,,,,,
2024-09-05,36.209999084472656,37.66999816894531,36.130001068115234,37.41999816894531,2095400.0,,,,,
2024-09-06,35.43000030517578,36.52999877929688,35.06999969482422,36.16999816894531,2030100.0,,,,,
2024-09-09,35.459999084472656,36.400001525878906,35.04999923706055,35.43000030517578,2321900.0,,,,,
2024-09-10,34.349998474121094,35.630001068115234,34.22999954223633,35.560001373291016,1932200.0,,,,,
2024-09-11,34.43000030517578,34.63999938964844,33.86000061035156,34.31999969482422,1366100.0,,,,,
2024-09-12,35.18000030517578,35.599998474121094,34.0099983215332,34.43000030517578,1895500.0,,,,,
2024-09-13,36.02999877929688,36.310001373291016,35.66999816894531,35.75,1369400.0,,,,,
2024-09-16,36.65999984741211,37.560001373291016,36.34999847412109,36.45000076293945,2236400.0,,,,,
2024-09-17,37.290000915527344,37.77999877929688,36.869998931884766,37.06999969482422,1573800.0,,,,,
2024-09-18,37.63999938964844,38.77000045776367,37.310001373291016,37.43000030517578,2350600.0,,,,,
2024-09-19,37.52000045776367,38.619998931884766,37.29999923706055,38.09999847412109,1908200.0,,,,,
2024-09-20,36.77000045776367,37.5,36.56999969482422,37.40999984741211,2299100.0,,,,,
2024-09-23,37.27999877929688,37.310001373291016,35.88999938964844,36.86000061035156,1195200.0,,,,,
2024-09-24,38.4900016784668,38.68000030517578,37.59999847412109,37.75,1576200.0,,,,,
2024-09-25,37.2599983215332,38.290000915527344,37.150001525878906,38.2400016784668,1822100.0,,,,,
2024-09-26,37.68999862670898,38.15999984741211,37.33000183105469,37.810001373291016,1051600.0,,,,,
2024-09-27,38.31999969482422,38.77999877929688,38.02999877929688,38.11000061035156,2202000.0,,,,,
2024-09-30,38.310001373291016,39.13999938964844,38.060001373291016,38.2599983215332,1984900.0,,,,,
2024-10-01,37.400001525878906,38.15999984741211,37.130001068115234,38.15999984741211,1294000.0,,,,,
2024-10-02,36.81999969482422,37.13999938964844,36.52000045776367,36.91999816894531,1108400.0,,,,,
