Date,Close,High,Low,Open,Volume,"('Close', 'CSGS')","('High', 'CSGS')","('Low', 'CSGS')","('Open', 'CSGS')","('Volume', 'CSGS')"
2024-06-03,40.86956787109375,42.019053289723225,40.763312204237096,42.019053289723225,318300.0,,,,,
2024-06-04,39.816673278808594,41.06275264739832,39.71041762055699,40.61841415364302,392000.0,,,,,
2024-06-05,39.61382293701172,40.39624801122682,39.555867980658114,39.99054857744428,265800.0,,,,,
2024-06-06,39.43029022216797,39.72007603971235,39.15016233511687,39.49790679010077,242300.0,,,,,
2024-06-07,39.41096878051758,39.58484099964553,38.879694193105024,39.06322434226168,424100.0,,,,,
2024-06-10,38.69615936279297,38.96662558879473,38.280798410104,38.94730604624804,231900.0,,,,,
2024-06-11,39.237098693847656,39.30471526220264,38.43535780414146,38.61888796327261,319100.0,,,,,
2024-06-12,39.57518768310547,40.06782323817951,39.19846572602058,40.03884575988893,299600.0,,,,,
2024-06-13,39.31437683105469,39.43029042169368,38.72514357766438,39.43029042169368,202200.0,,,,,
2024-06-14,39.39222717285156,39.53819788062123,38.62345504135132,39.09055610914925,198500.0,,,,,
2024-06-17,39.03216552734375,39.499266532093735,38.496945858079535,39.421414508541005,206200.0,,,,,
2024-06-18,38.81807327270508,39.59657488908723,38.64290994499553,39.16839992812418,309200.0,,,,,
2024-06-20,40.22911071777344,40.23884036418046,38.74995574726691,38.92511908010246,225600.0,,,,,
2024-06-21,40.29723358154297,40.50158958709928,39.577117170101495,40.23884456044587,415500.0,,,,,
2024-06-24,39.77174758911133,40.80326479401519,39.72309192265696,40.15126698452057,165400.0,,,,,
2024-06-25,39.90797805786133,40.14153041363096,39.32410273672038,39.927441063524526,158600.0,,,,,
2024-06-26,39.976104736328125,40.1512643817715,39.450614663430535,39.65497067660543,189800.0,,,,,
2024-06-27,39.89824676513672,40.24857342824419,39.77173908963933,39.99555807724941,133800.0,,,,,
2024-06-28,40.06368255615234,40.37508696694957,39.57711850055357,40.19019025002099,457000.0,,,,,
2024-07-01,39.401954650878906,40.06367828066182,39.00297231635383,40.03448562834178,160300.0,,,,,
2024-07-02,39.34356689453125,39.4798042259745,39.09055152568905,39.43114856648604,99300.0,,,,,
2024-07-03,39.217063903808594,39.64524266780699,38.98351522543612,39.29491593805896,83300.0,,,,,
2024-07-05,39.187870025634766,39.499270728551735,38.79861729089396,39.090554985854965,111700.0,,,,,
2024-07-08,39.401954650878906,39.72308496296556,39.27544697051084,39.421413944299765,125600.0,,,,,
2024-07-09,39.00297546386719,39.35329845654471,38.92512343514616,39.30464279468858,222500.0,,,,,
2024-07-10,39.10028839111328,39.18787007092172,38.78888768783644,39.18787007092172,250900.0,,,,,
2024-07-11,40.78379440307617,40.90056872386824,39.79120339587182,39.79120339587182,256300.0,,,,,
2024-07-12,41.0854721069336,41.55257317831445,40.88111237205064,41.11466476383573,180600.0,,,,,
2024-07-15,41.96128082275391,42.05859585587008,41.319016452943,41.319016452943,187100.0,,,,,
2024-07-16,42.973331451416016,43.206883799995886,42.04885912791152,42.32133748661948,295600.0,,,,,
2024-07-17,43.24581527709961,43.61560502742906,42.76898454448085,42.76898454448085,241100.0,,,,,
2024-07-18,42.46731185913086,43.61560337275668,42.40892654594977,43.265276644912966,149600.0,,,,,
2024-07-19,42.681396484375,42.89548584135646,42.224025117074206,42.5646221588346,196300.0,,,,,
2024-07-22,42.895484924316406,43.01225924736035,42.17536855580305,42.584080542551234,149800.0,,,,,
2024-07-23,43.34312438964844,43.693451082824986,42.62300799676454,42.62300799676454,290200.0,,,,,
2024-07-24,43.83941268920898,44.12162068102606,43.12902974277144,43.17768539703924,155000.0,,,,,
2024-07-25,44.4135627746582,45.094753139313895,43.576672073411686,43.84915044658727,263600.0,,,,,
2024-07-26,44.71523666381836,45.2796490280263,44.29679128640377,45.01690399717138,250600.0,,,,,
2024-07-29,44.90986251831055,45.143411179420205,44.25786477231891,44.783354828099206,151400.0,,,,,
