Date,Close,High,Low,Open,Volume,"('Close', 'CSCO')","('High', 'CSCO')","('Low', 'CSCO')","('Open', 'CSCO')","('Volume', 'CSCO')"
2024-06-03,44.74895095825195,44.864059771591975,44.3940263233185,44.81609807097057,23295000.0,,,,,
2024-06-04,45.48756790161133,45.66023294632144,44.614651801907165,44.74894968275966,23330300.0,,,,,
2024-06-05,44.14461898803711,45.68900974873922,43.78010351215418,45.58349182209604,28746400.0,,,,,
2024-06-06,44.3460578918457,44.49953750608497,43.91439533328444,44.067874947523705,15456100.0,,,,,
2024-06-07,43.971954345703125,44.40361693160275,43.92399264932381,44.07747227328336,15734600.0,,,,,
2024-06-10,43.981544494628906,43.99113902929198,43.42518223918372,43.933582799042,13400400.0,,,,,
2024-06-11,43.9048080444336,44.05828767120899,43.51151627211895,43.82806640142442,17450700.0,,,,,
2024-06-12,43.76091766357422,44.202174775956806,43.54029093700432,44.11584226040835,16803100.0,,,,,
2024-06-13,43.66499710083008,43.69377338812915,43.28129619370825,43.5690700444281,16149000.0,,,,,
2024-06-14,43.81847381591797,43.84725010130212,43.13740822737931,43.473143754337016,15274200.0,,,,,
2024-06-17,43.828067779541016,43.84725319089657,43.118225855600855,43.549888462993145,16382000.0,,,,,
2024-06-18,44.09666061401367,44.11584602568889,43.6458125877538,43.6458125877538,17627000.0,,,,,
2024-06-20,44.81609344482422,44.95997853183589,43.99113910601649,44.03910080168704,25613200.0,,,,,
2024-06-21,45.36286926269531,45.89045528515969,45.132647978018994,45.18060967838064,64967000.0,,,,,
2024-06-24,45.353271484375,45.8328957721852,45.103868464780575,45.5547164662799,19136200.0,,,,,
2024-06-25,45.44919967651367,45.87126774303691,45.07509330812486,45.34368174507211,17615800.0,,,,,
2024-06-26,44.95038604736328,45.47797199933968,44.89282981907319,45.14223648242088,13981300.0,,,,,
2024-06-27,45.5163459777832,45.573898550825696,44.86405664885335,44.87364752461278,16541900.0,,,,,
2024-06-28,45.57389450073242,45.90963367036302,45.41082401261329,45.61226531884608,23921100.0,,,,,
2024-07-01,45.58349609375,45.89045536770846,45.42042192113528,45.5451252696944,17776000.0,,,,,
2024-07-02,45.353271484375,45.84249030711744,45.0463122329159,45.468383948104346,19794200.0,,,,,
2024-07-03,45.171016693115234,45.58349388360581,45.12305499499278,45.22857292640799,8118300.0,,,,,
2024-07-05,45.132320404052734,45.23873863476029,44.8033815975768,44.9194765614529,14692600.0,,,,,
2024-07-08,44.56151580810547,45.258089295576745,44.45509388472436,44.84207833541008,19320900.0,,,,,
2024-07-09,44.30997085571289,44.60021010620032,44.164853075765336,44.50346491956861,17343400.0,,,,,
2024-07-10,44.76468276977539,44.78403254583296,44.33899876828627,44.56151565705961,18737300.0,,,,,
2024-07-11,45.23873901367188,45.38386048767679,44.6776102747438,44.6776102747438,19741200.0,,,,,
2024-07-12,45.83856964111328,46.30295317738359,45.13231944904017,45.258087452831184,20936100.0,,,,,
2024-07-15,45.8579216003418,45.944993748201135,45.2677663415832,45.867594643173966,15925900.0,,,,,
2024-07-16,45.87726593017578,46.409375530391365,45.68377555619809,45.90629243874629,17037300.0,,,,,
2024-07-17,46.94147872924805,47.154322557043024,45.80954091576544,45.91596282966293,26638700.0,,,,,
2024-07-18,46.47709655761719,47.05757504397658,46.41904723274436,46.583518474587926,18462500.0,,,,,
2024-07-19,45.78051376342773,46.5351364405484,45.60636950092423,46.52546339956121,18289200.0,,,,,
2024-07-22,45.29678726196289,45.83856990266578,45.24841466864478,45.780520576328655,19899400.0,,,,,
2024-07-23,44.85175323486328,45.2580874450579,44.83240345953131,45.22906462735608,16372000.0,,,,,
2024-07-24,45.3258056640625,45.50962666759219,44.73565417812809,45.025893400353134,25318200.0,,,,,
2024-07-25,45.703121185302734,46.62221145008931,45.528976912048186,45.82888917885948,20631200.0,,,,,
2024-07-26,46.32229995727539,46.44806795293359,45.70312194895428,45.7805173546984,16104900.0,,,,,
2024-07-29,46.4287223815918,46.641562517679965,45.89661281489117,46.26425114535922,11475700.0,,,,,
2024-07-30,46.57383728027344,46.970498402425726,46.331970652361264,46.6222098677375,20166000.0,,,,,
2024-07-31,46.87375259399414,47.183341578290246,46.67058551503578,46.83505304830918,19953600.0,,,,,
2024-08-01,45.84823989868164,47.13497220088127,45.66442258004972,47.03822333008126,18837500.0,,,,,
2024-08-02,45.14199066162109,46.19652938580022,44.84207469196922,46.12880702016788,24000200.0,,,,,
2024-08-05,43.28445816040039,45.1613420727547,43.236081876973806,45.03557037891167,29669600.0,,,,,
2024-08-06,43.6907958984375,44.25192835430448,43.18771277301653,43.29413470020458,20524000.0,,,,,
2024-08-07,43.65209197998047,44.70663072211984,43.62306916295578,43.942331222003965,18301100.0,,,,,
2024-08-08,44.33899688720703,44.76468087063654,43.80688729467982,43.80688729467982,18369100.0,,,,,
2024-08-09,43.99070739746094,44.56151283797484,43.76819052276463,44.21322427215725,21217600.0,,,,,
2024-08-12,43.40055084228516,44.25192245571281,43.05226228721966,44.048751671529885,20289500.0,,,,,
2024-08-13,43.89396286010742,43.913312636852666,43.42957928999931,43.51665144005661,20976900.0,,,,,
