Date,Close,High,Low,Open,Volume,"('Close', 'MLTX')","('High', 'MLTX')","('Low', 'MLTX')","('Open', 'MLTX')","('Volume', 'MLTX')"
2024-06-03,41.9900016784668,42.68999862670898,40.900001525878906,41.09000015258789,323900.0,,,,,
2024-06-04,40.810001373291016,42.31999969482422,40.0099983215332,42.060001373291016,319700.0,,,,,
2024-06-05,42.90999984741211,42.91999816894531,40.21500015258789,40.540000915527344,312100.0,,,,,
2024-06-06,42.43999862670898,45.0,42.0,43.209999084472656,545400.0,,,,,
2024-06-07,41.66999816894531,42.79999923706055,41.619998931884766,42.15999984741211,181200.0,,,,,
2024-06-10,41.959999084472656,42.27000045776367,40.709999084472656,41.369998931884766,185300.0,,,,,
2024-06-11,43.41999816894531,44.0,41.34999847412109,41.36000061035156,237400.0,,,,,
2024-06-12,43.29999923706055,44.97999954223633,42.650001525878906,44.0,262900.0,,,,,
2024-06-13,42.709999084472656,44.290000915527344,42.58000183105469,43.619998931884766,242000.0,,,,,
2024-06-14,41.40999984741211,42.790000915527344,41.14500045776367,42.29999923706055,535500.0,,,,,
2024-06-17,40.16999816894531,41.435001373291016,39.959999084472656,41.119998931884766,202000.0,,,,,
2024-06-18,39.4900016784668,40.77000045776367,39.150001525878906,40.209999084472656,218700.0,,,,,
2024-06-20,39.4900016784668,40.11000061035156,39.060001373291016,39.29999923706055,278000.0,,,,,
2024-06-21,38.43000030517578,40.34999847412109,38.060001373291016,39.81999969482422,751100.0,,,,,
2024-06-24,38.709999084472656,38.834999084472656,37.54999923706055,38.5,540700.0,,,,,
2024-06-25,39.70000076293945,40.40499877929688,38.650001525878906,39.43000030517578,171100.0,,,,,
2024-06-26,40.18999862670898,40.18999862670898,38.650001525878906,39.630001068115234,233900.0,,,,,
2024-06-27,41.68999862670898,42.25,40.06999969482422,40.34999847412109,294500.0,,,,,
2024-06-28,43.970001220703125,44.58000183105469,41.119998931884766,42.130001068115234,672000.0,,,,,
2024-07-01,41.79999923706055,45.7599983215332,41.150001525878906,43.68000030517578,474300.0,,,,,
2024-07-02,40.150001525878906,42.150001525878906,39.994998931884766,41.59999847412109,379400.0,,,,,
2024-07-03,42.20000076293945,42.83000183105469,39.90999984741211,40.02999877929688,146800.0,,,,,
2024-07-05,42.02999877929688,42.209999084472656,41.02999877929688,41.66999816894531,270800.0,,,,,
2024-07-08,43.52000045776367,45.7599983215332,42.869998931884766,42.869998931884766,591900.0,,,,,
2024-07-09,44.91999816894531,46.72999954223633,42.70000076293945,43.52000045776367,616500.0,,,,,
2024-07-10,44.970001220703125,45.88999938964844,43.79499816894531,44.9900016784668,405600.0,,,,,
2024-07-11,46.650001525878906,47.0,44.334999084472656,45.4900016784668,370200.0,,,,,
2024-07-12,46.400001525878906,48.959999084472656,44.959999084472656,47.0,899600.0,,,,,
2024-07-15,48.900001525878906,48.900001525878906,46.540000915527344,46.630001068115234,276100.0,,,,,
2024-07-16,50.18999862670898,50.52999877929688,47.81999969482422,49.040000915527344,507800.0,,,,,
2024-07-17,46.47999954223633,49.47999954223633,45.04999923706055,49.47999954223633,721000.0,,,,,
2024-07-18,45.02000045776367,47.16999816894531,44.5,46.2599983215332,227900.0,,,,,
2024-07-19,44.7400016784668,46.0,44.45500183105469,45.2599983215332,201900.0,,,,,
2024-07-22,44.70000076293945,45.29999923706055,44.09000015258789,44.95000076293945,280800.0,,,,,
2024-07-23,45.7400016784668,47.16999816894531,44.34999847412109,44.459999084472656,571000.0,,,,,
2024-07-24,45.58000183105469,46.59000015258789,44.72999954223633,45.470001220703125,156800.0,,,,,
2024-07-25,44.90999984741211,46.150001525878906,44.630001068115234,45.720001220703125,372800.0,,,,,
2024-07-26,44.77000045776367,45.720001220703125,44.47999954223633,45.54999923706055,84500.0,,,,,
2024-07-29,43.130001068115234,45.25,42.51499938964844,45.11000061035156,169800.0,,,,,
2024-07-30,41.2599983215332,43.29999923706055,41.0,43.29999923706055,467900.0,,,,,
2024-07-31,41.650001525878906,42.65999984741211,40.53200149536133,41.790000915527344,318700.0,,,,,
2024-08-01,42.04999923706055,42.060001373291016,40.79999923706055,41.880001068115234,677300.0,,,,,
2024-08-02,41.27999877929688,41.7599983215332,39.36000061035156,40.900001525878906,536000.0,,,,,
2024-08-05,41.75,42.22999954223633,39.380001068115234,39.380001068115234,274800.0,,,,,
2024-08-06,43.93000030517578,44.06999969482422,41.084999084472656,41.65999984741211,271700.0,,,,,
2024-08-07,43.060001373291016,44.95000076293945,41.209999084472656,44.58000183105469,394000.0,,,,,
2024-08-08,46.04999923706055,46.060001373291016,41.68000030517578,43.22999954223633,552300.0,,,,,
2024-08-09,44.25,47.06999969482422,43.44499969482422,46.459999084472656,308300.0,,,,,
2024-08-12,45.29999923706055,45.36000061035156,43.53499984741211,44.45000076293945,176600.0,,,,,
2024-08-13,45.31999969482422,46.18000030517578,44.92499923706055,45.34999847412109,236200.0,,,,,
2024-08-14,47.0,47.095001220703125,45.18000030517578,45.34000015258789,195000.0,,,,,
2024-08-15,48.040000915527344,48.56999969482422,46.369998931884766,47.5,189900.0,,,,,
2024-08-16,48.18000030517578,48.310001373291016,47.0,48.0,386400.0,,,,,
2024-08-19,49.040000915527344,49.775001525878906,47.470001220703125,48.13999938964844,237600.0,,,,,
2024-08-20,49.4900016784668,49.619998931884766,48.13999938964844,49.0,171700.0,,,,,
2024-08-21,49.33000183105469,49.97999954223633,48.540000915527344,49.310001373291016,135500.0,,,,,
2024-08-22,48.59000015258789,49.68000030517578,48.16999816894531,49.43000030517578,70200.0,,,,,
2024-08-23,49.77000045776367,49.83000183105469,48.20000076293945,48.790000915527344,115300.0,,,,,
2024-08-26,48.15999984741211,49.95000076293945,47.959999084472656,48.31999969482422,123800.0,,,,,
2024-08-27,46.91999816894531,48.61399841308594,46.540000915527344,47.70000076293945,119700.0,,,,,
2024-08-28,46.810001373291016,47.869998931884766,46.68999862670898,47.02999877929688,154700.0,,,,,
2024-08-29,47.47999954223633,47.65999984741211,46.56999969482422,46.70000076293945,214600.0,,,,,
2024-08-30,46.790000915527344,47.77999877929688,46.5,47.77999877929688,188600.0,,,,,
2024-09-03,46.310001373291016,48.650001525878906,45.7599983215332,46.650001525878906,163100.0,,,,,
2024-09-04,47.40999984741211,48.34999847412109,45.90999984741211,46.09000015258789,128700.0,,,,,
2024-09-05,45.58000183105469,47.25,45.27000045776367,47.09000015258789,378900.0,,,,,
2024-09-06,46.02000045776367,46.04999923706055,44.709999084472656,45.52999877929688,115100.0,,,,,
2024-09-09,46.7599983215332,47.185001373291016,46.22999954223633,46.34999847412109,166300.0,,,,,
2024-09-10,46.59999847412109,47.18000030517578,45.310001373291016,46.93999862670898,283700.0,,,,,
2024-09-11,46.41999816894531,46.68000030517578,45.400001525878906,46.5,143700.0,,,,,
2024-09-12,51.040000915527344,51.95000076293945,46.79999923706055,47.0,630700.0,,,,,
2024-09-13,51.13999938964844,52.709999084472656,50.25,51.09999847412109,318500.0,,,,,
2024-09-16,49.97999954223633,51.61000061035156,49.970001220703125,51.540000915527344,230600.0,,,,,
2024-09-17,50.9900016784668,51.09000015258789,47.70000076293945,49.9900016784668,444200.0,,,,,
2024-09-18,53.11000061035156,55.04999923706055,51.27000045776367,51.4900016784668,693600.0,,,,,
2024-09-19,53.709999084472656,54.88999938964844,53.02999877929688,54.09999847412109,294500.0,,,,,
2024-09-20,54.040000915527344,54.525001525878906,53.040000915527344,53.470001220703125,300300.0,,,,,
2024-09-23,55.400001525878906,55.7400016784668,53.4900016784668,54.18999862670898,393300.0,,,,,
2024-09-24,54.2599983215332,55.58000183105469,53.54999923706055,55.58000183105469,293900.0,,,,,
2024-09-25,50.810001373291016,54.72999954223633,50.41999816894531,54.72999954223633,420900.0,,,,,
2024-09-26,51.369998931884766,52.369998931884766,50.060001373291016,51.25,304000.0,,,,,
2024-09-27,49.400001525878906,51.58000183105469,49.38999938964844,51.58000183105469,253700.0,,,,,
2024-09-30,50.41999816894531,52.744998931884766,49.40999984741211,49.40999984741211,290900.0,,,,,
2024-10-01,51.720001220703125,52.09999847412109,50.0099983215332,50.36000061035156,372100.0,,,,,
2024-10-02,51.81999969482422,52.38999938964844,50.619998931884766,51.58000183105469,190500.0,,,,,
2024-10-03,52.0,52.43999862670898,50.79499816894531,51.47999954223633,177400.0,,,,,
2024-10-04,55.27999877929688,55.90999984741211,50.0,52.56999969482422,2664200.0,,,,,
2024-10-07,51.7400016784668,56.0,50.43000030517578,55.81999969482422,323700.0,,,,,
2024-10-08,49.84999847412109,52.0,49.790000915527344,51.7400016784668,327400.0,,,,,
2024-10-09,47.68999862670898,49.119998931884766,45.380001068115234,47.790000915527344,1185000.0,,,,,
2024-10-10,47.0,47.709999084472656,45.47999954223633,47.70000076293945,427100.0,,,,,
2024-10-11,48.93999862670898,49.09999847412109,47.0,47.0,265300.0,,,,,
2024-10-14,48.900001525878906,50.2400016784668,48.36000061035156,49.040000915527344,297400.0,,,,,
