Date,Close,High,Low,Open,Volume,"('Close', 'DNUT')","('High', 'DNUT')","('Low', 'DNUT')","('Open', 'DNUT')","('Volume', 'DNUT')"
2024-06-03,10.436172485351562,11.300126660569138,10.41653671632423,10.868149104817851,3680500.0,,,,,
2024-06-04,10.063100814819336,10.475442581646435,10.053282930779416,10.436171981771713,2501800.0,,,,,
2024-06-05,10.122008323669434,10.180913761978532,9.886383761577854,10.063101949075271,2270900.0,,,,,
2024-06-06,10.524531364440918,10.612890450739547,10.102371701585238,10.131824418256452,2276800.0,,,,,
2024-06-07,10.436172485351562,10.858332156589183,10.406719768095568,10.455807318093894,2126500.0,,,,,
2024-06-10,11.113591194152832,11.162679683060745,10.711067270421047,11.035049986414194,4133900.0,,,,,
2024-06-11,11.290307998657228,11.535749476888904,10.936872607066183,11.16267831762256,3853100.0,,,,,
2024-06-12,11.849915504455566,11.913730819766432,11.305036002665672,11.398303099989192,3831100.0,,,,,
2024-06-13,11.84009838104248,11.918639586199893,11.653562316579864,11.791009893747844,2195000.0,,,,,
2024-06-14,11.417938232421877,11.800827294061117,11.40812034810895,11.761555756809416,1838500.0,,,,,
2024-06-17,11.62410831451416,11.79100859110618,11.31976047593903,11.33939624320158,1483500.0,,,,,
2024-06-18,11.35903263092041,11.624109907583865,11.201950216431715,11.575021418984887,1631900.0,,,,,
2024-06-20,11.13322639465332,11.349215173027098,11.005596704536314,11.309944571166865,1831400.0,,,,,
2024-06-21,11.064502716064451,11.162678749383511,10.868148776856392,11.113590264581497,1766400.0,,,,,
2024-06-24,10.92705535888672,11.054685047345968,10.81906143924504,11.015414445995814,1728100.0,,,,,
2024-06-25,10.90742015838623,10.946690761782529,10.691432307849103,10.946690761782529,1624600.0,,,,,
2024-06-26,10.691431999206545,10.946690445771113,10.661978345295816,10.799425921357514,1958600.0,,,,,
2024-06-27,10.42635440826416,10.71106649990686,10.41653652393183,10.71106649990686,1875700.0,,,,,
2024-06-28,10.563801765441896,10.612890249821255,10.279089679583562,10.426354196436678,4298000.0,,,,,
2024-07-01,10.02383041381836,10.553983990787936,9.87165695332028,10.544166106553227,3094600.0,,,,,
2024-07-02,9.621305465698242,10.018920370657735,9.58203486936008,10.018920370657735,3619600.0,,,,,
2024-07-03,9.915837287902832,9.984560610463618,9.670395780145682,9.758753936458817,1081100.0,,,,,
2024-07-05,10.033648490905762,10.053283323467598,9.8029328883805,9.866748200847695,1728300.0,,,,,
2024-07-08,9.85693073272705,10.112190120806616,9.822569072078847,10.043465863225174,1449100.0,,,,,
2024-07-09,9.562399864196776,9.915836195657937,9.552581980259534,9.86674771225667,1913800.0,,,,,
2024-07-10,9.591853141784668,9.69002916847194,9.524111056059562,9.62130585616236,1708100.0,,,,,
2024-07-11,10.072919845581056,10.09255467961121,9.670395916969726,9.670395916969726,2222200.0,,,,,
2024-07-12,10.730701446533203,10.76015416098895,10.12691471433846,10.12691471433846,4530200.0,,,,,
2024-07-15,10.465625762939451,10.966326664524036,10.450899871665529,10.779790593917207,2529700.0,,,,,
2024-07-16,10.838696479797363,10.877967081901213,10.51471377836936,10.553984380473208,1509200.0,,,,,
2024-07-17,11.260855674743652,11.359031707676976,10.7307021007918,10.7601548170433,2368900.0,,,,,
2024-07-18,11.054685592651367,11.27067344258897,11.015414989364071,11.14304468411904,1265600.0,,,,,
2024-07-19,10.985960960388184,11.16267913730266,10.902510814210236,11.05468521601326,1133400.0,,,,,
2024-07-22,10.514713287353516,11.05468474327962,10.445989970952272,10.98596049059341,2103500.0,,,,,
2024-07-23,10.769972801208496,11.0939554918377,10.553984028694034,11.044867006772826,2130500.0,,,,,
2024-07-24,10.40063190460205,10.656707344890233,10.346461648347947,10.656707344890233,1759100.0,,,,,
2024-07-25,10.676405906677246,10.755198493943505,10.351386249383491,10.390782543016622,1728800.0,,,,,
2024-07-26,10.70595359802246,10.883237400702342,10.597614018207974,10.814293177836948,1420400.0,,,,,
2024-07-29,10.420331001281738,10.61731249728972,10.22827416008419,10.587765507708989,1928600.0,,,,,
2024-07-30,10.597613334655762,10.622235665981238,10.164253164786208,10.380933249720984,1880900.0,,,,,
2024-07-31,10.469575881958008,10.725652278599512,10.420330276560518,10.627161067804536,1327900.0,,,,,
2024-08-01,10.272594451904297,10.637010430848546,10.174103240608316,10.587764825200557,1518400.0,,,,,
2024-08-02,9.947575569152832,10.0854621489116,9.750593130728516,10.03621653930552,2234800.0,,,,,
2024-08-05,9.553610801696776,9.775215556033151,9.36647862858746,9.36647862858746,2047400.0,,,,,
2024-08-06,9.474818229675291,9.750592305124306,9.435421933182576,9.59300711915344,1515900.0,,,,,
2024-08-07,9.0611572265625,9.62255566160229,9.041459546696853,9.49451745498907,3005800.0,,,,,
2024-08-08,10.28244400024414,10.607464659063988,9.31723415174528,9.425573745163955,3808100.0,,,,,
2024-08-09,10.420331001281738,10.430180310902603,9.932801446431288,10.065764308467374,1988100.0,,,,,
2024-08-12,10.09531021118164,10.494197815063584,10.05591391622147,10.390782893023797,1724200.0,,,,,
2024-08-13,10.07561206817627,10.455787318677196,9.962347832246266,10.174103279852154,1989100.0,,,,,
2024-08-14,10.164254188537598,10.26274540232308,9.898329414167724,10.1445565093496,1561400.0,,,,,
2024-08-15,10.765048027038574,10.932482513297272,10.287366900066855,10.292291554284082,1786900.0,,,,,
2024-08-16,10.92263412475586,10.947256458633907,10.65670841032014,10.705954017358067,1355300.0,,,,,
2024-08-19,10.89308738708496,11.070370261509304,10.829067814676902,10.932483685766131,1770900.0,,,,,
2024-08-20,10.597613334655762,10.893086006970142,10.597613334655762,10.893086006970142,1136400.0,,,,,
2024-08-21,10.725652694702148,10.868463922685264,10.58776518209618,10.627161480086194,1022200.0,,,,,
2024-08-22,10.568065643310549,10.715802452371198,10.518820979572082,10.715802452371198,799200.0,,,,,
2024-08-23,10.52867031097412,10.73550111113606,10.479425642735148,10.666557824176026,895900.0,,,,,
2024-08-26,10.912784576416016,11.006351133810051,10.577915583032558,10.597614201128907,1356500.0,,,,,
2024-08-27,10.804444313049316,10.848765261687962,10.597613532496224,10.81429268219432,1060200.0,,,,,
2024-08-28,10.696104049682615,10.80936922068223,10.508971881595826,10.696104049682615,1205900.0,,,,,
2024-08-29,10.89308738708496,10.95710602021117,10.696104954397256,10.784746861250351,1523200.0,,,,,
2024-08-30,11.0999174118042,11.13931370772343,10.83891636428818,10.952180597645745,1565500.0,,,,,
2024-09-03,11.16886043548584,11.331370269789184,10.932482665459478,10.932482665459478,1481300.0,,,,,
2024-09-04,11.385540962219238,11.454484246287944,10.97483342050221,11.12946456527576,1289700.0,,,,,
2024-09-05,11.346144676208496,11.474181935516894,11.168860872117175,11.474181935516894,1178600.0,,,,,
2024-09-06,11.355992317199709,11.454483521882036,11.14916153879221,11.28704903749112,1090200.0,,,,,
2024-09-09,11.29689884185791,11.484031011833142,11.168860645861477,11.355992815836707,1061800.0,,,,,
2024-09-10,11.405238151550291,11.474181432661348,11.208256677460309,11.277199958571364,1032800.0,,,,,
2024-09-11,11.080219268798828,11.375691970489829,10.976804339811984,11.375691970489829,1375100.0,,,,,
2024-09-12,11.346144676208496,11.35599304588328,10.986652413547564,11.119615266616051,1113300.0,,,,,
2024-09-13,11.572673797607422,11.749957611672878,11.395389983541966,11.464334210835116,1249600.0,,,,,
2024-09-16,12.00603199005127,12.1242218148473,11.557898780245695,11.592371360392235,1481600.0,,,,,
2024-09-17,12.212862968444824,12.345825818990296,12.0651270940266,12.104523389823578,1350800.0,,,,,
2024-09-18,12.01588249206543,12.301505895246397,11.897693594812807,12.10452439982536,1080400.0,,,,,
2024-09-19,12.035579681396484,12.271957447819554,11.961711746799494,12.262108139398157,1092300.0,,,,,
2024-09-20,11.838598251342772,11.966635504147824,11.759804722974026,11.956787134973265,1577600.0,,,,,
