Date,Close,High,Low,Open,Volume,"('Close', 'NWL')","('High', 'NWL')","('Low', 'NWL')","('Open', 'NWL')","('Volume', 'NWL')"
2024-06-03,7.246083259582519,7.454740364278837,7.227114472996631,7.454740364278837,2734900.0,,,,,
2024-06-04,7.1133012771606445,7.265051559686253,7.103816658377036,7.189176418423449,3454000.0,,,,,
2024-06-05,7.084848403930664,7.141755216393324,6.952066896771408,7.141755216393324,2959100.0,,,,,
2024-06-06,7.075363636016846,7.113301206270166,6.980519710383546,7.037426065763526,2268800.0,,,,,
2024-06-07,6.990004062652588,7.018457467224777,6.923613539070021,6.961551110331923,2054400.0,,,,,
2024-06-10,6.999488830566406,7.018457616601077,6.876191495215282,6.904644900393054,2461300.0,,,,,
2024-06-11,6.990004062652588,7.037426252855727,6.895160134497832,6.990004062652588,2617100.0,,,,,
2024-06-12,6.980519771575928,7.445255237378801,6.980519771575928,7.26505155097008,3659300.0,,,,,
2024-06-13,6.677018642425537,7.103816530469898,6.677018642425537,7.0184572242119305,3759900.0,,,,,
2024-06-14,6.610628128051758,6.68650372547008,6.525268815864896,6.572690555468366,3200800.0,,,,,
2024-06-17,6.430424690246582,6.64856595214031,6.39248666655715,6.610627928450878,5045000.0,,,,,
2024-06-18,6.278674125671387,6.506300012837778,6.278674125671387,6.401971462376035,3879300.0,,,,,
2024-06-20,6.193314552307129,6.335580216998635,6.164861148017916,6.240736289787124,4080300.0,,,,,
2024-06-21,6.354548931121826,6.420939905550516,6.136407674857861,6.174345697568193,15299400.0,,,,,
2024-06-24,6.335579872131348,6.4399084125108095,6.193314215183848,6.335579872131348,5667600.0,,,,,
2024-06-25,6.032080173492432,6.335580766912416,6.022595553822278,6.307127812405071,4014100.0,,,,,
2024-06-26,6.051048278808594,6.07950123011014,5.918266331896357,6.013110708905528,4483500.0,,,,,
2024-06-27,5.956204891204834,6.041564205059016,5.889813911761316,6.003626631734591,4281700.0,,,,,
2024-06-28,6.079501152038574,6.107954555226235,5.965688443790934,5.975173062270654,7157800.0,,,,,
2024-07-01,6.003626346588135,6.145892465923472,5.93723582254943,6.126923680162196,3512100.0,,,,,
2024-07-02,5.975173473358154,6.032079831397089,5.880329091041729,6.003626426251856,3465900.0,,,,,
2024-07-03,5.946719646453857,6.022594785124481,5.937235480245779,6.022594785124481,1529900.0,,,,,
2024-07-05,5.747547149658203,5.956204232104561,5.662187392998193,5.927750829134058,7291100.0,,,,,
2024-07-08,5.842391490936279,5.889813681866573,5.747547561327222,5.813938538179327,3269700.0,,,,,
2024-07-09,5.444046497344971,5.794969712891935,5.4345623305742565,5.7665163080767385,6606200.0,,,,,
2024-07-10,5.434562683105469,5.4440468504914055,5.11209285145561,5.37765632203518,6893800.0,,,,,
2024-07-11,5.766516208648682,5.8139383984391655,5.529406164199302,5.529406164199302,6157900.0,,,,,
2024-07-12,5.899298191070557,5.946720384753021,5.776001301548948,5.804454255957182,4307000.0,,,,,
2024-07-15,5.956204891204834,6.022595418396804,5.804454145655587,5.918266865628862,4648800.0,,,,,
2024-07-16,6.3166117668151855,6.401971531961837,6.013111183629834,6.051048756528003,4517800.0,,,,,
2024-07-17,6.392487049102783,6.525269009333054,6.259705541124064,6.259705541124064,3287100.0,,,,,
2024-07-18,6.193314552307129,6.47784633394166,6.183829933460219,6.373517787883239,3550200.0,,,,,
2024-07-19,6.079501152038574,6.202798478765936,5.946719659082993,6.155376290870334,3849100.0,,,,,
2024-07-22,6.088986396789551,6.098470563993247,5.851876337427039,6.070017610130612,4008500.0,,,,,
2024-07-23,5.984657764434815,6.117439269281197,5.956204810950646,6.041564123654693,3449200.0,,,,,
2024-07-24,5.975173473358154,6.126923761461982,5.937235901332197,5.984657640238877,5305200.0,,,,,
2024-07-25,6.013111114501953,6.136407998877786,5.927751350336614,5.975173542039921,8511400.0,,,,,
2024-07-26,8.450602531433105,8.498024725106756,6.7718632973579735,6.857223065069922,26323600.0,,,,,
2024-07-29,8.346273422241211,8.573898839015234,8.061741199022181,8.507508318581895,12520800.0,,,,,
2024-07-30,8.279882431030273,8.422149002343644,8.023804049871083,8.374726811905855,8951600.0,,,,,
2024-07-31,8.147101402282715,8.393696069534132,7.995351116128936,8.298851688436494,8851200.0,,,,,
2024-08-01,7.91947603225708,8.241944940493072,7.777209459547056,8.147101463189449,4359700.0,,,,,
2024-08-02,7.815146446228027,7.881537870323024,7.549583463357014,7.805661827856886,7833700.0,,,,,
2024-08-05,7.6064910888671875,7.758241381148303,7.331443005730348,7.435771557799388,5919100.0,,,,,
2024-08-06,7.1986613273620605,7.672881431620398,7.1891767081961575,7.587521668133407,5841300.0,,,,,
2024-08-07,6.847737789154053,7.416802249693052,6.8287690039528535,7.2555673493571025,5734400.0,,,,,
2024-08-08,7.008972644805908,7.037426048552065,6.781347223842693,6.866706530578144,6256000.0,,,,,
2024-08-09,6.7244415283203125,7.0374267389766985,6.686503954437814,7.018457952035449,4424800.0,,,,,
2024-08-12,6.487330913543701,6.76237852691895,6.411455772233497,6.686503385608746,5313200.0,,,,,
2024-08-13,6.752894401550293,6.781347807746413,6.506300174273967,6.544237747701095,4795700.0,,,,,
2024-08-14,6.572690486907959,6.781347586191628,6.5632063199868105,6.714956608737454,4449700.0,,,,,
2024-08-15,6.952066421508789,6.999488611235242,6.648565854464346,6.724440996225457,5624700.0,,,,,
2024-08-16,6.952066421508789,7.113301323876908,6.9141288506282335,6.971035206949066,3928400.0,,,,,
2024-08-19,7.018457889556885,7.06587963036208,6.895160549410586,7.027942056817303,3531100.0,,,,,
2024-08-20,6.961551189422607,7.037426332808435,6.914128998680701,6.933097784527158,3203600.0,,,,,
2024-08-21,7.046910285949707,7.113301260525154,6.9330975743216685,7.075363689982474,3379400.0,,,,,
2024-08-22,6.923613548278809,7.0658792145744025,6.904644762622628,7.0658792145744025,3301000.0,,,,,
2024-08-23,7.018457889556885,7.151239396963602,6.809800782809064,6.914129336182975,4835500.0,,,,,
2024-08-26,6.876191139221191,7.208145103767775,6.866706520569128,7.122785797156745,4527000.0,,,,,
2024-08-27,6.771862983703613,6.8856761527985455,6.6485660999157,6.847738128265878,4381900.0,,,,,
2024-08-28,6.762378215789795,6.942581894236327,6.658049675162541,6.686503077970517,5758900.0,,,,,
2024-08-29,6.866706848144531,6.952066611079147,6.714956560484352,6.762378751503923,5072200.0,,,,,
2024-08-30,6.790091514587402,6.981631285896803,6.7517835603255225,6.924169354503984,5369000.0,,,,,
2024-09-03,6.914592266082764,6.981631415620104,6.713475730804434,6.761360446188095,5805100.0,,,,,
2024-09-04,7.211479187011719,7.374287757944567,6.885861131812384,6.914591868055372,7351900.0,,,,,
2024-09-05,7.278517723083496,7.479634699225728,7.058246770959472,7.192325059498832,8368200.0,,,,,
2024-09-06,7.288095474243164,7.335980189378252,7.182748370279023,7.259364279828637,5481600.0,,,,,
2024-09-09,6.799667835235596,7.2306329778210365,6.799667835235596,7.221055761541295,8378300.0,,,,,
2024-09-10,6.780514717102051,6.83797665204922,6.560243738137804,6.761360738786328,5872700.0,,,,,
2024-09-11,6.981630802154541,7.010361994193647,6.703897924666008,6.751783092508916,5764600.0,,,,,
2024-09-12,7.115708827972412,7.134862804301627,6.905015088351042,6.981630993667904,4750300.0,,,,,
2024-09-13,7.498788833618164,7.546674002917618,7.201901971295283,7.240209924068118,6607300.0,,,,,
2024-09-16,7.403018951416016,7.632866668044642,7.364710998644578,7.537096786116047,4945900.0,,,,,
2024-09-17,7.154016971588135,7.489212251296771,7.115709017907176,7.489212251296771,5462700.0,,,,,
2024-09-18,7.019939422607422,7.18274846078525,6.924169534463655,7.134863288379942,5719400.0,,,,,
2024-09-19,7.1635942459106445,7.307249301702112,7.06782436093861,7.240210153888271,6975700.0,,,,,
2024-09-20,7.125286102294922,7.173170815173156,6.962477073841923,7.086978149325607,62965300.0,,,,,
2024-09-23,6.943323135375977,7.192325287706777,6.74220615285243,7.192325287706777,11399300.0,,,,,
2024-09-24,6.780514717102051,7.0007856960662975,6.684744825523436,6.962477739434852,6479800.0,,,,,
2024-09-25,6.723052024841309,6.818821905631991,6.665590096366898,6.770937193570056,9642800.0,,,,,
2024-09-26,7.154016971588135,7.221056118863228,6.847553342140462,6.847553342140462,7269800.0,,,,,
2024-09-27,7.307249069213867,7.450904120434791,7.240209923532952,7.288095092828866,4967300.0,,,,,
2024-09-30,7.355133533477783,7.412595460692438,7.240209679048475,7.268940870989204,5394600.0,,,,,
2024-10-01,7.211479187011719,7.422172927238641,7.182747994101911,7.374287757944567,3854300.0,,,,,
2024-10-02,7.182747840881348,7.288094937080981,7.134862672608748,7.201901816857026,3511800.0,,,,,
2024-10-03,7.039092540740967,7.125285657879332,6.943322664291001,7.106131682589338,3614900.0,,,,,
2024-10-04,7.1635942459106445,7.211479416730078,7.00078521312477,7.154017029080024,2365500.0,,,,,
2024-10-07,7.01036262512207,7.115709273190714,6.943323475441877,7.096555295663066,4037300.0,,,,,
2024-10-08,7.039092540740967,7.086977707299345,6.866706763131028,6.962476639580994,3648600.0,,,,,
2024-10-09,7.096555233001709,7.364711372687863,7.048670517938825,7.048670517938825,4257900.0,,,,,
2024-10-10,7.192326068878174,7.335980680568871,7.096555718861877,7.125286915200141,3857000.0,,,,,
2024-10-11,7.278517723083496,7.2976716990652895,7.163593867192738,7.221055795138117,3081900.0,,,,,
2024-10-14,7.154016971588135,7.240210095703707,7.019939133704778,7.221056118863228,11362100.0,,,,,
2024-10-15,7.173170566558838,7.278517661906649,7.096554663275632,7.125285855340238,4261300.0,,,,,
2024-10-16,7.403018951416016,7.412595711275466,7.1731707781205705,7.230633163944546,4742700.0,,,,,
2024-10-17,7.355133533477783,7.422172676894948,7.21147894377455,7.393441484954219,5508000.0,,,,,
2024-10-18,7.537096977233887,7.584982147745816,7.278518061136499,7.3264032316484275,5391700.0,,,,,
2024-10-21,7.393441677093506,7.652020584612748,7.374287700857518,7.546673943648223,6126500.0,,,,,
2024-10-22,7.211479187011719,7.3934417343288334,7.1731707775763685,7.3934417343288334,7136400.0,,,,,
2024-10-23,7.01036262512207,7.211479617495804,6.991208647594422,7.182748422870907,5143000.0,,,,,
2024-10-24,6.876284122467041,7.201902187477143,6.866707362319773,7.0486703717861925,7281500.0,,,,,
2024-10-25,8.360718727111816,8.7437991910576,7.853138094217375,8.312834468285574,21253400.0,,,,,
2024-10-28,9.12687873840332,9.270534254831713,8.379873158310241,8.513951457643333,11579600.0,,,,,
2024-10-29,8.609720230102539,8.992800664612282,8.580989494347735,8.964069015523856,6998900.0,,,,,
2024-10-30,8.590567588806152,8.667183500872769,8.427758547331164,8.533105198089332,7991300.0,,,,,
2024-10-31,8.42775821685791,8.533104863485175,8.351142307795593,8.466066171389068,6623900.0,,,,,
2024-11-01,8.418180465698242,8.619297442557938,8.37029529723953,8.379872513597997,6698600.0,,,,,
2024-11-04,8.370295524597168,8.600143243441869,8.322410354837777,8.41818069435656,4953300.0,,,,,
