Date,Close,High,Low,Open,Volume,"('Close', 'HWM')","('High', 'HWM')","('Low', 'HWM')","('Open', 'HWM')","('Volume', 'HWM')"
2024-06-03,84.3206787109375,85.11775779027441,83.20477712167717,84.97827009161686,2019000.0,,,,,
2024-06-04,81.98924255371094,84.10149698888193,81.85972042194255,84.10149698888193,2504600.0,,,,,
2024-06-05,84.3206787109375,84.34060986875113,82.0988335098142,82.0988335098142,1947500.0,,,,,
2024-06-06,82.96565246582031,84.73915311484095,82.85606149908979,84.11145084191736,1734900.0,,,,,
2024-06-07,83.47380065917969,84.3605472898882,83.03540633334241,83.20479079655908,2064000.0,,,,,
2024-06-10,83.34427642822266,84.09153531861047,83.00551511179471,83.00551511179471,2034400.0,,,,,
2024-06-11,82.87599182128906,83.35424084914996,82.02909994426433,83.07525781535003,1446300.0,,,,,
2024-06-12,83.12506866455078,83.86236188056971,82.24828774824475,83.1848469356711,2249900.0,,,,,
2024-06-13,82.49736785888672,83.22469544162317,81.49105729487887,83.05531861841156,2128400.0,,,,,
2024-06-14,78.6514892578125,81.44125114117946,77.45587050650354,81.39143844415219,4958700.0,,,,,
2024-06-17,79.70760345458984,79.90686942262255,78.25294060372471,78.5219504207198,2863600.0,,,,,
2024-06-18,79.90687561035156,80.09618361569862,78.99023992400475,79.72753318463066,1974100.0,,,,,
2024-06-20,79.21940612792969,80.49472672176688,78.9404306982166,80.05633241706896,3237100.0,,,,,
2024-06-21,79.84709167480469,79.86702283264398,78.60166036268019,79.15961115802894,4992700.0,,,,,
2024-06-24,78.34262084960938,81.05268102749851,77.8245246869003,79.63787265864808,4212200.0,,,,,
2024-06-25,77.9141845703125,78.95038439701227,77.20678045431274,78.6215962878222,4855500.0,,,,,
2024-06-26,78.71127319335938,78.91053919881418,77.41602135337064,77.85441568718421,2504300.0,,,,,
2024-06-27,79.30907440185547,79.56812627575277,78.71126881721666,78.81090181440473,2749900.0,,,,,
2024-06-28,77.34626770019531,80.17589174882404,76.54919617776503,79.4884111944634,6548900.0,,,,,
2024-07-01,77.0174789428711,78.671407849048,76.63886294151591,78.46217629111952,3021300.0,,,,,
2024-07-02,77.78466033935547,78.20312344992634,76.5691181216413,76.77834967692672,2421200.0,,,,,
2024-07-03,79.04005432128906,79.16957644072197,77.71491358578457,78.21308610877037,1712900.0,,,,,
2024-07-05,78.51199340820312,79.35888518501365,77.71491432325821,79.1695771919996,1880200.0,,,,,
2024-07-08,80.17588806152344,80.21574277603851,78.98026943059985,78.98026943059985,2150100.0,,,,,
2024-07-09,79.94673919677734,80.9530500083815,79.8769953346767,80.23568022591164,1840500.0,,,,,
2024-07-10,79.88695526123047,80.89326600161073,79.81721140406611,80.24564012707867,2683500.0,,,,,
2024-07-11,79.36886596679688,80.58440078198018,79.12973763460357,79.79728712524354,2603100.0,,,,,
2024-07-12,78.94043731689453,80.01648440722073,78.81090756973148,79.95670612484454,2129200.0,,,,,
2024-07-15,78.61162567138672,79.56811600362943,78.51199268706112,79.34891887720745,2703100.0,,,,,
2024-07-16,81.08256530761719,81.23201859993476,79.10980617385786,79.10980617385786,3374300.0,,,,,
2024-07-17,77.575439453125,80.41502181040134,77.5555082918749,79.93678036154994,2558700.0,,,,,
2024-07-18,78.4920654296875,78.6514842937378,76.9377695127463,77.7149174712169,4132700.0,,,,,
2024-07-19,77.74480438232422,78.61162732738686,77.20677713382081,78.5418834767388,1882400.0,,,,,
2024-07-22,79.95670318603516,79.97662674559126,78.05368018422183,78.24298820680303,4039700.0,,,,,
2024-07-23,82.10881042480469,82.55716271788857,79.61794745987082,79.89692289570174,3515100.0,,,,,
2024-07-24,79.29911041259766,81.83979370017228,79.19947741341073,81.65048568065973,2670100.0,,,,,
2024-07-25,82.0390625,83.34427991890385,79.33896784182612,79.70761831306797,5342500.0,,,,,
2024-07-26,82.37781524658203,82.98558638100832,81.11246028238091,82.50733737630024,2903000.0,,,,,
2024-07-29,82.54718780517578,83.65313144469401,81.90952756636467,83.37415604040287,3834900.0,,,,,
2024-07-30,93.46713256835938,94.54318711418972,90.75707264619848,92.21174319973392,7825600.0,,,,,
