Date,Close,High,Low,Open,Volume,"('Close', 'DG')","('High', 'DG')","('Low', 'DG')","('Open', 'DG')","('Volume', 'DG')"
2024-06-03,134.50062561035156,134.87648662219593,128.78560885261254,130.2794060114666,3879600.0,,,,,
2024-06-04,129.63368225097656,136.11971408040247,129.03616345459778,133.9609141978665,2795800.0,,,,,
2024-06-05,129.5469512939453,130.6552698630213,126.30875875305745,128.83377277225176,2665800.0,,,,,
2024-06-06,124.83421325683594,127.3977851517567,123.67771919093497,126.70388577109212,3336000.0,,,,,
2024-06-07,122.02007293701172,125.48956985832166,121.4225468332728,124.2945176508438,2252300.0,,,,,
2024-06-10,123.06092071533205,123.51388321710344,121.43218508627568,121.942970085189,1892600.0,,,,,
2024-06-11,122.17427825927734,123.64881824242694,121.81769635820562,122.6754311216422,1790300.0,,,,,
2024-06-12,120.40098571777344,123.12839313960764,119.11919966899204,122.48267667150805,2619200.0,,,,,
2024-06-13,119.62035369873048,120.5262714347894,117.77959226969736,120.5262714347894,1856900.0,,,,,
2024-06-14,121.22981262207033,121.2972746605899,118.40603183350348,119.1384820751524,1708900.0,,,,,
2024-06-17,122.28992462158205,122.37666572354348,119.11919433629528,120.5455439290896,1982800.0,,,,,
2024-06-18,122.00081634521484,123.22478002705728,120.42991026013485,122.21284201311268,2495000.0,,,,,
2024-06-20,122.8778076171875,123.1669348115284,120.29496399433737,121.75985697539998,2802200.0,,,,,
2024-06-21,124.1017837524414,125.18117636893074,122.87782017120132,123.50425023492356,3293000.0,,,,,
2024-06-24,125.7594223022461,126.70389077772975,123.84155939578989,124.51617973542103,2449700.0,,,,,
2024-06-25,123.86083221435548,125.1618825096473,123.29221736866354,125.0269584485292,1511600.0,,,,,
2024-06-26,124.32344818115234,125.07517017975138,122.10682562129416,124.20780316771318,2570700.0,,,,,
2024-06-27,125.55703735351562,125.86544364716626,123.07056675703794,123.49461805799682,2343300.0,,,,,
2024-06-28,127.43634033203124,127.59054347653527,126.0196301913456,126.25093490810166,9278000.0,,,,,
2024-07-01,125.84615325927734,129.51802896729433,125.75941951159668,127.17612954619506,3546400.0,,,,,
2024-07-02,124.77639770507812,125.8075999468217,123.19585229572088,125.8075999468217,1532800.0,,,,,
2024-07-03,120.8828582763672,125.0462474942004,120.8828582763672,124.8342218518646,1302400.0,,,,,
2024-07-05,123.55242919921876,123.81264514735318,119.9962058481322,120.86358008723018,1570500.0,,,,,
2024-07-08,125.40283203125,125.98108646900288,123.29222980357024,124.57400851346888,1874100.0,,,,,
2024-07-09,124.44436645507812,125.34474185776055,123.20515923524324,125.19952716665212,1572800.0,,,,,
2024-07-10,123.43750762939452,125.14142398520045,122.13052373175536,124.92843259414931,1855900.0,,,,,
2024-07-11,127.39718627929688,128.09424633088094,123.71826889837212,124.25073999211438,2147200.0,,,,,
2024-07-12,128.20074462890625,131.1438904114639,127.83284771293567,128.10393975859003,1728800.0,,,,,
2024-07-15,122.91472625732422,128.25884157881555,121.6077422143896,128.25884157881555,2714400.0,,,,,
2024-07-16,123.41815948486328,124.5218281479752,122.2563901685364,122.9534502810721,1852000.0,,,,,
2024-07-17,120.39756774902344,121.9659529973183,118.50001932989632,119.17771255590522,3395900.0,,,,,
2024-07-18,117.69646453857422,120.4556546774771,116.8348228353081,120.049038738334,2548400.0,,,,,
2024-07-19,118.51937103271484,119.06153296416522,116.47660066057028,118.38383239642766,2153700.0,,,,,
2024-07-22,119.35198211669922,120.63960668132464,118.40321156425073,118.75174163266516,2067800.0,,,,,
2024-07-23,116.56373596191406,119.18738723879218,116.35074456759232,119.0808915416313,1880400.0,,,,,
2024-07-24,113.32048797607422,116.66055912086432,112.28458123202984,116.66055912086432,2763800.0,,,,,
2024-07-25,114.54033660888672,115.9150973686261,112.85577955430476,113.50442985759231,2354500.0,,,,,
2024-07-26,114.3273468017578,115.86668917301044,113.82391858267736,115.11154315123848,1577300.0,,,,,
2024-07-29,113.62059783935548,115.95380496787844,112.51692187212024,114.33701739664988,1810500.0,,,,,
2024-07-30,116.1764907836914,116.58310672872176,112.68151409504448,113.5818821940702,1595400.0,,,,,
2024-07-31,116.5540542602539,118.35479031110616,115.20834394291724,116.09902852673832,2501800.0,,,,,
2024-08-01,116.33139038085938,118.19988842143748,114.85013399445648,117.6771007395329,2286700.0,,,,,
2024-08-02,117.7158203125,119.59400919050414,113.70773215620612,115.55687809466208,3169500.0,,,,,
2024-08-05,118.97440338134766,119.80700212845768,115.64400839290758,116.5927862859988,2956600.0,,,,,
2024-08-06,119.32292938232422,121.04621269788336,117.67709882812323,119.28420300164512,2129800.0,,,,,
2024-08-07,114.72428131103516,120.7654565878567,114.5596997265926,120.4362934189716,2186000.0,,,,,
2024-08-08,114.40479278564452,115.57623813281296,112.7105523652576,115.06312650158984,2528000.0,,,,,
2024-08-09,113.08812713623048,114.95663261047464,112.69119464378906,114.1240338569999,1520800.0,,,,,
2024-08-12,113.85295104980467,115.15993499696216,111.24866659716844,112.8267278209154,2119400.0,,,,,
2024-08-13,113.1171646118164,114.23052404338031,110.53223965584148,112.03285550529309,2901400.0,,,,,
2024-08-14,112.82673645019533,114.04659167444748,111.6262481107818,112.8460959487316,2253100.0,,,,,
2024-08-15,116.69927215576172,119.65208651750734,115.25674963299022,116.56373352335642,2730000.0,,,,,
2024-08-16,119.34230041503906,119.49720595272844,116.09904142926892,116.35075923486288,1687300.0,,,,,
2024-08-19,118.19989013671876,120.79449863159869,118.0934018194536,119.3519759918724,1534300.0,,,,,
2024-08-20,117.7158203125,119.3229319063184,117.10589642308209,118.1611700065789,1797900.0,,,,,
2024-08-21,119.76828002929688,122.9340935471975,119.41974996519215,121.3753917011466,2160800.0,,,,,
2024-08-22,119.31324768066406,120.31042799221257,118.51937533091946,119.80699980864608,2019600.0,,,,,
2024-08-23,119.66178131103516,120.56214938960304,118.75173717659284,119.85541322305644,1557000.0,,,,,
2024-08-26,120.37820434570312,121.25921295129336,119.9812718407917,120.71705835480854,1783900.0,,,,,
2024-08-27,121.13335418701172,121.3172952703869,119.8166867316734,120.36852475440328,2507900.0,,,,,
2024-08-28,119.89412689208984,121.42378569073313,118.56778343861087,121.0074863312619,3124700.0,,,,,
2024-08-29,81.35258483886719,93.909328144776,81.32354189856892,89.26226565319404,41655000.0,,,,,
2024-08-30,80.32636260986328,84.59584477474385,80.04560187278824,81.71079941058376,21069400.0,,,,,
2024-09-03,81.1202392578125,83.35663444328341,80.37476927178707,80.37476927178707,11628700.0,,,,,
2024-09-04,78.49658966064453,79.8519836273366,76.83139199182024,79.12588050799829,10616800.0,,,,,
2024-09-05,77.84793090820312,79.10650508071998,75.47598987601388,78.50625724113982,10493300.0,,,,,
2024-09-06,79.94879150390625,80.80074979135529,77.93506385760583,78.45785896114359,6320900.0,,,,,
2024-09-09,78.39976501464844,80.28762987244089,78.16740673499574,79.34853547117427,5319800.0,,,,,
2024-09-10,78.11900329589844,79.15490994055719,77.14118252725555,78.57402902149369,5181500.0,,,,,
2024-09-11,78.0028305053711,78.85478876357577,76.2020943393207,77.71238632905242,5678700.0,,,,,
2024-09-12,80.5587158203125,81.5849391472265,77.75111575575072,78.21582497879439,4588200.0,,,,,
2024-09-13,82.04964447021484,83.54057694930421,81.32354142180586,81.97219170567203,4280000.0,,,,,
2024-09-16,83.01778411865234,83.50185283071445,81.94315098697027,82.29168105055918,3741600.0,,,,,
2024-09-17,83.26950073242188,83.58898046424787,82.64020993843351,83.01778293756608,3594700.0,,,,,
2024-09-18,84.09241485595703,84.95405654798974,83.03714125283138,83.03714125283138,3514900.0,,,,,
2024-09-19,83.74388122558594,84.9637363613139,83.2114027257002,84.93469342246593,4372400.0,,,,,
2024-09-20,83.26950073242188,83.6373902892863,81.83665411512996,83.43408231946894,7965100.0,,,,,
2024-09-23,83.29854583740234,83.96656303151916,82.50467343573848,83.250136011106,3010900.0,,,,,
2024-09-24,82.28199768066406,83.64707499530734,82.28199768066406,83.2598185480559,2843800.0,,,,,
2024-09-25,81.57525634765625,82.34008575146795,80.93628214207867,82.34008575146795,2876500.0,,,,,
2024-09-26,84.16986083984375,84.95404970426664,82.11740706541285,82.11740706541285,3884200.0,,,,,
2024-09-27,84.53776550292969,85.29291156485391,83.25982430898803,83.78261944100547,4011700.0,,,,,
2024-09-30,81.87537384033203,83.96655402207341,81.07181808236835,83.96655402207341,4782200.0,,,,,
2024-10-01,81.77857208251953,81.9818800619043,79.94879288175399,81.74952914065065,3582100.0,,,,,
2024-10-02,79.16458892822266,81.56557283860793,78.98064785192474,81.49780351864514,3821500.0,,,,,
2024-10-03,79.30980682373047,79.4163025189511,78.61274677730506,78.78701178891141,2858500.0,,,,,
2024-10-04,81.66239166259766,82.27232297759782,79.8810223167681,80.3166812106518,3792200.0,,,,,
2024-10-07,81.61398315429688,82.36912912024451,80.43285438240878,82.18518065653349,3696800.0,,,,,
2024-10-08,81.45799255371094,81.97472068106596,80.60977382643112,81.64323008114116,2202900.0,,,,,
2024-10-09,80.78526306152344,81.50673206525549,80.19053630057789,81.3897415144869,3775900.0,,,,,
2024-10-10,80.37579345703125,80.78527532359807,79.95655989696637,80.78527532359807,3671200.0,,,,,
2024-10-11,80.42453002929688,80.82426760584396,79.84930661527494,80.43428172194393,6849300.0,,,,,
2024-10-14,77.76288604736328,80.31727892958153,77.65563974973533,80.1222897184552,5953700.0,,,,,
2024-10-15,78.55260467529297,79.72255485828748,77.55814776358383,77.64589068004558,6580500.0,,,,,
2024-10-16,80.1710433959961,81.09725333706825,78.21136977430956,78.72809789543582,4794700.0,,,,,
2024-10-17,79.84930419921875,80.46352692688193,78.89383918449198,80.04429341608781,6300900.0,,,,,
2024-10-18,78.58185577392578,79.9175550329817,78.13337460275336,79.60556780788949,4808600.0,,,,,
2024-10-21,79.09857940673828,79.48856527545118,78.28936746923408,78.75734456100015,4412100.0,,,,,
2024-10-22,79.08883666992188,80.17104394313732,78.11387569861873,79.63481243357583,3850500.0,,,,,
2024-10-23,79.01083374023438,79.58605711182607,78.40635529285943,79.08883239893336,3069000.0,,,,,
2024-10-24,79.36182403564453,79.62506022330527,78.67934689715345,79.14733143321482,2378700.0,,,,,
2024-10-25,78.36735534667969,80.60001672542491,78.17236613982847,79.60555986910539,2869700.0,,,,,
2024-10-28,79.06934356689453,80.29779663322127,78.62086235437968,78.71835697651547,3468000.0,,,,,
2024-10-29,77.80188751220703,80.41478318015241,77.79213581987463,78.73784914034782,3994000.0,,,,,
2024-10-30,76.96342468261719,78.46486553399447,76.84642668334389,77.87013872148911,3071900.0,,,,,
2024-10-31,78.03587341308594,78.79634174526163,76.48568167272954,77.2461574432668,3508700.0,,,,,
2024-11-01,79.71280670166016,79.8103013057429,77.86037947064214,78.55260082949953,3126600.0,,,,,
2024-11-04,79.94680786132812,82.27696422709539,79.71281928691457,80.24904341321076,4571100.0,,,,,
2024-11-05,79.5275650024414,79.98579784258528,78.65985034537134,79.95655020399938,4522900.0,,,,,
2024-11-06,75.47173309326172,78.728099198682,75.28648812663604,78.2893697326719,6752600.0,,,,,
2024-11-07,76.1152114868164,77.43140746179115,75.83247188001458,76.44670212313547,4150700.0,,,,,
2024-11-08,75.02323913574219,76.29069129554956,74.83800162071417,76.12494972586502,3885500.0,,,,,
2024-11-11,74.3797836303711,75.65698029828575,74.16529099702541,75.07200512266485,4613600.0,,,,,
2024-11-12,73.23907470703125,74.07754178166799,71.6693868653296,73.97029547409615,5638700.0,,,,,
2024-11-13,74.85750579833984,75.1109977458508,73.23907437583662,73.23907437583662,3379300.0,,,,,
2024-11-14,75.1207504272461,76.43694633165755,74.30177929311212,74.98425647795082,2821800.0,,,,,
2024-11-15,73.98004150390625,75.80322133801366,73.17082948875881,75.0135052709097,3704300.0,,,,,
2024-11-18,75.15973663330078,76.7294243697367,73.98003476748553,73.98003476748553,3251700.0,,,,,
2024-11-19,74.58451080322266,76.31018836853578,74.46751281434861,75.5204723991303,2261300.0,,,,,
2024-11-20,71.43538665771484,73.85329312464174,70.31418749826125,73.85329312464174,7419000.0,,,,,
2024-11-21,72.06910705566406,72.5663391912846,71.4353809907926,71.63037763140912,3162300.0,,,,,
