Date,Close,High,Low,Open,Volume,"('Close', 'TFC')","('High', 'TFC')","('Low', 'TFC')","('Open', 'TFC')","('Volume', 'TFC')"
2024-06-03,34.933040618896484,35.94968340933658,34.603570288233435,35.87437826493124,7363500.0,,,,,
2024-06-04,34.500022888183594,34.980103462079526,34.255273112536415,34.547089047833346,7220400.0,,,,,
2024-06-05,34.48119354248047,34.79183304941075,34.35881866233578,34.66946176018364,6361100.0,,,,,
2024-06-06,34.28351593017578,34.66946781891978,34.104663067106635,34.4811995683154,4829200.0,,,,,
2024-06-07,34.04818344116211,34.50944050169575,33.92581212362573,34.02935984686298,4814700.0,,,,,
2024-06-10,33.906978607177734,34.17055196917109,33.304523156382785,33.643405245184375,6378800.0,,,,,
2024-06-11,33.5869255065918,33.74695117328987,33.229216216848315,33.615164485204886,6779500.0,,,,,
2024-06-12,34.650634765625,34.90479632225317,34.302337304180334,34.302337304180334,8739300.0,,,,,
2024-06-13,34.22703552246094,34.66946534112343,34.08583344686969,34.61298379270334,8149100.0,,,,,
2024-06-14,33.332763671875,33.99170069818787,33.28569751090649,33.7093001414589,6188500.0,,,,,
2024-06-17,33.699886322021484,33.71871350546808,33.040949265062906,33.23863289579313,5106700.0,,,,,
2024-06-18,34.424713134765625,34.4529521115309,33.40807047112125,33.55868433206552,9417200.0,,,,,
2024-06-20,34.48119354248047,34.62239201256966,34.001109407791525,34.20820480635676,6467700.0,,,,,
2024-06-21,34.63180923461914,34.6694635983397,34.03876557423248,34.36823227949298,9437100.0,,,,,
2024-06-24,35.262508392333984,35.441364848511235,34.65064105902587,34.93304164293102,6680700.0,,,,,
2024-06-25,34.87656021118164,35.300162883972966,34.848321229968306,35.1024828336431,10122800.0,,,,,
2024-06-26,34.72594451904297,34.91421276280853,34.47178292859717,34.660051172362735,7307700.0,,,,,
2024-06-27,35.620216369628906,35.65787073697356,34.58474640407778,34.829492609981784,8263100.0,,,,,
2024-06-28,36.57096481323242,36.60861917955684,35.68610875011674,35.77082927888767,9600200.0,,,,,
2024-07-01,36.9474983215332,37.0322188434868,36.54272289341242,36.54272289341242,9190100.0,,,,,
2024-07-02,37.23931884765625,37.24873064418282,36.58038177233288,36.75923463368313,7761300.0,,,,,
2024-07-03,36.58979034423828,37.38992943337199,36.58037854854116,37.38992943337199,3976700.0,,,,,
2024-07-05,35.97792434692383,36.68392754939303,35.82731047403379,36.64627318344102,5002100.0,,,,,
2024-07-08,36.00616455078125,36.38270104127431,35.79906912191826,36.185017408760494,4137500.0,,,,,
2024-07-09,36.62744522094727,36.75923190805658,35.629626089962926,35.7143466160929,5618100.0,,,,,
2024-07-10,36.956912994384766,36.96632838140032,36.47683239321349,36.51448675943971,4425300.0,,,,,
2024-07-11,38.02062225341797,38.10534277473521,37.18283242645728,37.286380129280325,6296400.0,,,,,
2024-07-12,38.13358688354492,38.42540284978078,37.77588115954789,38.03004275770464,5139300.0,,,,,
2024-07-15,38.97137451171875,39.1502273466289,38.38774266764168,38.72662474719155,8437100.0,,,,,
2024-07-16,39.95036697387695,40.10098084821048,38.933724219855165,39.09374989030791,6928900.0,,,,,
2024-07-17,40.57164764404297,40.74108869313714,39.19729565998393,39.33849773120168,8814300.0,,,,,
2024-07-18,39.95036697387695,40.91053176934742,39.62090024593425,40.251594722544,13300800.0,,,,,
2024-07-19,39.9221305847168,40.35514505265456,39.611491019776494,40.11981063430774,9976100.0,,,,,
2024-07-22,41.21175765991211,41.55063975961296,39.58324409494331,40.4586883221979,12943700.0,,,,,
2024-07-23,41.56005859375,41.77656582187035,40.98584205394821,41.183522098199205,7183800.0,,,,,
2024-07-24,41.051734924316406,41.72008378476931,40.8446394950816,41.30589651721782,7366800.0,,,,,
2024-07-25,41.53181457519531,42.1530972575611,40.919947279895176,41.05173397147004,9070400.0,,,,,
2024-07-26,41.814212799072266,42.02130821189845,41.40002556433772,41.59770559062572,7274600.0,,,,,
2024-07-29,41.85187149047852,42.13427207021862,41.54123193003986,42.058966924716415,7302100.0,,,,,
2024-07-30,42.30371475219727,42.42608965809589,41.94600901329103,42.17192804934567,6492500.0,,,,,
2024-07-31,42.06837463378906,42.65200651158471,42.04954745151328,42.36019057268689,8422900.0,,,,,
2024-08-01,40.80698394775391,42.23781754553521,40.628131094625495,42.13426983391213,9276900.0,,,,,
2024-08-02,39.64914321899414,40.19512081277223,38.792526049139646,40.11981207256075,10710400.0,,,,,
2024-08-05,38.764286041259766,39.37615697107271,37.57819855074322,38.42540390111218,8756100.0,,,,,
2024-08-06,39.20671463012695,39.677383455982415,38.54777755574568,38.83017813307532,7614900.0,,,,,
2024-08-07,38.6889762878418,40.16687612287998,38.58543216188551,39.89389093129604,6245000.0,,,,,
2024-08-08,39.6020736694336,39.77151472951919,38.99020277568915,39.01844534631546,5706500.0,,,,,
2024-08-09,39.61160659790039,39.7641054141176,39.46863736700863,39.59254379139092,6236400.0,,,,,
2024-08-12,39.287540435791016,40.35503199380594,39.1255084219936,39.8594100043345,7869800.0,,,,,
2024-08-13,39.73550796508789,39.76410399175851,39.25894872697327,39.70691557427571,5910900.0,,,,,
2024-08-14,39.93566131591797,40.00237931121425,39.60206770357853,39.93566131591797,3806800.0,,,,,
2024-08-15,40.38362503051758,40.926902220122805,40.31690703431049,40.50753143884136,6438600.0,,,,,
2024-08-16,40.536128997802734,40.74581623312044,40.29784937070846,40.3264453983436,4183500.0,,,,,
