Date,Close,High,Low,Open,Volume,"('Close', 'SNDX')","('High', 'SNDX')","('Low', 'SNDX')","('Open', 'SNDX')","('Volume', 'SNDX')"
2024-06-03,19.299999237060547,20.3700008392334,19.290000915527344,19.559999465942383,1604200.0,,,,,
2024-06-04,18.81999969482422,19.32999992370605,18.690000534057617,19.18000030517578,883100.0,,,,,
2024-06-05,19.209999084472656,19.39299964904785,18.71999931335449,18.93000030517578,1241500.0,,,,,
2024-06-06,19.399999618530277,19.6200008392334,18.649999618530277,19.100000381469727,1169500.0,,,,,
2024-06-07,19.5,19.670000076293945,18.81999969482422,19.149999618530277,979700.0,,,,,
2024-06-10,19.71999931335449,19.920000076293945,19.030000686645508,19.739999771118164,1239000.0,,,,,
2024-06-11,19.31999969482422,19.649999618530277,19.165000915527344,19.459999084472656,964700.0,,,,,
2024-06-12,20.270000457763672,20.790000915527344,19.600000381469727,19.96999931335449,1648200.0,,,,,
2024-06-13,20.700000762939453,20.790000915527344,19.96999931335449,20.399999618530277,879100.0,,,,,
2024-06-14,20.11000061035156,20.549999237060547,19.979999542236328,20.520000457763672,783100.0,,,,,
2024-06-17,19.8799991607666,20.11000061035156,19.63999938964844,20.0,936800.0,,,,,
2024-06-18,19.059999465942383,19.93000030517578,18.920000076293945,19.920000076293945,993900.0,,,,,
2024-06-20,19.270000457763672,19.38999938964844,18.6879997253418,18.96999931335449,1035500.0,,,,,
2024-06-21,20.049999237060547,20.31999969482422,19.399999618530277,19.399999618530277,2836300.0,,,,,
2024-06-24,19.799999237060547,20.670000076293945,19.770000457763672,20.1200008392334,1045800.0,,,,,
2024-06-25,19.540000915527344,19.82999992370605,19.36000061035156,19.75,516900.0,,,,,
2024-06-26,19.8799991607666,20.209999084472656,19.1200008392334,19.709999084472656,1114400.0,,,,,
2024-06-27,20.31999969482422,20.3700008392334,19.57999992370605,19.940000534057617,1138800.0,,,,,
2024-06-28,20.530000686645508,20.850000381469727,20.030000686645508,20.729999542236328,3363000.0,,,,,
2024-07-01,21.530000686645508,21.700000762939453,20.280000686645508,20.38999938964844,1037200.0,,,,,
2024-07-02,20.65999984741211,21.56999969482422,20.604999542236328,21.520000457763672,991700.0,,,,,
2024-07-03,20.07999992370605,21.077999114990234,20.040000915527344,20.649999618530277,402600.0,,,,,
2024-07-05,20.93000030517578,20.975000381469727,19.69499969482422,20.0,911600.0,,,,,
2024-07-08,21.1299991607666,21.34000015258789,20.76000022888184,21.11000061035156,692100.0,,,,,
2024-07-09,22.56999969482422,22.61000061035156,20.84000015258789,21.209999084472656,1469000.0,,,,,
2024-07-10,22.690000534057617,22.989999771118164,22.11100006103516,22.61000061035156,1053400.0,,,,,
2024-07-11,23.5,23.799999237060547,22.76000022888184,23.25,1065600.0,,,,,
2024-07-12,23.479999542236328,23.959999084472656,23.21999931335449,23.799999237060547,849800.0,,,,,
2024-07-15,24.3799991607666,24.5,23.440000534057617,23.65999984741211,825300.0,,,,,
2024-07-16,24.809999465942383,25.06999969482422,24.57999992370605,24.93000030517578,1511100.0,,,,,
2024-07-17,23.690000534057617,24.76000022888184,23.440000534057617,24.450000762939453,1457400.0,,,,,
2024-07-18,23.21999931335449,24.729999542236328,22.799999237060547,23.670000076293945,653300.0,,,,,
2024-07-19,23.07999992370605,23.479999542236328,22.8799991607666,23.229999542236328,507600.0,,,,,
2024-07-22,23.38999938964844,23.6200008392334,23.200000762939453,23.239999771118164,579000.0,,,,,
2024-07-23,23.280000686645508,23.72599983215332,23.09000015258789,23.309999465942383,719200.0,,,,,
2024-07-24,23.5,23.68000030517578,23.06999969482422,23.11000061035156,593400.0,,,,,
2024-07-25,24.6299991607666,24.93000030517578,23.63999938964844,23.790000915527344,1413100.0,,,,,
2024-07-26,24.489999771118164,25.06999969482422,24.424999237060547,24.8799991607666,461400.0,,,,,
2024-07-29,21.989999771118164,22.049999237060547,20.450000762939453,20.96999931335449,3161200.0,,,,,
2024-07-30,22.40999984741211,22.51499938964844,21.920000076293945,21.940000534057617,1278600.0,,,,,
2024-07-31,22.700000762939453,23.3700008392334,22.15999984741211,22.709999084472656,1327400.0,,,,,
