Date,Close,High,Low,Open,Volume,"('Close', 'EOG')","('High', 'EOG')","('Low', 'EOG')","('Open', 'EOG')","('Volume', 'EOG')"
2024-06-03,114.02022552490234,118.55663909762735,112.83847329488997,118.36602920825516,3239500.0,,,,,
2024-06-04,114.1727066040039,114.40143118653926,111.8854389655803,112.88611355856206,4499200.0,,,,,
2024-06-05,114.6587371826172,114.6968591554672,113.41027347362642,114.24893506325812,3406600.0,,,,,
2024-06-06,115.51646423339844,115.59270817965236,113.98208935239695,114.64921297558446,3399700.0,,,,,
2024-06-07,114.54439544677734,116.35514216284858,114.41097215761472,115.31634551565033,2494300.0,,,,,
2024-06-10,115.8786163330078,116.52667535795275,114.12504913081747,114.93512109424287,1717500.0,,,,,
2024-06-11,116.29795837402344,116.31702299804404,114.16317855820353,115.02090486354037,2063500.0,,,,,
2024-06-12,115.24961853027344,117.4415847393582,114.5062582264515,117.31768650803922,2129600.0,,,,,
2024-06-13,113.50558471679688,115.1543256496814,112.58114678948792,114.8493571111796,2253800.0,,,,,
2024-06-14,112.68596649169922,114.08691804186552,111.6662273853436,114.08691804186552,2850300.0,,,,,
2024-06-17,113.4865264892578,113.97256532213864,111.7329519531245,112.68597953747292,2388700.0,,,,,
2024-06-18,113.88678741455078,115.45928425983492,113.19107413318672,114.15363395391576,2032400.0,,,,,
2024-06-20,116.25983428955078,116.3456105540414,113.65807302671912,114.1345868242658,2469000.0,,,,,
2024-06-21,116.3170166015625,117.18426790019429,115.56412395667108,117.06990197543068,7884300.0,,,,,
2024-06-24,119.41436004638672,120.01476481107623,116.74587988349738,116.86024581197212,2784300.0,,,,,
2024-06-25,119.6526107788086,119.77650174167158,118.09917123225344,119.07126339664131,1947600.0,,,,,
2024-06-26,118.72816467285156,120.22441751892391,118.0515160375982,120.10051929362314,2297400.0,,,,,
2024-06-27,118.6995849609375,119.60495823036766,117.86091605853665,119.60495823036766,1726700.0,,,,,
2024-06-28,119.95758056640624,120.14818316836298,118.93784137678912,119.69072674423438,4029400.0,,,,,
2024-07-01,120.59610748291016,121.88269322582914,119.57636829158643,121.701615663951,2496100.0,,,,,
2024-07-02,120.70094299316406,122.79760800627716,120.15771757001204,121.79692615103872,2274700.0,,,,,
2024-07-03,120.81529998779295,121.40617968965546,120.2244275569537,120.55798574710865,1814100.0,,,,,
2024-07-05,119.07125854492188,121.1202618594396,118.60426983334143,120.60563340634832,3354600.0,,,,,
2024-07-08,119.72884368896484,119.75744062197786,118.08964247634042,118.21353343530524,2632000.0,,,,,
2024-07-09,119.7669677734375,120.96778449535314,118.0038682997421,118.0610476247304,2859700.0,,,,,
2024-07-10,120.2911376953125,120.4054963470695,119.07126360308364,119.73837997507655,1835300.0,,,,,
2024-07-11,122.14954376220705,122.4926342743142,119.70026316084513,120.06241829641571,2402800.0,,,,,
2024-07-12,122.89290618896484,123.38848461305004,121.74927597665425,123.27412595443312,2032100.0,,,,,
2024-07-15,126.41910552978516,128.01067442138768,123.56002272511262,124.13184510286598,3532200.0,,,,,
2024-07-16,125.34219360351562,126.81938928697218,125.03721779235556,126.12366867103091,2925300.0,,,,,
2024-07-17,127.04080200195312,127.74135525217136,125.43815886175672,125.44775026617748,2413500.0,,,,,
2024-07-18,126.8968505859375,129.30562578437323,126.09073326591825,126.41701675592132,2155600.0,,,,,
2024-07-19,124.03703308105467,127.08876891643877,123.4132550196178,127.0599800608872,3215700.0,,,,,
2024-07-22,121.8010025024414,123.739535034702,121.72422734198544,123.442040440038,2088100.0,,,,,
2024-07-23,119.86248016357422,121.0908534735704,119.11394063540044,120.8125490015115,3676600.0,,,,,
2024-07-24,120.05441284179688,121.53230179419133,119.6129666334218,120.83174856065268,2209700.0,,,,,
2024-07-25,121.91617584228516,122.89503359731076,120.2463562264495,120.39989923902787,2258400.0,,,,,
2024-07-26,122.021728515625,122.61671770133152,120.44787434426864,121.6858463427774,2214300.0,,,,,
2024-07-29,120.13117980957033,122.81825177999715,118.87401770797366,122.35760815129922,2343600.0,,,,,
2024-07-30,121.06206512451172,121.69544191189172,120.06400997554452,120.06400997554452,2306500.0,,,,,
2024-07-31,121.68585205078124,123.38446776721791,121.359561266365,122.98139449752908,3197300.0,,,,,
2024-08-01,118.14466857910156,122.8470335540806,117.64563737022308,121.9929373715444,3083400.0,,,,,
2024-08-02,117.96234130859376,120.95650689888453,115.1601136340361,119.65135835863082,6668900.0,,,,,
2024-08-05,118.1542739868164,119.43062629187024,114.94898049214405,115.72630888177808,5001600.0,,,,,
2024-08-06,117.33855438232422,119.26748831089188,117.23299768213572,117.53049229558228,3807700.0,,,,,
2024-08-07,118.1542739868164,120.3231174258392,117.97193480537337,119.10434283211164,2726800.0,,,,,
2024-08-08,121.6762466430664,121.82019823647194,118.46136189152656,118.46136189152656,2667200.0,,,,,
2024-08-09,121.42672729492188,122.03132250426174,120.24634037306376,121.68584161940524,3070700.0,,,,,
2024-08-12,123.5763931274414,123.6339708368572,121.8106010479741,122.06970806202736,2931800.0,,,,,
2024-08-13,121.26360321044922,122.64552695082044,120.91812227535642,122.2424609787568,2975900.0,,,,,
2024-08-14,121.43634033203124,121.97375185106462,120.80295619458522,121.50351677191044,2025700.0,,,,,
2024-08-15,122.95260620117188,123.24050940510338,121.3691605445964,121.46512583867936,2037700.0,,,,,
2024-08-16,122.89502716064452,123.25009947708166,122.1752764802784,122.46317968109788,2339800.0,,,,,
2024-08-19,123.06777954101562,124.57445007371255,122.69350243727996,122.90463780456854,1985300.0,,,,,
2024-08-20,120.1983642578125,123.3748616010486,119.6225651748062,123.11574725460208,2867300.0,,,,,
2024-08-21,119.9392547607422,121.74342713608787,119.89126845411306,121.13883920964602,2668800.0,,,,,
2024-08-22,120.1695785522461,121.33077547456048,119.91046419900673,119.958450507883,2216200.0,,,,,
2024-08-23,121.78180694580078,122.13687923414136,120.43827098442696,121.15802160783988,1995800.0,,,,,
2024-08-26,124.81436157226562,125.88918456273072,123.64356596763828,124.27695007703306,2270000.0,,,,,
2024-08-27,123.3748550415039,125.57250188063652,123.16372701390084,125.22702098486462,2150800.0,,,,,
2024-08-28,123.52840423583984,124.04661825309798,122.04091665249192,122.4439752533292,1726100.0,,,,,
2024-08-29,124.7375946044922,125.27500613503106,123.89309704651652,124.15219676371964,3152000.0,,,,,
2024-08-30,123.6243896484375,124.09461740976536,122.4535866606732,123.2501052195779,2820200.0,,,,,
2024-09-03,118.64369201660156,122.13688117878225,118.58611430875,121.90656302569398,3830700.0,,,,,
2024-09-04,117.8279800415039,120.26553648518929,117.51128799434836,118.98917689272528,2732400.0,,,,,
2024-09-05,116.64759826660156,118.81644174417735,116.14856702062856,118.68208886757294,3124900.0,,,,,
2024-09-06,115.4959945678711,117.52089379613132,115.092935931776,117.07944757731062,3144100.0,,,,,
2024-09-09,115.6399383544922,116.66678232751126,115.62074822526814,115.98541925398293,4999300.0,,,,,
2024-09-10,114.17164611816406,115.93743084198408,113.20237987210952,115.57275981989484,3928900.0,,,,,
2024-09-11,113.14480590820312,114.15245244535537,111.11030806102345,113.8069715407082,3419100.0,,,,,
2024-09-12,113.45189666748048,113.87415272398876,111.87804250263596,112.76093487380588,4709200.0,,,,,
2024-09-13,114.55552673339844,115.20810100956444,113.72061326601928,113.8261772902287,4428300.0,,,,,
2024-09-16,116.76275634765624,116.84913023982848,115.36164251570426,116.34050757801444,4484600.0,,,,,
2024-09-17,118.2214584350586,118.35581131837904,116.52284261900527,116.6859843599397,4010200.0,,,,,
2024-09-18,119.36345672607422,120.11200362481874,117.58807308171586,117.6648482490255,3965800.0,,,,,
2024-09-19,120.15037536621094,121.70503944640728,119.72812661931802,121.56108784833091,4358100.0,,,,,
2024-09-20,120.94690704345705,121.07166851793944,118.95079666856654,120.00643689103548,9400800.0,,,,,
2024-09-23,122.57833862304688,123.2788991517436,120.19835989226266,120.63980608392376,3174900.0,,,,,
2024-09-24,122.74148559570312,124.4976717119155,122.06012248890028,124.18097965163622,2110300.0,,,,,
2024-09-25,119.53618621826172,122.81825476346684,119.44022092877576,122.32882226890148,3031700.0,,,,,
2024-09-26,115.51519012451172,118.03911324342306,115.0641451869904,116.86831761539308,4907300.0,,,,,
2024-09-27,117.50170135498048,117.71282939497834,115.88945952062156,116.31170827893472,3273000.0,,,,,
2024-09-30,117.97193145751952,118.66289326055583,116.58041644761973,117.34814608968496,3566600.0,,,,,
2024-10-01,121.83939361572266,122.117698089184,115.68792830903551,115.93743660522914,3539900.0,,,,,
2024-10-02,123.15414428710938,124.13300933465683,121.42673968654483,123.99865645702212,2636700.0,,,,,
2024-10-03,125.51492309570312,125.7548400036066,122.42479947212,123.47084099785434,2606300.0,,,,,
2024-10-04,127.7509536743164,127.88530656041488,125.74525178778678,126.67613058552854,2720100.0,,,,,
2024-10-07,128.82579040527344,130.03496637076242,127.75095268147255,127.87571416165382,2887700.0,,,,,
2024-10-08,125.1118621826172,127.24232545769966,124.11381430688829,127.1559588868258,2566400.0,,,,,
2024-10-09,125.67807006835938,126.05233983092852,124.2097652300413,125.12146112649872,2233900.0,,,,,
2024-10-10,126.85843658447266,127.2614951372884,125.08304602823334,126.55133598612018,1637400.0,,,,,
2024-10-11,127.10796356201172,128.18280117121404,126.25386003165188,126.369015451316,1460800.0,,,,,
