Date,Close,High,Low,Open,Volume,"('Close', 'KHC')","('High', 'KHC')","('Low', 'KHC')","('Open', 'KHC')","('Volume', 'KHC')"
2024-06-03,32.46682357788086,32.81831725805865,32.378952804227616,32.71656880891337,6283600.0,,,,,
2024-06-04,32.957069396972656,33.04956607259441,32.06446271598693,32.43907883933363,8646700.0,,,,,
2024-06-05,32.0690803527832,33.00146392480343,31.93958361459192,32.99406108674552,9807200.0,,,,,
2024-06-06,32.34981918334961,32.471471225128475,31.4889058285008,32.01293880285854,8800300.0,,,,,
2024-06-07,32.18138122558594,32.6211977050387,32.01762090973879,32.265601326551206,8340200.0,,,,,
2024-06-10,31.395322799682617,32.026971664629414,31.09587439600848,31.984863406162688,11162600.0,,,,,
2024-06-11,31.48890686035156,31.60587902020472,31.07716257305597,31.189458416704056,6206600.0,,,,,
2024-06-12,30.805784225463867,31.451472788868948,30.76835584981536,31.4327568161913,8227600.0,,,,,
2024-06-13,30.45019149780273,30.72156774746141,30.19753122084881,30.627987883937664,11641700.0,,,,,
2024-06-14,30.30046844482422,30.534412758021457,30.178816402443715,30.450192662482173,6188900.0,,,,,
2024-06-17,30.805784225463867,30.83385996933373,29.95422710201824,30.169459002957787,10035900.0,,,,,
2024-06-18,30.57183837890625,30.918078501411355,30.422114174746905,30.84321461447838,6080800.0,,,,,
2024-06-20,30.54376792907715,30.59991584744408,30.29110765098616,30.403403487720027,7236600.0,,,,,
2024-06-21,30.833864212036133,31.01634050861823,30.562487925429377,30.70285595497281,16326500.0,,,,,
2024-06-24,31.077157974243164,31.236241944349786,30.805781746812546,30.974221917651796,7262400.0,,,,,
2024-06-25,30.693492889404297,31.20816965966536,30.67010060012832,31.058445443412925,7926200.0,,,,,
2024-06-26,30.24431800842285,30.41275818548824,30.13202574694813,30.38468601254622,7682900.0,,,,,
2024-06-27,30.19753074645996,30.3659709284498,30.0010183907074,30.17881477404923,5689500.0,,,,,
2024-06-28,30.15074348449707,30.3753280205986,29.9635873246079,30.31918367142664,9939000.0,,,,,
2024-07-01,29.813861846923828,30.56248288504202,29.785787888674392,30.16009840773349,7760600.0,,,,,
2024-07-02,29.94487190246582,29.94487190246582,29.682853630772,29.8980837540596,5470600.0,,,,,
2024-07-03,30.029088973999023,30.169456974791636,29.88872275805969,30.038445174855475,3805500.0,,,,,
2024-07-05,30.029088973999023,30.141381232809184,29.78578670010598,30.132025031952733,5200000.0,,,,,
2024-07-08,30.0384464263916,30.188170634278844,29.916796176803224,30.029090225145328,5870700.0,,,,,
2024-07-09,29.879365921020508,30.02909012842551,29.729641713615507,29.944870038653526,7630900.0,,,,,
2024-07-10,29.87000846862793,29.954226775051268,29.72028425854786,29.795146363587897,7116500.0,,,,,
2024-07-11,30.113311767578125,30.160099915479517,29.55184506849429,29.739001229806718,7468000.0,,,,,
2024-07-12,30.010374069213867,30.375326600598004,29.982301895940218,30.24431836571208,6250100.0,,,,,
2024-07-15,30.21624755859375,30.459548067281204,29.916797346260317,30.010375426061174,6723800.0,,,,,
2024-07-16,30.73092460632324,30.796428727337663,30.16009992059169,30.197531866801896,6193700.0,,,,,
2024-07-17,31.72284698486328,31.85385521542048,30.93679403181355,30.96486620415965,12096700.0,,,,,
2024-07-18,31.601198196411133,32.20009506593169,31.423401803805632,31.516978101028123,10013200.0,,,,,
2024-07-19,30.99294090270996,31.54972949766789,30.88064863446618,31.498261464367232,6419100.0,,,,,
2024-07-22,30.71220588684082,31.08464408011925,30.590553857389583,31.02101406090014,6321200.0,,,,,
2024-07-23,30.693492889404297,30.857253193163693,30.53441247138285,30.740281037663134,5618900.0,,,,,
2024-07-24,30.92743682861328,31.21565852947188,30.468907983599134,30.777712614160745,8162100.0,,,,,
2024-07-25,31.152023315429688,31.928716521985496,31.01165530993197,31.123947572506143,6893100.0,,,,,
2024-07-26,31.217531204223636,31.41404357989635,31.06780697946721,31.245603380831994,6048700.0,,,,,
2024-07-29,31.27367401123047,31.34853790476086,30.87596939354429,31.142665767259203,7411500.0,,,,,
2024-07-30,31.66670036315918,31.75092045334205,31.09587570410935,31.254959683213308,11644900.0,,,,,
2024-07-31,32.94871139526367,33.379168011863214,32.14394250440846,32.36853058290314,21392100.0,,,,,
2024-08-01,33.12651443481445,33.276238644599886,32.52761402596598,32.789634070370546,10258600.0,,,,,
2024-08-02,33.7441291809082,33.94532143400153,33.11996592167988,33.510184866600014,15882100.0,,,,,
2024-08-05,32.939353942871094,34.17457940337946,32.644581877943374,33.790910943217106,12773100.0,,,,,
2024-08-06,32.583763122558594,33.388532117921805,32.55569094774118,33.107799660627094,7266500.0,,,,,
2024-08-07,32.443397521972656,33.13587429986098,32.40596914266807,32.62119749492477,7907800.0,,,,,
2024-08-08,32.94871139526367,33.0516474491693,32.34139367480942,32.39660275407508,6301200.0,,,,,
