Date,Close,High,Low,Open,Volume,"('Close', 'OMC')","('High', 'OMC')","('Low', 'OMC')","('Open', 'OMC')","('Volume', 'OMC')"
2024-06-03,85.99617004394531,88.88935767010265,85.76776259636343,88.29929723116244,1511200.0,,,,,
2024-06-04,86.81463623046875,87.18580104837439,85.65355356483914,85.65355356483914,1241800.0,,,,,
2024-06-05,86.9002914428711,87.27145628274795,86.08182352392673,86.9002914428711,1208100.0,,,,,
2024-06-06,86.56719970703125,87.11919107515699,86.24362306699079,86.87174541686916,919800.0,,,,,
2024-06-07,86.69091796875,87.56649322839547,85.83438816098615,86.1960339184655,1387400.0,,,,,
2024-06-10,86.27851867675781,86.71969297650072,85.49207626118604,86.45115273467223,1339500.0,,,,,
2024-06-11,85.981201171875,86.11547128320152,85.07007419681962,85.72224644490795,1391400.0,,,,,
2024-06-12,85.52084350585938,87.21841288455374,84.62890213328416,86.54705499325905,1287100.0,,,,,
2024-06-13,85.73184204101562,85.77979878969154,83.89041703975178,85.14680482959754,1567600.0,,,,,
2024-06-14,84.79196166992188,85.28108544420395,84.26446663823718,84.9550029280159,1233300.0,,,,,
2024-06-17,86.39360809326172,86.47992146124027,84.59053969009115,84.93580779635052,1375000.0,,,,,
2024-06-18,87.4294204711914,87.67877510200749,85.66471584128911,86.26893142435264,1535700.0,,,,,
2024-06-20,86.07711029052734,87.47736101162174,85.63593600721042,87.18964247059202,2010200.0,,,,,
2024-06-21,86.76765441894531,86.8731534221074,85.2619045668365,86.11548208902202,5277300.0,,,,,
2024-06-24,87.01700592041016,88.66661119959403,86.52787490238074,87.5349007428268,1326000.0,,,,,
2024-06-25,86.12506866455078,86.9210965618768,84.76317453615538,86.70051307464196,1474800.0,,,,,
2024-06-26,85.06049346923828,85.61675225426991,84.50422736703395,85.31944089354846,1124000.0,,,,,
2024-06-27,85.34821319580078,85.4728978201533,84.66726977873091,85.07008014085571,1041700.0,,,,,
2024-06-28,86.0291519165039,86.47991900449101,85.35780134961188,85.52084258483245,2234600.0,,,,,
2024-07-01,84.1014175415039,87.2280015484506,84.01509685474034,85.95243541129216,1398500.0,,,,,
2024-07-02,85.43452453613281,85.62633688268119,83.7081841485094,84.09181615877816,981500.0,,,,,
2024-07-03,85.57838439941406,86.81558642967443,85.39615755467834,86.11546480431292,633800.0,,,,,
2024-07-05,85.26190185546875,85.66471222718361,84.52340885681852,85.1276317315638,1748600.0,,,,,
2024-07-08,85.94283294677734,86.2305587807817,85.13720500186827,85.6167431804276,1138700.0,,,,,
2024-07-09,86.8060073852539,87.04577648628265,85.6071618801102,85.99079390519064,1263000.0,,,,,
2024-07-10,87.4294204711914,88.50358150774879,86.86356151042783,87.50614103296459,1642900.0,,,,,
2024-07-11,88.49398040771484,89.19410943249359,87.47736171696876,88.00485668886866,1717400.0,,,,,
