Date,Close,High,Low,Open,Volume,"('Close', 'BBLG')","('High', 'BBLG')","('Low', 'BBLG')","('Open', 'BBLG')","('Volume', 'BBLG')"
2024-05-30,9.300000190734863,9.779999732971191,8.9399995803833,9.779999732971191,2783.0,,,,,
2024-05-31,9.960000038146973,9.960000038146973,9.359999656677246,9.630000114440918,8050.0,,,,,
2024-06-03,9.479999542236328,9.960000038146973,9.420000076293944,9.960000038146973,3717.0,,,,,
2024-06-04,9.84000015258789,10.020000457763672,9.359999656677246,9.84000015258789,2450.0,,,,,
2024-06-05,9.779999732971191,11.196000099182127,9.359999656677246,9.720000267028809,13833.0,,,,,
2024-06-06,9.239999771118164,10.020000457763672,8.699999809265137,9.960000038146973,8683.0,,,,,
2024-06-07,9.239999771118164,9.720000267028809,9.18000030517578,9.239999771118164,1783.0,,,,,
2024-06-10,8.760000228881836,9.300000190734863,8.760000228881836,9.09000015258789,3033.0,,,,,
2024-06-11,8.520000457763672,9.300000190734863,8.520000457763672,8.579999923706055,3567.0,,,,,
2024-06-12,8.760000228881836,8.850000381469727,8.399999618530273,8.699999809265137,2417.0,,,,,
2024-06-13,9.359999656677246,11.052000045776367,8.9399995803833,8.9399995803833,53650.0,,,,,
2024-06-14,9.0600004196167,11.100000381469728,8.760000228881836,9.0600004196167,29217.0,,,,,
2024-06-17,9.18000030517578,9.564000129699709,8.399999618530273,9.0600004196167,19383.0,,,,,
2024-06-18,8.9399995803833,9.600000381469728,8.699999809265137,9.539999961853027,12767.0,,,,,
2024-06-20,7.679999828338623,10.128000259399414,7.199999809265137,8.9399995803833,100200.0,,,,,
2024-06-21,7.5,8.100000381469727,7.5,7.800000190734863,7733.0,,,,,
2024-06-24,7.320000171661377,7.800000190734863,7.320000171661377,7.625999927520752,5850.0,,,,,
2024-06-25,7.260000228881836,7.619999885559082,6.900000095367432,7.440000057220459,13717.0,,,,,
2024-06-26,7.019999980926514,7.835999965667725,7.019999980926514,7.199999809265137,9383.0,,,,,
2024-06-27,7.265999794006348,7.380000114440918,6.78000020980835,7.380000114440918,11133.0,,,,,
2024-06-28,7.320000171661377,7.889999866485596,7.199999809265137,7.260000228881836,5317.0,,,,,
2024-07-01,7.199999809265137,7.559999942779541,7.199999809265137,7.559999942779541,2650.0,,,,,
2024-07-02,7.320000171661377,7.440000057220459,7.199999809265137,7.260000228881836,3850.0,,,,,
2024-07-03,7.199999809265137,7.5,7.199999809265137,7.5,600.0,,,,,
2024-07-05,7.079999923706055,7.739999771118164,7.079999923706055,7.320000171661377,4033.0,,,,,
2024-07-08,7.320000171661377,7.559999942779541,7.019999980926514,7.199999809265137,4750.0,,,,,
2024-07-09,6.599999904632568,7.380000114440918,6.0,7.199999809265137,24917.0,,,,,
2024-07-10,6.840000152587891,7.199999809265137,6.360000133514404,6.480000019073486,20533.0,,,,,
2024-07-11,7.079999923706055,8.039999961853027,6.659999847412109,6.888000011444092,52967.0,,,,,
2024-07-12,7.260000228881836,7.739999771118164,6.797999858856201,7.739999771118164,5667.0,,,,,
2024-07-15,6.900000095367432,7.380000114440918,6.900000095367432,7.260000228881836,4067.0,,,,,
2024-07-16,6.900000095367432,7.380000114440918,6.659999847412109,7.079999923706055,4750.0,,,,,
2024-07-17,6.840000152587891,7.019999980926514,6.71999979019165,6.71999979019165,2533.0,,,,,
2024-07-18,6.659999847412109,7.320000171661377,6.659999847412109,6.78000020980835,2867.0,,,,,
2024-07-19,6.659999847412109,7.320000171661377,6.659999847412109,6.840000152587891,4050.0,,,,,
2024-07-22,7.199999809265137,7.260000228881836,6.420000076293945,6.828000068664551,4700.0,,,,,
2024-07-23,7.5,12.779999732971191,6.119999885559082,7.199999809265137,1298133.0,,,,,
2024-07-24,11.520000457763672,25.5,9.899999618530272,12.899999618530272,6898250.0,,,,,
2024-07-25,12.539999961853027,13.979999542236328,10.4399995803833,11.220000267028809,485350.0,,,,,
2024-07-26,11.9399995803833,12.720000267028809,9.479999542236328,11.880000114440918,76550.0,,,,,
2024-07-29,10.260000228881836,11.520000457763672,9.899999618530272,11.279999732971191,29133.0,,,,,
2024-07-30,10.5600004196167,10.932000160217283,9.56999969482422,9.960000038146973,35667.0,,,,,
2024-07-31,12.960000038146973,14.399999618530272,10.5600004196167,10.5600004196167,778017.0,,,,,
2024-08-01,16.31999969482422,22.200000762939453,16.020000457763672,21.959999084472656,11303000.0,,,,,
2024-08-02,16.31999969482422,18.299999237060547,13.199999809265137,13.920000076293944,413017.0,,,,,
2024-08-05,14.220000267028809,15.359999656677246,13.5600004196167,14.220000267028809,63633.0,,,,,
