Date,Close,High,Low,Open,Volume,"('Close', 'CSGP')","('High', 'CSGP')","('Low', 'CSGP')","('Open', 'CSGP')","('Volume', 'CSGP')"
2024-06-03,78.05000305175781,78.58999633789062,76.48999786376953,78.48999786376953,1951400.0,,,,,
2024-06-04,78.62000274658203,79.29000091552734,78.0199966430664,78.0199966430664,2234800.0,,,,,
2024-06-05,78.05999755859375,78.87000274658203,77.95999908447266,78.41999816894531,2509800.0,,,,,
2024-06-06,77.05000305175781,78.13999938964844,76.76000213623047,77.81999969482422,3053100.0,,,,,
2024-06-07,76.20999908447266,76.80000305175781,75.44999694824219,76.30000305175781,3343100.0,,,,,
2024-06-10,76.43000030517578,76.72000122070312,75.70999908447266,76.1500015258789,2445000.0,,,,,
2024-06-11,76.70999908447266,76.91000366210938,75.05000305175781,76.08999633789062,2060000.0,,,,,
2024-06-12,77.63999938964844,79.83000183105469,77.33000183105469,78.86000061035156,2990100.0,,,,,
2024-06-13,75.19999694824219,77.33999633789062,75.12000274658203,76.75,2526100.0,,,,,
2024-06-14,73.93000030517578,75.36000061035156,73.7699966430664,75.0,2828100.0,,,,,
2024-06-17,73.19999694824219,73.94999694824219,72.22000122070312,73.29000091552734,3753400.0,,,,,
2024-06-18,72.7300033569336,73.69999694824219,71.9000015258789,73.58000183105469,3292500.0,,,,,
2024-06-20,73.06999969482422,73.55000305175781,72.51000213623047,72.9800033569336,3657800.0,,,,,
2024-06-21,73.94000244140625,74.22000122070312,72.87999725341797,73.30999755859375,6846700.0,,,,,
2024-06-24,74.36000061035156,74.97000122070312,73.2300033569336,74.25,3262800.0,,,,,
2024-06-25,73.9000015258789,74.2699966430664,72.80000305175781,74.02999877929688,2506900.0,,,,,
2024-06-26,72.8499984741211,73.66000366210938,72.01000213623047,73.66000366210938,3447200.0,,,,,
2024-06-27,74.26000213623047,74.2699966430664,72.55999755859375,72.68000030517578,2157600.0,,,,,
2024-06-28,74.13999938964844,74.45999908447266,73.61000061035156,74.26000213623047,6440300.0,,,,,
2024-07-01,73.87999725341797,74.37999725341797,73.22000122070312,73.93000030517578,2070500.0,,,,,
2024-07-02,74.22000122070312,74.87999725341797,73.66000366210938,74.5,1696300.0,,,,,
2024-07-03,73.83000183105469,74.44000244140625,73.51000213623047,74.1500015258789,1053500.0,,,,,
2024-07-05,73.1500015258789,73.91000366210938,72.77999877929688,73.83000183105469,1428100.0,,,,,
2024-07-08,72.62999725341797,73.91999816894531,72.5,73.16999816894531,1850600.0,,,,,
2024-07-09,71.58999633789062,73.0,71.55999755859375,72.62999725341797,2844100.0,,,,,
2024-07-10,71.83999633789062,71.98999786376953,70.86000061035156,71.98999786376953,3584300.0,,,,,
2024-07-11,75.19999694824219,75.66999816894531,72.97000122070312,73.48999786376953,3488600.0,,,,,
2024-07-12,75.79000091552734,76.68000030517578,74.66999816894531,75.48999786376953,2584300.0,,,,,
2024-07-15,76.01000213623047,76.75,74.86000061035156,75.41999816894531,2381900.0,,,,,
2024-07-16,76.97000122070312,76.97000122070312,75.54000091552734,76.08999633789062,1677700.0,,,,,
2024-07-17,75.91999816894531,77.18000030517578,75.66000366210938,76.52999877929688,2622600.0,,,,,
2024-07-18,75.2699966430664,76.66999816894531,74.8499984741211,75.62000274658203,1857700.0,,,,,
2024-07-19,74.4000015258789,75.58000183105469,73.6500015258789,75.22000122070312,1862600.0,,,,,
2024-07-22,75.51000213623047,75.5999984741211,73.8499984741211,74.12999725341797,2905600.0,,,,,
2024-07-23,74.83999633789062,76.7699966430664,74.56999969482422,76.29000091552734,3549600.0,,,,,
2024-07-24,76.3499984741211,81.62999725341797,73.02999877929688,75.36000061035156,8515100.0,,,,,
2024-07-25,77.83999633789062,78.91000366210938,75.0,75.87000274658203,3764600.0,,,,,
2024-07-26,78.51000213623047,79.33999633789062,77.77999877929688,78.62999725341797,2360600.0,,,,,
2024-07-29,78.79000091552734,79.9000015258789,78.02999877929688,79.12999725341797,1632100.0,,,,,
2024-07-30,78.4800033569336,79.36000061035156,77.73999786376953,79.16000366210938,1759600.0,,,,,
2024-07-31,78.0199966430664,80.04000091552734,77.77999877929688,78.63999938964844,2240900.0,,,,,
2024-08-01,77.13999938964844,78.3499984741211,76.11000061035156,78.11000061035156,2005300.0,,,,,
2024-08-02,75.2699966430664,77.91000366210938,74.75,77.05000305175781,2988500.0,,,,,
2024-08-05,72.69999694824219,77.33999633789062,72.55999755859375,77.33000183105469,3682400.0,,,,,
2024-08-06,73.55999755859375,74.87000274658203,72.31999969482422,72.37999725341797,2834100.0,,,,,
2024-08-07,73.94000244140625,76.22000122070312,73.80999755859375,73.91000366210938,2118000.0,,,,,
2024-08-08,73.94999694824219,74.97000122070312,73.44000244140625,74.05000305175781,2146200.0,,,,,
2024-08-09,73.87999725341797,74.19000244140625,72.91999816894531,73.69000244140625,1417300.0,,,,,
2024-08-12,72.02999877929688,73.81999969482422,71.69000244140625,73.81999969482422,1822600.0,,,,,
2024-08-13,73.16999816894531,73.63999938964844,71.79000091552734,72.13999938964844,2491100.0,,,,,
2024-08-14,73.54000091552734,74.02999877929688,72.75,73.0999984741211,1764000.0,,,,,
2024-08-15,74.55000305175781,74.7699966430664,73.45999908447266,73.9800033569336,1595300.0,,,,,
2024-08-16,74.04000091552734,74.7300033569336,73.37999725341797,74.55000305175781,1958200.0,,,,,
2024-08-19,74.91000366210938,74.91999816894531,74.01000213623047,74.04000091552734,1474300.0,,,,,
2024-08-20,74.83999633789062,75.47000122070312,74.37999725341797,75.2300033569336,1834300.0,,,,,
2024-08-21,75.58999633789062,75.6500015258789,74.83999633789062,75.16000366210938,1356600.0,,,,,
2024-08-22,75.55000305175781,76.18000030517578,75.0199966430664,75.94000244140625,1147100.0,,,,,
2024-08-23,76.98999786376953,78.38999938964844,75.86000061035156,75.86000061035156,1621700.0,,,,,
2024-08-26,77.8499984741211,78.58999633789062,77.44999694824219,77.44999694824219,1546000.0,,,,,
