Date,Close,High,Low,Open,Volume,"('Close', 'ARRY')","('High', 'ARRY')","('Low', 'ARRY')","('Open', 'ARRY')","('Volume', 'ARRY')"
2024-06-03,13.81999969482422,14.44499969482422,13.739999771118164,14.119999885559082,3371700.0,,,,,
2024-06-04,13.5600004196167,13.914999961853027,13.489999771118164,13.68000030517578,3494200.0,,,,,
2024-06-05,13.899999618530272,14.09000015258789,13.359999656677246,13.579999923706056,3780000.0,,,,,
2024-06-06,13.699999809265137,14.0600004196167,13.5,13.720000267028809,1957100.0,,,,,
2024-06-07,13.4399995803833,13.640000343322754,13.130000114440918,13.43000030517578,2828900.0,,,,,
2024-06-10,13.989999771118164,14.270000457763672,13.140000343322754,13.140000343322754,3992100.0,,,,,
2024-06-11,13.140000343322754,13.475000381469728,12.279999732971191,12.899999618530272,11137300.0,,,,,
2024-06-12,13.130000114440918,14.100000381469728,12.994999885559082,13.93000030517578,5204200.0,,,,,
2024-06-13,12.979999542236328,13.729999542236328,12.649999618530272,13.140000343322754,5391400.0,,,,,
2024-06-14,12.420000076293944,13.010000228881836,12.385000228881836,12.93000030517578,2919100.0,,,,,
2024-06-17,12.399999618530272,12.670000076293944,12.100000381469728,12.380000114440918,3073500.0,,,,,
2024-06-18,12.81999969482422,12.829999923706056,12.220000267028809,12.270000457763672,2952600.0,,,,,
2024-06-20,12.329999923706056,12.614999771118164,12.149999618530272,12.520000457763672,2929900.0,,,,,
2024-06-21,11.289999961853027,12.265000343322754,11.109999656677246,12.25,8121300.0,,,,,
2024-06-24,10.960000038146973,11.454999923706056,10.914999961853027,11.210000038146973,4956700.0,,,,,
2024-06-25,10.710000038146973,10.960000038146973,10.539999961853027,10.920000076293944,6108000.0,,,,,
2024-06-26,10.390000343322754,10.710000038146973,10.25,10.609999656677246,3756700.0,,,,,
2024-06-27,10.600000381469728,10.68000030517578,10.229999542236328,10.4399995803833,3980900.0,,,,,
2024-06-28,10.260000228881836,10.850000381469728,10.050000190734863,10.6899995803833,8604100.0,,,,,
2024-07-01,9.56999969482422,10.520000457763672,9.520000457763672,10.43000030517578,7341600.0,,,,,
2024-07-02,9.630000114440918,10.170000076293944,9.34000015258789,9.56999969482422,6335800.0,,,,,
2024-07-03,10.109999656677246,10.199999809265137,9.600000381469728,9.789999961853027,5882000.0,,,,,
2024-07-05,9.619999885559082,10.298999786376951,9.604999542236328,10.149999618530272,3720400.0,,,,,
2024-07-08,9.699999809265137,9.835000038146973,9.520000457763672,9.720000267028809,3627000.0,,,,,
2024-07-09,9.4399995803833,9.670000076293944,9.369999885559082,9.670000076293944,5464300.0,,,,,
2024-07-10,9.899999618530272,10.0600004196167,9.460000038146973,9.489999771118164,4691500.0,,,,,
2024-07-11,10.81999969482422,10.859999656677246,10.199999809265137,10.43000030517578,6260400.0,,,,,
2024-07-12,11.760000228881836,12.0600004196167,11.300000190734863,11.75,9125200.0,,,,,
2024-07-15,11.130000114440918,11.479999542236328,10.725000381469728,11.390000343322754,6173900.0,,,,,
2024-07-16,11.729999542236328,11.869999885559082,11.050000190734863,11.229999542236328,6982300.0,,,,,
2024-07-17,11.199999809265137,11.720000267028809,10.975000381469728,11.43000030517578,5497500.0,,,,,
2024-07-18,10.699999809265137,11.5,10.68000030517578,11.210000038146973,4768800.0,,,,,
2024-07-19,10.520000457763672,10.704999923706056,10.350000381469728,10.699999809265137,2756200.0,,,,,
2024-07-22,10.84000015258789,11.229999542236328,10.5,11.149999618530272,4797000.0,,,,,
2024-07-23,10.949999809265137,11.125,10.670000076293944,10.765000343322754,2437100.0,,,,,
2024-07-24,11.119999885559082,11.440999984741213,10.760000228881836,10.890000343322754,5877800.0,,,,,
2024-07-25,11.15999984741211,11.600000381469728,10.960000038146973,11.119999885559082,3112500.0,,,,,
2024-07-26,11.220000267028809,11.6850004196167,11.149999618530272,11.460000038146973,3238100.0,,,,,
2024-07-29,10.670000076293944,11.229999542236328,10.470000267028809,11.149999618530272,2871600.0,,,,,
2024-07-30,10.43000030517578,10.81999969482422,10.210000038146973,10.670000076293944,4056000.0,,,,,
2024-07-31,10.520000457763672,10.949999809265137,10.354999542236328,10.5,4676600.0,,,,,
2024-08-01,10.289999961853027,10.789999961853027,10.104999542236328,10.5,4410200.0,,,,,
