Date,Close,High,Low,Open,Volume,"('Close', 'SSP')","('High', 'SSP')","('Low', 'SSP')","('Open', 'SSP')","('Volume', 'SSP')"
2024-06-03,2.789999961853028,2.9100000858306885,2.680000066757202,2.75,1192200.0,,,,,
2024-06-04,2.789999961853028,2.930000066757202,2.7100000381469727,2.75,1317900.0,,,,,
2024-06-05,2.6600000858306885,2.869999885559082,2.640000104904175,2.799999952316284,644500.0,,,,,
2024-06-06,2.5299999713897705,2.700000047683716,2.5299999713897705,2.700000047683716,624200.0,,,,,
2024-06-07,2.4100000858306885,2.549999952316284,2.400000095367432,2.549999952316284,879700.0,,,,,
2024-06-10,2.390000104904175,2.4100000858306885,2.309999942779541,2.380000114440918,692000.0,,,,,
2024-06-11,2.380000114440918,2.430000066757202,2.3499999046325684,2.359999895095825,539600.0,,,,,
2024-06-12,2.259999990463257,2.539999961853028,2.240000009536743,2.5,819700.0,,,,,
2024-06-13,2.150000095367432,2.2699999809265137,2.140000104904175,2.259999990463257,954700.0,,,,,
2024-06-14,2.0299999713897705,2.2300000190734863,2.0,2.130000114440918,1835500.0,,,,,
2024-06-17,2.0199999809265137,2.049999952316284,1.9600000381469729,2.039999961853028,695100.0,,,,,
2024-06-18,2.0299999713897705,2.109999895095825,1.9900000095367432,2.0,1018700.0,,,,,
2024-06-20,2.200000047683716,2.2100000381469727,2.009999990463257,2.009999990463257,1277600.0,,,,,
2024-06-21,2.380000114440918,2.509999990463257,2.200000047683716,2.200000047683716,2823400.0,,,,,
2024-06-24,2.569999933242798,2.6600000858306885,2.380000114440918,2.380000114440918,1351200.0,,,,,
2024-06-25,2.650000095367432,2.7100000381469727,2.5299999713897705,2.5899999141693115,1373000.0,,,,,
2024-06-26,2.609999895095825,2.619999885559082,2.470000028610229,2.5899999141693115,1071100.0,,,,,
2024-06-27,2.759999990463257,2.759999990463257,2.5799999237060547,2.619999885559082,853700.0,,,,,
2024-06-28,3.140000104904175,3.200000047683716,2.799999952316284,2.799999952316284,3461200.0,,,,,
2024-07-01,3.130000114440918,3.220000028610229,3.009999990463257,3.119999885559082,900600.0,,,,,
