Date,Close,High,Low,Open,Volume,"('Close', 'NNOX')","('High', 'NNOX')","('Low', 'NNOX')","('Open', 'NNOX')","('Volume', 'NNOX')"
2024-06-03,8.109999656677246,8.489999771118164,8.039999961853027,8.40999984741211,599900.0,,,,,
2024-06-04,7.940000057220459,8.09000015258789,7.849999904632568,8.079999923706055,572800.0,,,,,
2024-06-05,8.329999923706055,8.350000381469727,7.860000133514404,8.0,559900.0,,,,,
2024-06-06,8.100000381469727,8.270000457763672,7.989999771118164,8.270000457763672,491300.0,,,,,
2024-06-07,7.840000152587891,8.029999732971191,7.760000228881836,7.900000095367432,480300.0,,,,,
2024-06-10,7.480000019073486,7.75,7.260000228881836,7.75,1387100.0,,,,,
2024-06-11,7.400000095367432,7.480000019073486,7.230000019073486,7.460000038146973,688600.0,,,,,
2024-06-12,7.78000020980835,7.849999904632568,7.623000144958496,7.659999847412109,777200.0,,,,,
2024-06-13,8.039999961853027,8.079999923706055,7.699999809265137,7.880000114440918,854300.0,,,,,
2024-06-14,7.610000133514404,8.020000457763672,7.449999809265137,8.020000457763672,908200.0,,,,,
2024-06-17,7.545000076293945,7.710000038146973,7.409999847412109,7.610000133514404,735600.0,,,,,
2024-06-18,7.230000019073486,7.559999942779541,7.210000038146973,7.559999942779541,817700.0,,,,,
2024-06-20,6.730000019073486,7.204999923706055,6.650000095367432,7.190000057220459,1869200.0,,,,,
2024-06-21,6.980000019073486,7.019999980926514,6.570000171661377,6.739999771118164,1384900.0,,,,,
2024-06-24,6.880000114440918,7.079999923706055,6.789999961853027,6.960000038146973,700600.0,,,,,
2024-06-25,6.519999980926514,6.900000095367432,6.480000019073486,6.840000152587891,1071400.0,,,,,
2024-06-26,6.599999904632568,6.610000133514404,6.453000068664551,6.53000020980835,524800.0,,,,,
2024-06-27,6.630000114440918,6.690000057220459,6.409999847412109,6.539999961853027,658200.0,,,,,
2024-06-28,7.340000152587891,7.400000095367432,6.932000160217285,7.019999980926514,4075300.0,,,,,
2024-07-01,7.150000095367432,7.449999809265137,7.090000152587891,7.320000171661377,862400.0,,,,,
2024-07-02,6.849999904632568,7.170000076293945,6.809999942779541,7.170000076293945,800200.0,,,,,
2024-07-03,7.059999942779541,7.230000019073486,6.920000076293945,6.929999828338623,399600.0,,,,,
2024-07-05,6.840000152587891,7.03000020980835,6.699999809265137,7.010000228881836,863000.0,,,,,
2024-07-08,7.170000076293945,7.190000057220459,6.804999828338623,6.880000114440918,1099300.0,,,,,
2024-07-09,7.559999942779541,7.679999828338623,7.080999851226807,7.119999885559082,2098100.0,,,,,
2024-07-10,7.739999771118164,8.017999649047852,7.440000057220459,7.619999885559082,1459500.0,,,,,
2024-07-11,8.505000114440918,8.609999656677246,7.880000114440918,7.889999866485596,2022700.0,,,,,
2024-07-12,8.90999984741211,9.229999542236328,8.510000228881836,8.510000228881836,1983200.0,,,,,
2024-07-15,8.880000114440918,9.199999809265137,8.720000267028809,9.199999809265137,1338200.0,,,,,
2024-07-16,9.520000457763672,9.529999732971191,8.840999603271484,8.920000076293945,1404500.0,,,,,
2024-07-17,8.520000457763672,9.3149995803833,8.432000160217285,9.119999885559082,1446300.0,,,,,
2024-07-18,8.0600004196167,8.760000228881836,7.90500020980835,8.649999618530273,1010500.0,,,,,
2024-07-19,7.639999866485596,8.069999694824219,7.610000133514404,8.069999694824219,765400.0,,,,,
2024-07-22,7.710000038146973,7.809999942779541,7.440000057220459,7.800000190734863,716400.0,,,,,
2024-07-23,8.569999694824219,8.630000114440918,7.699999809265137,7.730000019073486,1120000.0,,,,,
2024-07-24,8.0,8.579999923706055,7.960000038146973,8.300000190734863,849600.0,,,,,
2024-07-25,7.860000133514404,8.289999961853027,7.820000171661377,7.820000171661377,662300.0,,,,,
2024-07-26,8.59000015258789,8.59000015258789,8.08899974822998,8.25,966600.0,,,,,
2024-07-29,8.699999809265137,9.020000457763672,8.473999977111816,8.75,976800.0,,,,,
2024-07-30,8.635000228881836,8.979999542236328,8.4399995803833,8.710000038146973,806400.0,,,,,
2024-07-31,8.619999885559082,9.100000381469728,8.600000381469727,8.75,1209400.0,,,,,
2024-08-01,7.809999942779541,8.609999656677246,7.610000133514404,8.600000381469727,1120600.0,,,,,
2024-08-02,7.71999979019165,7.760000228881836,7.349999904632568,7.480000019073486,685000.0,,,,,
2024-08-05,7.230000019073486,7.385000228881836,6.551000118255615,6.730000019073486,1145800.0,,,,,
2024-08-06,7.300000190734863,7.5,7.070000171661377,7.409999847412109,467700.0,,,,,
2024-08-07,6.71999979019165,7.460000038146973,6.704999923706055,7.460000038146973,812300.0,,,,,
2024-08-08,7.039999961853027,7.179999828338623,6.710000038146973,6.849999904632568,737000.0,,,,,
2024-08-09,6.929999828338623,7.090000152587891,6.78000020980835,7.050000190734863,480700.0,,,,,
2024-08-12,6.730000019073486,7.0,6.659999847412109,7.0,662500.0,,,,,
2024-08-13,7.099999904632568,7.144999980926514,6.78000020980835,6.820000171661377,508800.0,,,,,
2024-08-14,6.960000038146973,7.125999927520752,6.849999904632568,7.110000133514404,543800.0,,,,,
2024-08-15,7.260000228881836,7.434999942779541,7.050000190734863,7.099999904632568,885700.0,,,,,
2024-08-16,7.210000038146973,7.289999961853027,7.099999904632568,7.159999847412109,1131700.0,,,,,
2024-08-19,7.239999771118164,7.300000190734863,6.96999979019165,7.289999961853027,1092500.0,,,,,
2024-08-20,7.130000114440918,7.199999809265137,6.610000133514404,6.900000095367432,1700200.0,,,,,
2024-08-21,7.650000095367432,7.659999847412109,6.929999828338623,7.159999847412109,1333400.0,,,,,
2024-08-22,7.070000171661377,7.639999866485596,7.039999961853027,7.599999904632568,1016900.0,,,,,
2024-08-23,7.039999961853027,7.460000038146973,6.949999809265137,7.150000095367432,1263400.0,,,,,
2024-08-26,6.989999771118164,7.072999954223633,6.820000171661377,7.070000171661377,674100.0,,,,,
2024-08-27,6.650000095367432,6.949999809265137,6.559999942779541,6.860000133514404,1096100.0,,,,,
2024-08-28,6.239999771118164,6.650000095367432,6.190000057220459,6.650000095367432,1156700.0,,,,,
2024-08-29,6.28000020980835,6.550000190734863,6.269999980926514,6.409999847412109,768600.0,,,,,
2024-08-30,6.369999885559082,6.440000057220459,6.239999771118164,6.420000076293945,603900.0,,,,,
2024-09-03,6.059999942779541,6.349999904632568,6.010000228881836,6.349999904632568,1009000.0,,,,,
2024-09-04,5.96999979019165,6.269999980926514,5.929999828338623,6.059999942779541,818900.0,,,,,
2024-09-05,5.980000019073486,6.059999942779541,5.860000133514404,5.940000057220459,664100.0,,,,,
2024-09-06,5.900000095367432,6.059999942779541,5.769999980926514,5.940000057220459,636100.0,,,,,
