Date,Close,High,Low,Open,Volume,"('Close', 'POET')","('High', 'POET')","('Low', 'POET')","('Open', 'POET')","('Volume', 'POET')"
2024-06-03,1.7300000190734863,1.7999999523162842,1.7100000381469729,1.7899999618530271,193700.0,,,,,
2024-06-04,1.7699999809265137,1.8200000524520876,1.6699999570846558,1.7000000476837158,182600.0,,,,,
2024-06-05,1.7599999904632568,1.7899999618530271,1.7200000286102295,1.7699999809265137,193000.0,,,,,
2024-06-06,1.7799999713897705,1.7899999618530271,1.75,1.7899999618530271,142900.0,,,,,
2024-06-07,1.7200000286102295,1.7699999809265137,1.7000000476837158,1.7599999904632568,176900.0,,,,,
2024-06-10,1.7799999713897705,1.7899999618530271,1.690000057220459,1.7000000476837158,221500.0,,,,,
2024-06-11,1.7599999904632568,1.7599999904632568,1.7200000286102295,1.7599999904632568,130200.0,,,,,
2024-06-12,1.75,1.809999942779541,1.7200000286102295,1.7599999904632568,272400.0,,,,,
2024-06-13,1.7699999809265137,1.7899999618530271,1.7400000095367432,1.75,133000.0,,,,,
2024-06-14,1.690000057220459,1.7699999809265137,1.649999976158142,1.7400000095367432,199000.0,,,,,
2024-06-17,1.7200000286102295,1.7799999713897705,1.649999976158142,1.690000057220459,406100.0,,,,,
2024-06-18,1.950000047683716,2.0199999809265137,1.7100000381469729,1.7699999809265137,358500.0,,,,,
2024-06-20,2.009999990463257,2.150000095367432,1.950000047683716,2.009999990463257,461100.0,,,,,
2024-06-21,1.8799999952316284,1.9900000095367432,1.850000023841858,1.9900000095367432,173700.0,,,,,
2024-06-24,1.7899999618530271,1.899999976158142,1.7699999809265137,1.840000033378601,183300.0,,,,,
2024-06-25,1.75,1.809999942779541,1.7100000381469729,1.7799999713897705,134800.0,,,,,
2024-06-26,1.7400000095367432,1.7799999713897705,1.690000057220459,1.7799999713897705,228400.0,,,,,
2024-06-27,1.7699999809265137,1.7799999713897705,1.7300000190734863,1.7599999904632568,235900.0,,,,,
2024-06-28,2.069999933242798,2.299999952316284,1.830000042915344,1.8799999952316284,2455100.0,,,,,
2024-07-01,2.7699999809265137,2.940000057220459,2.190000057220459,2.200000047683716,11357500.0,,,,,
2024-07-02,2.859999895095825,3.069999933242798,2.4600000381469727,2.789999961853028,2819900.0,,,,,
