Date,Close,High,Low,Open,Volume,"('Close', 'JD')","('High', 'JD')","('Low', 'JD')","('Open', 'JD')","('Volume', 'JD')"
2024-06-03,29.04375648498535,29.733425253334627,28.70377902750208,29.41287550261682,9909100.0,,,,,
2024-06-04,29.20888900756836,29.383734667314503,28.90776695618786,29.160321592184715,8939200.0,,,,,
2024-06-05,29.713998794555664,30.034548558736542,29.55858083936058,29.675143379392807,8606900.0,,,,,
2024-06-06,28.91748046875,29.296311491913187,28.87862505471885,29.21860251657899,11657600.0,,,,,
2024-06-07,28.490079879760746,29.08746796877432,28.402657051834066,28.54350514713017,9661000.0,,,,,
2024-06-10,28.74263572692871,28.859198267280124,28.11125005062873,28.53864850222148,6704500.0,,,,,
2024-06-11,28.56778907775879,29.0049032208116,28.30066459155012,28.781488296180104,6854400.0,,,,,
2024-06-12,28.71349334716797,28.99518954165745,28.305520762108525,28.820343883385096,12297900.0,,,,,
2024-06-13,28.558074951171875,29.131179332036837,28.558074951171875,28.936907822437515,9590400.0,,,,,
2024-06-14,27.946117401123047,28.150102766970253,27.819839158022106,28.082107645021186,11933500.0,,,,,
2024-06-17,28.40265846252441,28.53864871150773,27.863551614443143,28.15010381960669,11917300.0,,,,,
2024-06-18,28.218097686767575,28.519221585710685,27.946117200919744,28.159816418761345,5622000.0,,,,,
2024-06-20,27.85869407653809,28.16467397259386,27.615853300909585,27.868407929890594,11552900.0,,,,,
2024-06-21,27.29530334472656,27.538144118518208,27.13017154443912,27.33415690511463,10489500.0,,,,,
2024-06-24,27.54785919189453,28.11124973793465,27.499289923348226,27.53814533818527,8277600.0,,,,,
2024-06-25,26.780481338500977,27.343871882754694,26.49878699273819,27.11074495265607,8528800.0,,,,,
2024-06-26,26.72220039367676,26.87761834896326,26.421078336900177,26.74162810126961,4823300.0,,,,,
2024-06-27,25.50799560546875,26.440503305946606,25.4594263381138,26.41136359826174,13983900.0,,,,,
2024-06-28,25.10002326965332,25.61970239271865,25.017456440703658,25.575990978034277,11558100.0,,,,,
2024-07-01,25.051456451416016,25.46914104835064,24.93489205857108,25.1874466991283,6998200.0,,,,,
2024-07-02,25.34286499023437,25.401146261065,24.83775570242712,25.17773317894078,9133100.0,,,,,
2024-07-03,26.100528717041016,26.129668425863468,25.605133287049373,25.663414557422456,6717200.0,,,,,
2024-07-05,25.993677139282227,26.09081382117671,25.37200533952252,25.37200533952252,9372300.0,,,,,
2024-07-08,25.71198081970215,25.760550086772867,25.48856774936115,25.741122379944574,6177900.0,,,,,
2024-07-09,26.051958084106445,26.323940419490945,25.410858585376207,25.53713682609076,9128200.0,,,,,
2024-07-10,25.993677139282227,26.25594562457889,25.7702640678346,26.022818699669003,6913300.0,,,,,
2024-07-11,27.81012535095215,27.984971009243605,26.71248583895195,26.71248583895195,22612200.0,,,,,
2024-07-12,27.3438720703125,28.23752623485109,27.096175284361244,28.111249841621238,11884200.0,,,,,
2024-07-15,25.88682746887207,26.459931873197508,25.83826005266612,26.459931873197508,11893300.0,,,,,
2024-07-16,26.421077728271484,26.542498118837567,25.721695092864827,25.88682689814383,7466300.0,,,,,
2024-07-17,26.20737648010254,26.51821238143929,25.98396340760776,26.39193599129428,7396700.0,,,,,
2024-07-18,25.527423858642575,26.391936456050303,25.42057332090341,26.2656600636816,9427500.0,,,,,
2024-07-19,25.50799560546875,25.77512009137263,25.32343609497613,25.50799560546875,4797800.0,,,,,
2024-07-22,26.081100463867188,26.362794808719062,25.969393926018327,26.11995402572725,6149600.0,,,,,
2024-07-23,25.440000534057617,25.566276923973252,25.197159754988377,25.498281802270363,7296700.0,,,,,
2024-07-24,25.022314071655277,25.46914021536949,24.89603582914257,25.138876607959805,5874900.0,,,,,
2024-07-25,25.575990676879883,26.60563505732028,25.556562969976,25.770264040462497,14040600.0,,,,,
