Date,Close,High,Low,Open,Volume,"('Close', 'ERIC')","('High', 'ERIC')","('Low', 'ERIC')","('Open', 'ERIC')","('Volume', 'ERIC')"
2024-06-03,5.931543350219727,5.969505191457865,5.846128981163492,5.960014957418752,16790400.0,,,,,
2024-06-04,5.941034317016602,5.941034317016602,5.884091099932745,5.912562708474673,15312200.0,,,,,
2024-06-05,5.997977256774902,5.997977256774902,5.931543803263634,5.988486569470059,11405900.0,,,,,
2024-06-06,5.969505786895752,6.016958319447076,5.941034629397668,5.969505786895752,7774900.0,,,,,
2024-06-07,5.903071880340576,5.950524409262534,5.874600725020086,5.931543488201921,10234700.0,,,,,
2024-06-10,5.827148914337158,5.85562052570784,5.789187067536857,5.817658678907538,7532300.0,,,,,
2024-06-11,5.713263511657715,5.751225359373108,5.68479189960071,5.713263511657715,10918600.0,,,,,
2024-06-12,5.789186477661133,5.874600850529166,5.760715321732365,5.846129242059534,18305000.0,,,,,
2024-06-13,5.58039665222168,5.694282187359048,5.551925042166894,5.684791499827155,17101400.0,,,,,
2024-06-14,5.513962745666504,5.532943666635339,5.466510669514841,5.485491590483677,11962400.0,,,,,
2024-06-17,5.561415672302246,5.570905907195304,5.494982217887296,5.542434749975244,9525400.0,,,,,
2024-06-18,5.608867645263672,5.646829489196285,5.589886723297365,5.599377410550956,10139600.0,,,,,
2024-06-20,5.637339115142822,5.6753009581371145,5.618358193645676,5.656320036639968,12103800.0,,,,,
2024-06-21,5.656320095062256,5.656320095062256,5.542434564903092,5.608867564558836,7905000.0,,,,,
2024-06-24,5.798677444458008,5.855620211603967,5.770205834614584,5.798677444458008,15070900.0,,,,,
2024-06-25,5.760715484619141,5.7796964066219685,5.722753640613485,5.751224797347288,10430300.0,,,,,
2024-06-26,5.713263511657715,5.760716047572417,5.694282587800019,5.713263511657715,9974700.0,,,,,
2024-06-27,5.817657947540283,5.836638868554246,5.7796961055123575,5.808167260762875,9811700.0,,,,,
2024-06-28,5.855620384216309,5.865110619416613,5.798677615391786,5.798677615391786,11981000.0,,,,,
2024-07-01,5.941034317016602,5.969505473017664,5.893581786960343,5.941034317016602,13960900.0,,,,,
2024-07-02,5.884091377258301,5.903072299667229,5.855620219915352,5.865110454849373,9648700.0,,,,,
2024-07-03,5.874600887298584,5.9505245736383285,5.865110200235683,5.922052964990491,7581900.0,,,,,
2024-07-05,5.903071880340576,5.931543488201921,5.808167275037516,5.922052801401188,16555200.0,,,,,
2024-07-08,6.073900699615479,6.102371855297787,5.988486327486831,6.007467248788657,17940000.0,,,,,
2024-07-09,6.007467269897461,6.054919799589192,5.988486348528941,6.016957956852152,14154500.0,,,,,
2024-07-10,6.111863136291504,6.111863136291504,6.035939443704426,6.083391525300898,10792100.0,,,,,
2024-07-11,6.064410209655762,6.130843662640228,6.026448365819174,6.054919974967053,22712900.0,,,,,
2024-07-12,6.339633941650391,6.396576708643973,6.21625817276807,6.244729329994419,36540900.0,,,,,
2024-07-15,6.159314632415772,6.244729004727643,6.102371868388144,6.21625784898426,27261700.0,,,,,
2024-07-16,6.415558338165283,6.4630104196063165,6.225748654778444,6.235239342591193,34218700.0,,,,,
2024-07-17,6.387086868286133,6.434539403315756,6.358615256760177,6.39657710376751,21808800.0,,,,,
2024-07-18,6.301671981811523,6.406067278995488,6.273200825105546,6.406067278995488,18145300.0,,,,,
2024-07-19,6.235239028930664,6.273200873190199,6.206767419465572,6.22574834159534,16244400.0,,,,,
2024-07-22,6.3775954246521,6.3775954246521,6.24472897586833,6.263709897123154,28108900.0,,,,,
2024-07-23,6.301671981811523,6.339633825780078,6.273200825105546,6.292181747089823,12646700.0,,,,,
2024-07-24,6.216258049011231,6.292181736824475,6.216258049011231,6.282691049577381,12247800.0,,,,,
2024-07-25,6.216258049011231,6.282691049577381,6.197277127057919,6.216258049011231,20019200.0,,,,,
2024-07-26,6.349124431610107,6.358614666210088,6.244729135765096,6.254219822905947,16450800.0,,,,,
2024-07-29,6.406067371368408,6.453519903283786,6.32065299493708,6.3681055268524585,28188500.0,,,,,
2024-07-30,6.519952774047852,6.538933695924841,6.37759563369999,6.387086320908922,25351000.0,,,,,
2024-07-31,6.538933753967285,6.605367207396879,6.425048221694447,6.425048221694447,24850200.0,,,,,
2024-08-01,6.434538841247559,6.595876450665147,6.415557919401909,6.529443450475808,20971900.0,,,,,
2024-08-02,6.396576881408691,6.453520102481135,6.349124800569518,6.396576881408691,23491100.0,,,,,
2024-08-05,6.197277069091797,6.263710069036568,6.0833910858962845,6.130843616606154,29405100.0,,,,,
2024-08-06,6.178296089172363,6.263710010089081,6.159314715034351,6.168805402103357,24886300.0,,,,,
2024-08-07,6.244729518890381,6.387086666950922,6.225748595985035,6.263710441795726,24485400.0,,,,,
2024-08-08,6.3775954246521,6.387086111549941,6.24472897586833,6.24472897586833,23367100.0,,,,,
2024-08-09,6.358614921569824,6.387086531594918,6.33014376408562,6.349124686588719,21556000.0,,,,,
2024-08-12,6.368105411529541,6.425048177272263,6.349124489615301,6.396576568130465,11350700.0,,,,,
2024-08-13,6.567405223846436,6.595876380039618,6.396576476523866,6.406067163615506,18752300.0,,,,,
2024-08-14,6.519952774047852,6.557914617801832,6.481990930293872,6.510462539379794,14294500.0,,,,,
2024-08-15,6.64332914352417,6.652819830948829,6.5674054542904345,6.57689568917421,10641100.0,,,,,
2024-08-16,6.738234043121338,6.766705654071573,6.662310350641916,6.662310350641916,11206000.0,,,,,
2024-08-19,6.823647975921631,6.8426288977966765,6.776195444963579,6.78568613217154,17010300.0,,,,,
2024-08-20,6.8331379890441895,6.8331379890441895,6.785685912165507,6.804666833425152,9834000.0,,,,,
2024-08-21,6.880590915679932,6.890081603128081,6.785686303902868,6.804667226258281,17158400.0,,,,,
2024-08-22,6.871100425720215,6.937533882144025,6.852119502819254,6.880591113441144,14752800.0,,,,,
2024-08-23,7.022947788238525,7.0419287098604855,6.8900813368848,6.9090622585067605,19257200.0,,,,,
2024-08-26,7.060909748077393,7.098871591948168,7.0229479042066165,7.0229479042066165,15512700.0,,,,,
2024-08-27,7.051418781280518,7.060909468142384,7.0229476257766335,7.051418781280518,10510100.0,,,,,
2024-08-28,7.032438278198242,7.089381045132295,6.994476433575541,7.070400122820944,9884400.0,,,,,
2024-08-29,7.051418781280518,7.098871310508134,7.032437860097643,7.098871310508134,14329100.0,,,,,
2024-08-30,7.070399761199951,7.07989044814066,7.032437918518838,7.07989044814066,12942000.0,,,,,
2024-09-03,6.956514358520508,7.079890575727931,6.947024123949635,7.060909654045318,17370100.0,,,,,
2024-09-04,7.051418781280518,7.060909468142384,6.956514175366142,6.966004862228009,14732100.0,,,,,
2024-09-05,6.994476318359375,7.041928849626534,6.93753355236331,6.975495396360686,17099200.0,,,,,
2024-09-06,6.852118968963623,6.956514263055809,6.842628734522986,6.909062185770898,17911300.0,,,,,
2024-09-09,6.928043365478516,6.956514522402728,6.871100146548331,6.890081521218979,12859700.0,,,,,
2024-09-10,6.956514358520508,6.966005045632249,6.890081358901795,6.928043202267022,18477100.0,,,,,
2024-09-11,6.918552875518799,6.918552875518799,6.795176651885134,6.890081717782349,13423300.0,,,,,
2024-09-12,6.937533378601074,6.956514300124353,6.899571535554516,6.918552457077795,14567000.0,,,,,
