Date,Close,High,Low,Open,Volume,"('Close', 'NUAI')","('High', 'NUAI')","('Low', 'NUAI')","('Open', 'NUAI')","('Volume', 'NUAI')"
2024-06-03,11.760000228881836,11.770000457763672,11.239999771118164,11.375,5000.0,,,,,
2024-06-04,11.039999961853027,11.039999961853027,10.90999984741211,11.029999732971191,2800.0,,,,,
2024-06-05,11.039999961853027,11.039999961853027,11.039999961853027,11.039999961853027,0.0,,,,,
2024-06-06,11.024999618530272,11.09000015258789,11.0,11.09000015258789,7900.0,,,,,
2024-06-07,11.024999618530272,11.024999618530272,11.024999618530272,11.024999618530272,0.0,,,,,
2024-06-10,11.024999618530272,11.024999618530272,11.024999618530272,11.024999618530272,0.0,,,,,
2024-06-11,11.024999618530272,11.024999618530272,11.024999618530272,11.024999618530272,0.0,,,,,
2024-06-12,11.0,11.0600004196167,11.0,11.0,2400.0,,,,,
2024-06-13,10.989999771118164,11.0,10.989999771118164,10.989999771118164,800.0,,,,,
2024-06-14,11.010000228881836,11.010000228881836,10.989999771118164,10.989999771118164,700.0,,,,,
2024-06-17,11.010000228881836,11.010000228881836,11.010000228881836,11.010000228881836,0.0,,,,,
2024-06-18,11.010000228881836,11.010000228881836,11.010000228881836,11.010000228881836,0.0,,,,,
2024-06-20,11.0,11.0,10.920000076293944,10.949999809265137,700.0,,,,,
2024-06-21,11.0,11.0,11.0,11.0,0.0,,,,,
2024-06-24,11.0,11.0,11.0,11.0,0.0,,,,,
2024-06-25,11.0,11.0,11.0,11.0,0.0,,,,,
2024-06-26,11.0,11.0,11.0,11.0,0.0,,,,,
2024-06-27,10.9399995803833,10.960000038146973,10.920000076293944,10.960000038146973,2100.0,,,,,
2024-06-28,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,0.0,,,,,
2024-07-01,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,0.0,,,,,
2024-07-02,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,0.0,,,,,
2024-07-03,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,0.0,,,,,
2024-07-05,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,0.0,,,,,
2024-07-08,11.029999732971191,11.06999969482422,11.029999732971191,11.029999732971191,5400.0,,,,,
2024-07-09,11.029999732971191,11.029999732971191,11.029999732971191,11.029999732971191,0.0,,,,,
2024-07-10,11.029999732971191,11.140000343322754,11.020000457763672,11.039999961853027,12000.0,,,,,
2024-07-11,11.020000457763672,11.020000457763672,11.020000457763672,11.020000457763672,600.0,,,,,
2024-07-12,11.029999732971191,11.029999732971191,11.0,11.0,400.0,,,,,
2024-07-15,11.020000457763672,11.029999732971191,11.0,11.0,400.0,,,,,
2024-07-16,11.029999732971191,11.029999732971191,11.029999732971191,11.029999732971191,300.0,,,,,
2024-07-17,11.050000190734863,11.050000190734863,11.029999732971191,11.029999732971191,10700.0,,,,,
2024-07-18,11.050000190734863,11.050000190734863,11.050000190734863,11.050000190734863,1300.0,,,,,
2024-07-19,11.149999618530272,11.149999618530272,11.140000343322754,11.140000343322754,300.0,,,,,
2024-07-22,11.1899995803833,11.1899995803833,11.15999984741211,11.15999984741211,2600.0,,,,,
2024-07-23,11.06999969482422,11.06999969482422,11.06999969482422,11.06999969482422,9400.0,,,,,
2024-07-24,11.06999969482422,11.15999984741211,11.06999969482422,11.15999984741211,400.0,,,,,
2024-07-25,11.06999969482422,11.06999969482422,11.06999969482422,11.06999969482422,0.0,,,,,
2024-07-26,11.06999969482422,11.06999969482422,11.06999969482422,11.06999969482422,0.0,,,,,
2024-07-29,11.06999969482422,11.06999969482422,11.06999969482422,11.06999969482422,0.0,,,,,
2024-07-30,11.18000030517578,11.18000030517578,11.06999969482422,11.06999969482422,3300.0,,,,,
2024-07-31,11.18000030517578,11.18000030517578,11.18000030517578,11.18000030517578,0.0,,,,,
2024-08-01,11.18000030517578,11.18000030517578,11.18000030517578,11.18000030517578,0.0,,,,,
2024-08-02,11.15999984741211,11.15999984741211,11.06999969482422,11.15999984741211,1100.0,,,,,
2024-08-05,11.25,11.3100004196167,11.079999923706056,11.079999923706056,1300.0,,,,,
2024-08-06,11.210000038146973,11.210000038146973,11.06999969482422,11.210000038146973,5200.0,,,,,
2024-08-07,11.210000038146973,11.300000190734863,11.210000038146973,11.300000190734863,600.0,,,,,
2024-08-08,11.119999885559082,11.130000114440918,11.119999885559082,11.130000114440918,4500.0,,,,,
2024-08-09,11.119999885559082,11.119999885559082,11.119999885559082,11.119999885559082,200.0,,,,,
2024-08-12,11.119999885559082,11.119999885559082,11.119999885559082,11.119999885559082,0.0,,,,,
2024-08-13,11.25,11.25,11.130000114440918,11.130000114440918,4600.0,,,,,
2024-08-14,11.25,11.25,11.25,11.25,0.0,,,,,
2024-08-15,11.25,11.25,11.25,11.25,0.0,,,,,
2024-08-16,11.25,11.25,11.25,11.25,0.0,,,,,
2024-08-19,11.25,11.25,11.25,11.25,100.0,,,,,
2024-08-20,11.25,11.25,11.25,11.25,0.0,,,,,
2024-08-21,11.25,11.25,11.25,11.25,0.0,,,,,
2024-08-22,11.25,11.25,11.25,11.25,0.0,,,,,
2024-08-23,11.25,11.25,11.25,11.25,300.0,,,,,
2024-08-26,11.25,11.25,11.25,11.25,0.0,,,,,
2024-08-27,11.25,11.25,11.25,11.25,0.0,,,,,
2024-08-28,11.25,11.25,11.25,11.25,0.0,,,,,
2024-08-29,11.25,11.25,11.25,11.25,0.0,,,,,
2024-08-30,11.25,11.25,11.25,11.25,0.0,,,,,
2024-09-03,11.25,11.25,11.25,11.25,0.0,,,,,
2024-09-04,11.25,11.25,11.25,11.25,0.0,,,,,
2024-09-05,11.25,11.25,11.25,11.25,0.0,,,,,
2024-09-06,11.140000343322754,11.149999618530272,11.140000343322754,11.140000343322754,1700.0,,,,,
2024-09-09,11.140000343322754,11.140000343322754,11.140000343322754,11.140000343322754,100.0,,,,,
2024-09-10,11.239999771118164,11.25,11.119999885559082,11.15999984741211,4700.0,,,,,
2024-09-11,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-09-12,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-09-13,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-09-16,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-09-17,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-09-18,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-09-19,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-09-20,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-09-23,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-09-24,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-09-25,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-09-26,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-09-27,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-09-30,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-10-01,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,100.0,,,,,
2024-10-02,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-10-03,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-10-04,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-10-07,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-10-08,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-10-09,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-10-10,11.220000267028809,11.220000267028809,11.220000267028809,11.220000267028809,600.0,,,,,
2024-10-11,10.9399995803833,11.239999771118164,10.9399995803833,11.239999771118164,600.0,,,,,
2024-10-14,11.199999809265137,11.199999809265137,11.1899995803833,11.1899995803833,2100.0,,,,,
2024-10-15,11.199999809265137,11.199999809265137,11.199999809265137,11.199999809265137,0.0,,,,,
2024-10-16,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,500.0,,,,,
2024-10-17,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-10-18,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,100.0,,,,,
2024-10-21,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-10-22,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,0.0,,,,,
2024-10-23,11.25,11.25,11.220000267028809,11.220000267028809,3100.0,,,,,
2024-10-24,11.25,11.25,11.25,11.25,0.0,,,,,
2024-10-25,11.25,11.25,11.25,11.25,0.0,,,,,
2024-10-28,11.31999969482422,11.34000015258789,11.31999969482422,11.34000015258789,500.0,,,,,
2024-10-29,11.34000015258789,11.34000015258789,11.329999923706056,11.329999923706056,3500.0,,,,,
2024-10-30,11.300000190734863,11.300000190734863,11.300000190734863,11.300000190734863,900.0,,,,,
2024-10-31,11.329999923706056,11.329999923706056,11.3100004196167,11.3100004196167,400.0,,,,,
2024-11-01,11.34000015258789,11.34000015258789,11.3100004196167,11.3100004196167,10900.0,,,,,
2024-11-04,11.34000015258789,11.34000015258789,11.34000015258789,11.34000015258789,0.0,,,,,
2024-11-05,11.34000015258789,11.34000015258789,11.34000015258789,11.34000015258789,300.0,,,,,
2024-11-06,11.399999618530272,11.460000038146973,11.34000015258789,11.34000015258789,8000.0,,,,,
2024-11-07,11.399999618530272,11.399999618530272,11.399999618530272,11.399999618530272,0.0,,,,,
2024-11-08,11.3100004196167,11.3100004196167,11.229999542236328,11.300000190734863,31600.0,,,,,
2024-11-11,11.399999618530272,11.399999618530272,11.364999771118164,11.399999618530272,1700.0,,,,,
2024-11-12,11.326000213623049,11.399999618530272,11.300000190734863,11.399999618530272,8400.0,,,,,
2024-11-13,11.385000228881836,11.399999618530272,11.385000228881836,11.399999618530272,12500.0,,,,,
2024-11-14,11.369999885559082,11.399999618530272,11.359999656677246,11.399999618530272,13000.0,,,,,
2024-11-15,11.380000114440918,11.380000114440918,11.369999885559082,11.369999885559082,25000.0,,,,,
2024-11-18,11.388999938964844,11.399999618530272,11.369999885559082,11.399999618530272,2800.0,,,,,
2024-11-19,11.880000114440918,11.899999618530272,11.270000457763672,11.359999656677246,36100.0,,,,,
2024-11-20,11.31999969482422,11.880000114440918,11.31999969482422,11.880000114440918,88400.0,,,,,
2024-11-21,11.524999618530272,11.739999771118164,11.31999969482422,11.31999969482422,64500.0,,,,,
2024-11-22,11.635000228881836,11.635000228881836,10.770000457763672,11.420000076293944,18800.0,,,,,
2024-11-25,11.380000114440918,12.199999809265137,11.3100004196167,11.729999542236328,55500.0,,,,,
2024-11-26,11.289999961853027,11.300000190734863,10.550000190734863,10.989999771118164,10700.0,,,,,
2024-11-27,11.31999969482422,11.399999618530272,10.949999809265137,10.949999809265137,12500.0,,,,,
2024-11-29,11.44499969482422,11.529999732971191,11.15999984741211,11.166000366210938,16800.0,,,,,
2024-12-02,11.149999618530272,11.149999618530272,10.510000228881836,10.960000038146973,17500.0,,,,,
2024-12-03,10.800000190734863,11.126999855041504,10.510000228881836,10.510000228881836,17900.0,,,,,
2024-12-04,10.800000190734863,10.800000190734863,10.800000190734863,10.800000190734863,0.0,,,,,
2024-12-05,10.760000228881836,10.760000228881836,10.760000228881836,10.760000228881836,700.0,,,,,
2024-12-06,9.880000114440918,12.149999618530272,9.850000381469728,10.899999618530272,112600.0,,,,,
2024-12-09,8.5,12.289999961853027,7.650000095367432,12.0,112400.0,,,,,
2024-12-10,5.730000019073486,9.0,4.630000114440918,9.0,650400.0,,,,,
2024-12-11,5.210000038146973,5.75,3.609999895095825,5.519999980926514,376400.0,,,,,
2024-12-12,4.429999828338623,5.099999904632568,4.0329999923706055,5.059999942779541,247800.0,,,,,
2024-12-13,3.4100000858306885,4.389999866485596,3.150000095367432,4.130000114440918,154300.0,,,,,
2024-12-16,2.400000095367432,3.5799999237060547,2.400000095367432,3.5799999237060547,336400.0,,,,,
2024-12-17,3.150000095367432,3.299999952316284,2.2100000381469727,2.720000028610229,621900.0,,,,,
2024-12-18,2.950000047683716,3.240000009536743,2.75,3.190000057220459,195200.0,,,,,
2024-12-19,2.650000095367432,3.0,2.569999933242798,2.8499999046325684,174100.0,,,,,
2024-12-20,2.859999895095825,2.950000047683716,2.5899999141693115,2.7300000190734863,189800.0,,,,,
2024-12-23,2.799999952316284,3.069999933242798,2.7300000190734863,2.970000028610229,151000.0,,,,,
2024-12-24,2.7300000190734863,2.819999933242798,2.5999999046325684,2.7799999713897705,88500.0,,,,,
2024-12-26,3.5999999046325684,4.25,2.700000047683716,2.880000114440918,1158600.0,,,,,
2024-12-27,3.809999942779541,4.25,3.684999942779541,3.869999885559082,587500.0,,,,,
2024-12-30,4.900000095367432,4.949999809265137,3.799999952316284,3.9600000381469727,565600.0,,,,,
