Date,Close,High,Low,Open,Volume,"('Close', 'CDLX')","('High', 'CDLX')","('Low', 'CDLX')","('Open', 'CDLX')","('Volume', 'CDLX')"
2024-06-03,8.539999961853027,8.899999618530273,8.3100004196167,8.850000381469727,1272000.0,,,,,
2024-06-04,8.789999961853027,8.854999542236328,8.444999694824219,8.550000190734863,857500.0,,,,,
2024-06-05,9.739999771118164,9.770000457763672,8.619999885559082,8.739999771118164,769900.0,,,,,
2024-06-06,9.239999771118164,9.770000457763672,9.199999809265137,9.649999618530272,413300.0,,,,,
2024-06-07,8.720000267028809,9.130000114440918,8.649999618530273,9.029999732971191,559400.0,,,,,
2024-06-10,8.779999732971191,8.880000114440918,8.5600004196167,8.630000114440918,914900.0,,,,,
2024-06-11,9.220000267028809,9.25,8.550000190734863,8.6899995803833,472100.0,,,,,
2024-06-12,9.199999809265137,9.779999732971191,9.149999618530272,9.609999656677246,958700.0,,,,,
2024-06-13,8.920000076293945,9.270000457763672,8.760000228881836,9.149999618530272,378000.0,,,,,
2024-06-14,8.414999961853027,8.960000038146973,8.319999694824219,8.729999542236328,724700.0,,,,,
2024-06-17,8.239999771118164,8.380000114440918,8.100000381469727,8.34000015258789,701100.0,,,,,
2024-06-18,8.204999923706055,8.670000076293945,8.130000114440918,8.579999923706055,543100.0,,,,,
2024-06-20,8.109999656677246,8.1899995803833,7.78000020980835,8.0,749500.0,,,,,
2024-06-21,8.039999961853027,8.1899995803833,7.909999847412109,8.09000015258789,1276400.0,,,,,
2024-06-24,8.029999732971191,8.229999542236328,7.860000133514404,8.020000457763672,710400.0,,,,,
2024-06-25,8.15999984741211,8.479999542236328,7.809999942779541,7.989999771118164,731300.0,,,,,
2024-06-26,8.079999923706055,8.140999794006348,7.860000133514404,8.029999732971191,711300.0,,,,,
2024-06-27,8.1899995803833,8.270000457763672,7.909999847412109,8.130000114440918,462000.0,,,,,
2024-06-28,8.210000038146973,8.420000076293945,7.949999809265137,8.25,2804300.0,,,,,
2024-07-01,8.079999923706055,8.359999656677246,7.739999771118164,8.1899995803833,796000.0,,,,,
2024-07-02,7.829999923706055,8.15999984741211,7.809999942779541,8.09000015258789,750300.0,,,,,
2024-07-03,8.3100004196167,8.34000015258789,7.730000019073486,7.800000190734863,615900.0,,,,,
2024-07-05,8.3100004196167,8.425000190734863,8.170000076293945,8.270000457763672,359400.0,,,,,
2024-07-08,8.210000038146973,8.545000076293945,8.210000038146973,8.390000343322754,307200.0,,,,,
2024-07-09,8.0600004196167,8.25,7.980000019073486,8.210000038146973,259400.0,,,,,
2024-07-10,8.079999923706055,8.199000358581543,7.956999778747559,8.15999984741211,275900.0,,,,,
2024-07-11,8.149999618530273,8.529999732971191,8.119999885559082,8.350000381469727,507300.0,,,,,
2024-07-12,7.980000019073486,8.390000343322754,7.929999828338623,8.270000457763672,404300.0,,,,,
2024-07-15,8.430000305175781,8.46500015258789,7.909999847412109,8.029999732971191,571100.0,,,,,
2024-07-16,8.930000305175781,9.149999618530272,8.449999809265137,8.600000381469727,597300.0,,,,,
2024-07-17,8.899999618530273,8.930000305175781,8.359999656677246,8.640000343322754,596500.0,,,,,
2024-07-18,8.420000076293945,9.220000267028809,8.420000076293945,8.880000114440918,704600.0,,,,,
2024-07-19,8.449999809265137,8.670000076293945,8.270000457763672,8.59000015258789,309100.0,,,,,
2024-07-22,8.869999885559082,8.9399995803833,8.25,8.5,593400.0,,,,,
2024-07-23,9.149999618530272,9.479999542236328,8.699999809265137,8.84000015258789,741000.0,,,,,
2024-07-24,8.380000114440918,9.100000381469728,8.329999923706055,8.960000038146973,508200.0,,,,,
2024-07-25,8.369999885559082,8.732000350952148,8.25,8.270000457763672,540800.0,,,,,
2024-07-26,8.829999923706055,8.899999618530273,8.454999923706055,8.720000267028809,358800.0,,,,,
2024-07-29,8.329999923706055,8.9399995803833,8.329999923706055,8.5600004196167,470400.0,,,,,
