,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.203278,0.190805,0.01037,0.236809,0.337122
Net Income From Continuing Operation Net Minority Interest,1733994000.0,1800175000.0,1916637000.0,1802862000.0,1380528000.0
Net Interest Income,2278228000.0,1884995000.0,1742291000.0,1810094000.0,1736097000.0
Interest Income,2278228000.0,1884995000.0,1742291000.0,1810094000.0,1736097000.0
Normalized Income,1733994000.0,1800175000.0,1916637000.0,1802862000.0,1380528000.0
Net Income From Continuing And Discontinued Operation,1733994000.0,1800175000.0,1916637000.0,1802862000.0,1380528000.0
Diluted Average Shares,135919359.0,142618794.0,144713538.0,148102826.0,154747878.0
Basic Average Shares,132921156.0,140479256.0,142936456.0,145300969.0,151880694.0
Diluted EPS,12.76,12.62,13.24,12.18,8.92
Basic EPS,13.04,12.82,13.4,12.4,9.08
Diluted NI Availto Com Stockholders,1733994000.0,1800175000.0,1916637000.0,1802862000.0,1380528000.0
Net Income Common Stockholders,1733994000.0,1800175000.0,1916637000.0,1802862000.0,1380528000.0
Net Income,1733994000.0,1800175000.0,1916637000.0,1802862000.0,1380528000.0
Minority Interests,3514000.0,3576000.0,3970000.0,4065000.0,4020000.0
Net Income Including Noncontrolling Interests,1730480000.0,1796599000.0,1912667000.0,1798797000.0,1376508000.0
Net Income Continuous Operations,1730480000.0,1796599000.0,1912667000.0,1798797000.0,1376508000.0
Tax Provision,441521000.0,423631000.0,20042000.0,558144000.0,700055000.0
Pretax Income,2172001000.0,2220230000.0,1932709000.0,2356941000.0,2076563000.0
Gain On Sale Of Security,-170407000.0,-39863000.0,233606000.0,-64437000.0,0.0
Selling General And Administration,838564000.0,787977000.0,679997000.0,511911000.0,461442000.0
Selling And Marketing Expense,662685000.0,591495000.0,523936000.0,419936000.0,366388000.0
General And Administrative Expense,175879000.0,196482000.0,156061000.0,91975000.0,95054000.0
Other Gand A,175879000.0,196482000.0,156061000.0,91975000.0,95054000.0
Total Revenue,4328564000.0,4059182000.0,3896738000.0,3518820000.0,3368178000.0
Operating Revenue,4328564000.0,4059182000.0,3896738000.0,3518820000.0,3368178000.0
Other Non Interest Expense,397614000.0,159343000.0,311372000.0,63635000.0,-213267000.0
