,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.228524,0.304,0.350595,0.264875,0.259749
Net Income From Continuing Operation Net Minority Interest,25997000.0,18887000.0,20587000.0,15803000.0,14778000.0
Reconciled Depreciation,338000.0,607000.0,302000.0,615000.0,557000.0
Net Interest Income,49091000.0,38849000.0,40308000.0,36732000.0,34148000.0
Interest Expense,87981000.0,81230000.0,74628000.0,70014000.0,65343000.0
Interest Income,137072000.0,120079000.0,114936000.0,106746000.0,99491000.0
Normalized Income,25997000.0,18887000.0,20587000.0,15803000.0,14778000.0
Net Income From Continuing And Discontinued Operation,25997000.0,18887000.0,20587000.0,15803000.0,14778000.0
Rent Expense Supplemental,298000.0,275000.0,296000.0,519000.0,617000.0
Diluted Average Shares,37790000.0,36811000.0,36097000.0,35895000.0,35600000.0
Basic Average Shares,37194000.0,33687000.0,32771000.0,32711000.0,32585000.0
Diluted EPS,0.69,0.51,0.57,0.44,0.42
Basic EPS,0.69,0.55,0.62,0.48,0.45
Diluted NI Availto Com Stockholders,25711000.0,18654000.0,20333000.0,15612000.0,14596000.0
Net Income Common Stockholders,25711000.0,18654000.0,20333000.0,15612000.0,14596000.0
Otherunder Preferred Stock Dividend,286000.0,233000.0,254000.0,191000.0,182000.0
Net Income,25997000.0,18887000.0,20587000.0,15803000.0,14778000.0
Minority Interests,-173000.0,239000.0,-218000.0,186000.0,67000.0
Net Income Including Noncontrolling Interests,26170000.0,18648000.0,20805000.0,15617000.0,14711000.0
Net Income Continuous Operations,26170000.0,18648000.0,20805000.0,15617000.0,14711000.0
Tax Provision,7752000.0,8246000.0,11232000.0,5627000.0,5162000.0
Pretax Income,33922000.0,26894000.0,32037000.0,21244000.0,19873000.0
Gain On Sale Of Security,-7584000.0,-13682000.0,34538000.0,-24995000.0,-4643000.0
Selling General And Administration,22903000.0,21959000.0,23410000.0,18105000.0,17179000.0
General And Administrative Expense,22903000.0,21959000.0,22173000.0,18105000.0,17179000.0
Rent And Landing Fees,298000.0,275000.0,296000.0,519000.0,617000.0
Salaries And Wages,22605000.0,21684000.0,20084000.0,17586000.0,16562000.0
Total Revenue,78035000.0,62110000.0,63622000.0,49265000.0,49069000.0
Operating Revenue,78035000.0,62110000.0,63622000.0,49265000.0,49069000.0
Professional Expense And Contract Services Expense,1992000.0,1783000.0,1476000.0,2305000.0,1718000.0
Other Non Interest Expense,17620000.0,9602000.0,6677000.0,7680000.0,10081000.0
