quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,0.34,0.185,0.16,0.83779997
2025-03-31,0.27,0.19,0.08,0.42110002
2024-12-31,0.29,0.225,0.06,0.2889
2024-09-30,0.22,0.25,-0.03,-0.12
