quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,2.95,2.39865,0.55,0.2299
2025-03-31,2.08,2.2,-0.12,-0.0545
2024-12-31,2.88,2.85455,0.03,0.0089
2024-09-30,2.85,2.98229,-0.13,-0.0444
