quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,0.05,0.04,0.01,0.25
2025-03-31,0.14,-0.14,0.28,2.0
2024-12-31,-0.03,0.02667,-0.06,-2.1249
2024-09-30,-0.3,0.00667,-0.31,-45.9775
