quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,-0.08,-0.16,0.08,0.5
2025-03-31,-0.15,-0.16,0.01,0.0625
2024-12-31,-0.23,-0.16,-0.07,-0.4375
2024-09-30,-0.12,-0.16,0.04,0.25
