,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.243277,0.221823,0.240574,0.233445,0.289008
Net Income From Continuing Operation Net Minority Interest,77328000.0,47047000.0,71023000.0,-61319000.0,41662000.0
Reconciled Depreciation,14452000.0,9217000.0,15311000.0,14082000.0,13929000.0
Net Interest Income,253395000.0,236034000.0,229607000.0,240102000.0,216582000.0
Interest Expense,186172000.0,191255000.0,207964000.0,212431000.0,205486000.0
Interest Income,439567000.0,427289000.0,437571000.0,452533000.0,422068000.0
Normalized Income,77328000.0,47047000.0,71023000.0,-61319000.0,41662000.0
Net Income From Continuing And Discontinued Operation,77328000.0,47047000.0,71023000.0,-61319000.0,41662000.0
Diluted Average Shares,46215394.0,46616704.0,46770961.0,46219718.0,46872498.0
Basic Average Shares,45791602.0,46123416.0,46327083.0,46219718.0,46687500.0
Diluted EPS,1.58,0.92,1.43,-1.42,0.8
Basic EPS,1.59,0.93,1.44,-1.42,0.8
Diluted NI Availto Com Stockholders,73016000.0,42734000.0,66711000.0,-65632000.0,37350000.0
Net Income Common Stockholders,73016000.0,42734000.0,66711000.0,-65632000.0,37350000.0
Preferred Stock Dividends,4312000.0,4313000.0,4312000.0,4313000.0,4312000.0
Net Income,77328000.0,47047000.0,71023000.0,-61319000.0,41662000.0
Net Income Including Noncontrolling Interests,77328000.0,47047000.0,71023000.0,-61319000.0,41662000.0
Net Income Continuous Operations,77328000.0,47047000.0,71023000.0,-61319000.0,41662000.0
Tax Provision,24860000.0,13411000.0,22499000.0,-18674000.0,16935000.0
Pretax Income,102188000.0,60458000.0,93522000.0,-79993000.0,58597000.0
Gain On Sale Of Security,-1886000.0,0.0,0.0,-179581000.0,0.0
Selling General And Administration,128874000.0,141991000.0,106781000.0,131907000.0,130406000.0
Selling And Marketing Expense,3624000.0,5009000.0,4454000.0,5863000.0,5996000.0
General And Administrative Expense,125250000.0,136982000.0,102327000.0,126044000.0,124410000.0
Insurance And Claims,5096000.0,5341000.0,4454000.0,4906000.0,5570000.0
Salaries And Wages,120154000.0,131641000.0,97873000.0,121138000.0,118840000.0
Total Revenue,307464000.0,280478000.0,283681000.0,125331000.0,267006000.0
Operating Revenue,307464000.0,280478000.0,283681000.0,125331000.0,267006000.0
Occupancy And Equipment,12144000.0,10844000.0,11926000.0,12937000.0,10666000.0
Professional Expense And Contract Services Expense,11069000.0,14989000.0,15180000.0,11135000.0,11273000.0
Other Non Interest Expense,38189000.0,35196000.0,38272000.0,39345000.0,36064000.0
